CUST_NUM,Accessory,status,amount,renewal
CUST89636,Screen Guard,EXPIRED,1162,YES
CUST89636,Bluetooth Speaker,EXPIRED,3869,YES
CUST89636,Earphones,PENDING,4231,NO
CUST98498,Screen Guard,EXPIRED,385,YES
CUST98498,Smart Watch,EXPIRED,4177,NO
CUST98498,Phone Stand,ACTIVE,3226,NO
CUST98498,Mobile Cover,EXPIRED,2837,NO
CUST98498,Bluetooth Speaker,ACTIVE,3693,NO
CUST63710,Power Bank,EXPIRED,2509,NO
CUST63710,Mobile Cover,EXPIRED,4951,NO
CUST63710,Earphones,ACTIVE,2449,NO
CUST63710,Memory Card,EXPIRED,2978,YES
CUST63710,Mobile Cover,ACTIVE,2100,YES
CUST63710,Phone Stand,ACTIVE,2472,YES
CUST63710,Phone Stand,ACTIVE,1397,NO
CUST63710,USB Cable,EXPIRED,1293,YES
CUST63710,Mobile Cover,PENDING,3008,YES
CUST63710,Mobile Cover,EXPIRED,389,NO
CUST83314,Mobile Cover,PENDING,4783,YES
CUST83314,Power Bank,EXPIRED,664,YES
CUST83314,Phone Stand,PENDING,134,YES
CUST83314,Earphones,PENDING,2665,NO
CUST83314,Screen Guard,PENDING,2849,YES
CUST83314,USB Cable,EXPIRED,1688,NO
CUST90109,Bluetooth Speaker,PENDING,3921,YES
CUST90109,USB Cable,PENDING,4151,NO
CUST90109,Phone Stand,PENDING,1910,YES
CUST90109,Phone Stand,EXPIRED,1576,YES
CUST90109,Bluetooth Speaker,ACTIVE,2444,NO
CUST90109,Power Bank,ACTIVE,2523,YES
CUST90109,USB Cable,ACTIVE,4908,YES
CUST90109,Smart Watch,PENDING,4941,NO
CUST90109,Earphones,PENDING,922,NO
CUST90109,Earphones,EXPIRED,4058,YES
CUST52966,Mobile Cover,EXPIRED,1345,NO
CUST52966,Bluetooth Speaker,EXPIRED,2850,YES
CUST52966,USB Cable,PENDING,4652,YES
CUST52966,Smart Watch,ACTIVE,2305,NO
CUST52966,Phone Stand,PENDING,3410,NO
CUST52966,Memory Card,PENDING,1422,YES
CUST52966,Power Bank,ACTIVE,4505,YES
CUST52966,Phone Stand,ACTIVE,4024,YES
CUST52966,Charger,EXPIRED,2837,NO
CUST52966,USB Cable,PENDING,2373,YES
CUST72581,Earphones,ACTIVE,2819,YES
CUST72581,Power Bank,ACTIVE,1716,YES
CUST72581,Memory Card,ACTIVE,2773,YES
CUST72581,Mobile Cover,PENDING,2465,NO
CUST72581,Memory Card,PENDING,2278,NO
CUST74134,USB Cable,ACTIVE,1122,NO
CUST74134,Phone Stand,PENDING,3066,YES
CUST74134,Earphones,PENDING,2277,YES
CUST74134,Memory Card,ACTIVE,1959,NO
CUST74134,USB Cable,EXPIRED,2151,NO
CUST74955,Bluetooth Speaker,ACTIVE,3262,NO
CUST74955,Charger,ACTIVE,3060,NO
CUST74955,Smart Watch,PENDING,2525,YES
CUST74955,Smart Watch,ACTIVE,2808,YES
CUST74955,Mobile Cover,PENDING,1846,NO
CUST74955,Mobile Cover,ACTIVE,2846,YES
CUST74955,Earphones,ACTIVE,219,NO
CUST74955,Screen Guard,EXPIRED,1038,YES
CUST74955,USB Cable,PENDING,2551,YES
CUST74955,Screen Guard,PENDING,1386,NO
CUST74955,Smart Watch,PENDING,1624,NO
CUST74955,Power Bank,PENDING,4362,NO
CUST74955,Phone Stand,PENDING,3502,NO
CUST74955,Earphones,EXPIRED,1897,NO
CUST74955,Power Bank,PENDING,1263,YES
CUST14051,Screen Guard,ACTIVE,3616,NO
CUST14051,Charger,ACTIVE,2591,YES
CUST14051,Power Bank,PENDING,4026,YES
CUST14051,Mobile Cover,EXPIRED,3858,YES
CUST14051,Bluetooth Speaker,PENDING,478,YES
CUST14051,Phone Stand,PENDING,277,NO
CUST14051,Screen Guard,EXPIRED,1144,YES
CUST14051,Phone Stand,EXPIRED,2006,YES
CUST67117,Phone Stand,PENDING,176,NO
CUST67117,Smart Watch,ACTIVE,3615,YES
CUST67117,Mobile Cover,PENDING,905,YES
CUST67117,Phone Stand,ACTIVE,2860,NO
CUST67117,Smart Watch,PENDING,1782,YES
CUST67117,Smart Watch,ACTIVE,2508,NO
CUST67117,USB Cable,PENDING,3228,YES
CUST67117,Phone Stand,EXPIRED,3285,YES
CUST67117,Charger,PENDING,3826,NO
CUST67117,Memory Card,PENDING,986,NO
CUST67117,Bluetooth Speaker,PENDING,2678,YES
CUST67117,Bluetooth Speaker,ACTIVE,2690,YES
CUST67117,Phone Stand,PENDING,3507,NO
CUST67117,Bluetooth Speaker,PENDING,1390,YES
CUST67117,Memory Card,ACTIVE,3122,NO
CUST66739,Phone Stand,ACTIVE,2094,YES
CUST66739,Earphones,EXPIRED,3082,YES
CUST66739,Memory Card,EXPIRED,503,NO
CUST66739,Mobile Cover,PENDING,1485,YES
CUST66739,Screen Guard,ACTIVE,1736,NO
CUST66739,Bluetooth Speaker,PENDING,3999,YES
CUST66739,Mobile Cover,ACTIVE,3302,NO
CUST66739,Bluetooth Speaker,ACTIVE,4514,NO
CUST66739,Smart Watch,PENDING,2170,NO
CUST52869,Smart Watch,EXPIRED,2526,NO
CUST52869,Earphones,EXPIRED,4841,YES
CUST52869,USB Cable,EXPIRED,789,NO
CUST52869,Earphones,PENDING,1680,NO
CUST52869,Mobile Cover,PENDING,3999,YES
CUST52869,USB Cable,ACTIVE,3619,NO
CUST52869,Power Bank,PENDING,3175,NO
CUST52869,Memory Card,ACTIVE,850,NO
CUST52869,Mobile Cover,PENDING,3293,NO
CUST52869,USB Cable,PENDING,248,NO
CUST52869,Memory Card,EXPIRED,4100,NO
CUST52869,Power Bank,ACTIVE,4541,NO
CUST52869,Charger,EXPIRED,3934,NO
CUST76112,Mobile Cover,ACTIVE,1402,YES
CUST76112,Memory Card,EXPIRED,2421,YES
CUST76112,Mobile Cover,PENDING,4611,YES
CUST76112,Earphones,ACTIVE,696,YES
CUST76112,Charger,PENDING,1485,NO
CUST76112,Charger,PENDING,1728,YES
CUST76112,Mobile Cover,EXPIRED,4002,YES
CUST76112,Power Bank,PENDING,3760,NO
CUST76112,Power Bank,ACTIVE,4270,NO
CUST76112,Smart Watch,ACTIVE,2475,NO
CUST76112,Earphones,PENDING,3665,NO
CUST76112,Memory Card,ACTIVE,1028,NO
CUST76112,Phone Stand,ACTIVE,1122,NO
CUST76112,Earphones,PENDING,4807,NO
CUST56670,Mobile Cover,PENDING,3289,NO
CUST56670,Charger,ACTIVE,4415,NO
CUST56670,Phone Stand,PENDING,1345,NO
CUST56670,Bluetooth Speaker,EXPIRED,3961,YES
CUST56670,Screen Guard,EXPIRED,3443,YES
CUST56670,Phone Stand,PENDING,3357,NO
CUST56670,Memory Card,ACTIVE,4576,YES
CUST56670,USB Cable,EXPIRED,2948,NO
CUST37108,USB Cable,ACTIVE,4589,NO
CUST37108,Power Bank,PENDING,4281,NO
CUST37108,Screen Guard,PENDING,3535,YES
CUST37108,Memory Card,PENDING,1581,YES
CUST37108,Mobile Cover,PENDING,2637,NO
CUST37108,USB Cable,PENDING,1225,NO
CUST37108,Earphones,ACTIVE,4649,YES
CUST37108,Mobile Cover,EXPIRED,4722,NO
CUST33386,Phone Stand,PENDING,1524,NO
CUST33386,Mobile Cover,PENDING,1515,NO
CUST33386,Mobile Cover,PENDING,278,YES
CUST33386,Smart Watch,PENDING,2152,YES
CUST33386,Power Bank,PENDING,2547,NO
CUST33386,Charger,ACTIVE,1569,NO
CUST33386,Earphones,ACTIVE,4536,NO
CUST33386,Earphones,ACTIVE,1067,YES
CUST33386,Memory Card,EXPIRED,1301,NO
CUST33386,Mobile Cover,EXPIRED,1212,YES
CUST39456,Memory Card,ACTIVE,3045,YES
CUST39456,Bluetooth Speaker,EXPIRED,1158,YES
CUST39456,Charger,EXPIRED,3683,NO
CUST39456,USB Cable,ACTIVE,2352,YES
CUST39456,Memory Card,ACTIVE,3135,NO
CUST10300,Earphones,PENDING,1272,NO
CUST10300,Mobile Cover,PENDING,2095,NO
CUST10300,Power Bank,PENDING,4256,NO
CUST10300,Mobile Cover,EXPIRED,3799,NO
CUST10300,Memory Card,ACTIVE,627,YES
CUST10300,Smart Watch,EXPIRED,2951,NO
CUST10300,Earphones,EXPIRED,2233,NO
CUST10300,USB Cable,ACTIVE,723,YES
CUST10300,Screen Guard,EXPIRED,4533,YES
CUST10300,USB Cable,EXPIRED,1500,NO
CUST10300,Power Bank,EXPIRED,963,YES
CUST10300,Screen Guard,PENDING,3753,YES
CUST10300,Phone Stand,PENDING,1223,NO
CUST63074,USB Cable,ACTIVE,2567,NO
CUST63074,Memory Card,PENDING,2108,NO
CUST63074,Power Bank,ACTIVE,1216,NO
CUST63074,Phone Stand,PENDING,342,NO
CUST63074,Charger,PENDING,2232,YES
CUST63074,Earphones,EXPIRED,1252,YES
CUST63074,Earphones,PENDING,4544,YES
CUST24424,Screen Guard,PENDING,1136,YES
CUST24424,Power Bank,EXPIRED,1601,YES
CUST24424,Memory Card,EXPIRED,453,YES
CUST24424,Phone Stand,ACTIVE,182,NO
CUST24424,Screen Guard,EXPIRED,2793,YES
CUST26255,Memory Card,PENDING,2889,NO
CUST26255,Screen Guard,PENDING,1092,YES
CUST26255,Smart Watch,PENDING,3303,NO
CUST26255,Power Bank,EXPIRED,4142,NO
CUST26255,Bluetooth Speaker,EXPIRED,1045,YES
CUST26255,Power Bank,PENDING,1892,NO
CUST26255,Phone Stand,EXPIRED,2714,YES
CUST26255,Screen Guard,PENDING,265,NO
CUST26255,Power Bank,ACTIVE,1552,NO
CUST26255,Bluetooth Speaker,ACTIVE,2045,YES
CUST26255,Phone Stand,EXPIRED,1839,NO
CUST26255,Smart Watch,EXPIRED,3630,YES
CUST35462,Smart Watch,EXPIRED,445,YES
CUST35462,Screen Guard,EXPIRED,3040,YES
CUST35462,Memory Card,EXPIRED,3509,YES
CUST35462,Charger,PENDING,3257,YES
CUST35462,Bluetooth Speaker,PENDING,1906,YES
CUST35462,Mobile Cover,PENDING,629,NO
CUST11840,Earphones,PENDING,1826,NO
CUST11840,Smart Watch,PENDING,3557,NO
CUST11840,Smart Watch,EXPIRED,3339,YES
CUST11840,Mobile Cover,ACTIVE,1574,NO
CUST11840,Charger,ACTIVE,3473,YES
CUST11840,Charger,EXPIRED,750,NO
CUST11840,Smart Watch,EXPIRED,4001,YES
CUST67348,Bluetooth Speaker,PENDING,2606,NO
CUST67348,Smart Watch,PENDING,1711,YES
CUST67348,Charger,PENDING,1000,NO
CUST67348,Smart Watch,EXPIRED,769,NO
CUST67348,Phone Stand,EXPIRED,4080,NO
CUST67348,USB Cable,EXPIRED,2887,YES
CUST40841,Phone Stand,PENDING,3898,YES
CUST40841,Bluetooth Speaker,ACTIVE,3240,YES
CUST40841,Earphones,PENDING,3579,NO
CUST40841,Mobile Cover,EXPIRED,3554,NO
CUST40841,Mobile Cover,PENDING,4076,NO
CUST40841,Mobile Cover,EXPIRED,3781,NO
CUST93954,Mobile Cover,EXPIRED,4642,YES
CUST93954,Bluetooth Speaker,PENDING,2298,YES
CUST93954,Phone Stand,PENDING,2823,YES
CUST93954,Smart Watch,ACTIVE,2098,YES
CUST93954,Phone Stand,ACTIVE,459,NO
CUST93954,Charger,ACTIVE,4849,NO
CUST93954,Screen Guard,EXPIRED,1336,YES
CUST93954,USB Cable,EXPIRED,1035,NO
CUST93954,Earphones,EXPIRED,1470,YES
CUST93954,Earphones,EXPIRED,444,NO
CUST93954,Smart Watch,PENDING,1524,NO
CUST93954,Smart Watch,EXPIRED,357,NO
CUST93954,Earphones,PENDING,4277,YES
CUST33844,USB Cable,EXPIRED,4977,NO
CUST33844,Bluetooth Speaker,EXPIRED,2337,YES
CUST33844,Mobile Cover,EXPIRED,843,YES
CUST33844,Mobile Cover,ACTIVE,2839,YES
CUST33844,Bluetooth Speaker,ACTIVE,4543,YES
CUST33844,Bluetooth Speaker,EXPIRED,457,NO
CUST33844,Memory Card,ACTIVE,782,YES
CUST33844,Bluetooth Speaker,EXPIRED,1036,YES
CUST33844,Memory Card,ACTIVE,3587,YES
CUST33844,USB Cable,PENDING,2555,NO
CUST33844,Memory Card,ACTIVE,3614,YES
CUST33844,Mobile Cover,EXPIRED,706,NO
CUST33844,Mobile Cover,PENDING,4576,NO
CUST86883,Earphones,PENDING,4548,NO
CUST86883,Smart Watch,PENDING,772,YES
CUST86883,USB Cable,EXPIRED,4479,NO
CUST86883,Memory Card,PENDING,3790,NO
CUST86883,Power Bank,ACTIVE,1815,NO
CUST86883,Power Bank,ACTIVE,240,YES
CUST86883,Smart Watch,EXPIRED,3445,NO
CUST86883,Memory Card,EXPIRED,4711,YES
CUST86883,Bluetooth Speaker,ACTIVE,3001,YES
CUST86883,Smart Watch,EXPIRED,1110,YES
CUST86883,USB Cable,PENDING,509,YES
CUST86883,USB Cable,EXPIRED,4265,NO
CUST86883,Memory Card,ACTIVE,3661,YES
CUST62566,Bluetooth Speaker,PENDING,1491,YES
CUST62566,Earphones,PENDING,888,YES
CUST62566,USB Cable,ACTIVE,1279,NO
CUST62566,Memory Card,EXPIRED,2840,NO
CUST62566,Charger,EXPIRED,464,YES
CUST62566,Earphones,ACTIVE,3993,NO
CUST62566,Charger,PENDING,4618,YES
CUST62566,Smart Watch,EXPIRED,2451,NO
CUST62566,Earphones,ACTIVE,967,NO
CUST62566,Bluetooth Speaker,EXPIRED,1982,YES
CUST19785,Smart Watch,EXPIRED,1392,YES
CUST19785,Charger,ACTIVE,2026,NO
CUST19785,Mobile Cover,ACTIVE,3658,YES
CUST19785,Mobile Cover,PENDING,552,YES
CUST19785,Power Bank,PENDING,4027,YES
CUST19785,Bluetooth Speaker,EXPIRED,4038,YES
CUST19785,Screen Guard,EXPIRED,1995,NO
CUST19785,Phone Stand,EXPIRED,3351,YES
CUST19952,Smart Watch,ACTIVE,518,YES
CUST19952,Mobile Cover,PENDING,1755,YES
CUST19952,Earphones,ACTIVE,417,YES
CUST19952,Earphones,ACTIVE,920,NO
CUST19952,Charger,EXPIRED,2866,YES
CUST19952,Memory Card,ACTIVE,3057,NO
CUST19952,Charger,ACTIVE,2421,YES
CUST19952,Phone Stand,EXPIRED,2275,NO
CUST19952,USB Cable,PENDING,4944,NO
CUST19952,USB Cable,EXPIRED,2534,NO
CUST19952,Mobile Cover,EXPIRED,3265,NO
CUST19952,USB Cable,EXPIRED,623,YES
CUST63970,Bluetooth Speaker,EXPIRED,3489,YES
CUST63970,USB Cable,PENDING,4965,YES
CUST63970,Power Bank,EXPIRED,3153,NO
CUST63970,Charger,PENDING,3777,NO
CUST63970,Earphones,EXPIRED,4130,YES
CUST63970,Screen Guard,ACTIVE,4445,NO
CUST63970,Phone Stand,PENDING,2027,NO
CUST63970,Memory Card,ACTIVE,3262,YES
CUST63970,Memory Card,PENDING,4788,YES
CUST63970,Mobile Cover,EXPIRED,280,YES
CUST63970,Charger,EXPIRED,305,YES
CUST63970,Mobile Cover,PENDING,3176,YES
CUST63970,Bluetooth Speaker,PENDING,1059,YES
CUST63970,Mobile Cover,PENDING,3723,NO
CUST94579,Memory Card,ACTIVE,2369,YES
CUST94579,Screen Guard,PENDING,3378,NO
CUST94579,Earphones,ACTIVE,3478,NO
CUST94579,Memory Card,EXPIRED,2603,YES
CUST94579,USB Cable,PENDING,2225,YES
CUST94579,Earphones,EXPIRED,1511,NO
CUST94579,Screen Guard,ACTIVE,246,YES
CUST94579,Phone Stand,EXPIRED,3714,NO
CUST94579,Bluetooth Speaker,EXPIRED,1282,NO
CUST94579,USB Cable,ACTIVE,4386,YES
CUST88715,Phone Stand,PENDING,1300,YES
CUST88715,Mobile Cover,ACTIVE,2654,YES
CUST88715,Smart Watch,EXPIRED,1030,YES
CUST88715,USB Cable,PENDING,2278,YES
CUST88715,Smart Watch,EXPIRED,2642,YES
CUST85004,Power Bank,PENDING,2511,NO
CUST85004,Mobile Cover,EXPIRED,1965,YES
CUST85004,Smart Watch,ACTIVE,3719,YES
CUST85004,Earphones,ACTIVE,4000,YES
CUST85004,Earphones,ACTIVE,1258,YES
CUST85004,Smart Watch,PENDING,3541,NO
CUST85004,Earphones,EXPIRED,1918,YES
CUST85004,Screen Guard,PENDING,376,NO
CUST85004,Smart Watch,EXPIRED,3566,YES
CUST85004,Power Bank,ACTIVE,1879,NO
CUST54753,Earphones,ACTIVE,3429,YES
CUST54753,Screen Guard,PENDING,190,NO
CUST54753,Mobile Cover,PENDING,642,YES
CUST54753,Memory Card,EXPIRED,1699,YES
CUST54753,Bluetooth Speaker,EXPIRED,2593,YES
CUST54753,Bluetooth Speaker,ACTIVE,4172,YES
CUST54753,Memory Card,ACTIVE,4569,NO
CUST54753,Power Bank,EXPIRED,4902,NO
CUST54753,Bluetooth Speaker,EXPIRED,2311,NO
CUST54753,Earphones,EXPIRED,317,YES
CUST54753,Smart Watch,EXPIRED,383,NO
CUST54753,Charger,EXPIRED,3084,NO
CUST54753,Earphones,EXPIRED,1918,NO
CUST43980,Power Bank,PENDING,2911,NO
CUST43980,Earphones,PENDING,1085,YES
CUST43980,Earphones,ACTIVE,1362,YES
CUST43980,Mobile Cover,EXPIRED,3900,YES
CUST43980,Screen Guard,EXPIRED,3162,YES
CUST43980,Bluetooth Speaker,EXPIRED,2341,NO
CUST43980,Earphones,ACTIVE,4911,YES
CUST43980,Power Bank,PENDING,2006,NO
CUST43980,Memory Card,ACTIVE,1746,NO
CUST43980,Memory Card,PENDING,674,NO
CUST43980,Earphones,EXPIRED,3668,YES
CUST43980,Screen Guard,EXPIRED,3600,YES
CUST43980,Power Bank,EXPIRED,251,YES
CUST43980,Bluetooth Speaker,PENDING,2926,NO
CUST45129,Smart Watch,ACTIVE,4344,YES
CUST45129,Memory Card,PENDING,2434,YES
CUST45129,Power Bank,PENDING,4217,NO
CUST45129,Memory Card,ACTIVE,1437,NO
CUST45129,Memory Card,ACTIVE,3813,NO
CUST45129,Mobile Cover,PENDING,2027,YES
CUST45129,Charger,PENDING,1073,YES
CUST45129,Smart Watch,PENDING,3693,YES
CUST45129,Bluetooth Speaker,EXPIRED,3937,NO
CUST45129,Power Bank,PENDING,2256,YES
CUST45129,Screen Guard,EXPIRED,3418,YES
CUST45129,Phone Stand,ACTIVE,3003,YES
CUST45129,Charger,ACTIVE,4305,NO
CUST81763,USB Cable,ACTIVE,1048,YES
CUST81763,Bluetooth Speaker,PENDING,472,YES
CUST81763,Screen Guard,ACTIVE,3037,NO
CUST81763,USB Cable,ACTIVE,1428,NO
CUST81763,Power Bank,EXPIRED,748,NO
CUST81763,Bluetooth Speaker,ACTIVE,4942,YES
CUST81763,Charger,EXPIRED,2707,YES
CUST58892,Smart Watch,ACTIVE,244,YES
CUST58892,Earphones,ACTIVE,1608,NO
CUST58892,Memory Card,ACTIVE,798,YES
CUST58892,Phone Stand,PENDING,3600,NO
CUST58892,Screen Guard,EXPIRED,1031,NO
CUST58892,Phone Stand,ACTIVE,1481,YES
CUST58892,Phone Stand,PENDING,2078,YES
CUST58892,Power Bank,PENDING,2734,NO
CUST58892,Mobile Cover,PENDING,4072,NO
CUST58892,Smart Watch,PENDING,3917,YES
CUST58892,Earphones,PENDING,1403,NO
CUST58892,Phone Stand,EXPIRED,4665,YES
CUST58892,Screen Guard,PENDING,922,NO
CUST58892,Power Bank,PENDING,2038,NO
CUST99061,Screen Guard,EXPIRED,838,NO
CUST99061,Bluetooth Speaker,ACTIVE,1724,YES
CUST99061,USB Cable,EXPIRED,3414,YES
CUST99061,Memory Card,PENDING,105,YES
CUST99061,Bluetooth Speaker,EXPIRED,4336,YES
CUST99061,Memory Card,ACTIVE,2818,NO
CUST99061,Earphones,ACTIVE,477,YES
CUST99061,Earphones,PENDING,4052,YES
CUST99061,Mobile Cover,ACTIVE,4887,YES
CUST99061,Memory Card,PENDING,1639,YES
CUST99061,Mobile Cover,PENDING,130,YES
CUST99061,Power Bank,ACTIVE,4963,YES
CUST99061,Memory Card,ACTIVE,4752,YES
CUST99061,Bluetooth Speaker,ACTIVE,2377,NO
CUST89641,Phone Stand,PENDING,4277,YES
CUST89641,Bluetooth Speaker,ACTIVE,4782,YES
CUST89641,Charger,PENDING,1035,NO
CUST89641,Charger,PENDING,602,YES
CUST89641,Bluetooth Speaker,PENDING,3389,NO
CUST95401,Charger,EXPIRED,2356,YES
CUST95401,Memory Card,ACTIVE,4200,NO
CUST95401,Screen Guard,ACTIVE,784,YES
CUST95401,USB Cable,PENDING,914,YES
CUST95401,Smart Watch,PENDING,4596,NO
CUST95401,Smart Watch,EXPIRED,2351,NO
CUST95401,Screen Guard,PENDING,2862,YES
CUST95401,Phone Stand,EXPIRED,1044,NO
CUST95401,Memory Card,ACTIVE,4484,YES
CUST95401,USB Cable,EXPIRED,4141,NO
CUST95401,Charger,ACTIVE,3862,NO
CUST95401,Power Bank,EXPIRED,719,YES
CUST95401,Charger,EXPIRED,2182,NO
CUST95401,Memory Card,PENDING,2463,NO
CUST95401,Charger,EXPIRED,4513,YES
CUST62276,Charger,ACTIVE,1801,NO
CUST62276,Screen Guard,PENDING,4447,YES
CUST62276,Memory Card,PENDING,810,NO
CUST62276,Charger,ACTIVE,4817,NO
CUST62276,Mobile Cover,PENDING,2547,NO
CUST62276,Phone Stand,EXPIRED,3312,YES
CUST10029,Earphones,PENDING,1021,YES
CUST10029,Earphones,EXPIRED,2527,YES
CUST10029,Bluetooth Speaker,ACTIVE,1317,YES
CUST10029,Screen Guard,EXPIRED,4323,NO
CUST10029,Phone Stand,EXPIRED,1245,YES
CUST10029,Charger,EXPIRED,1456,YES
CUST10029,Charger,EXPIRED,2740,NO
CUST10029,Mobile Cover,ACTIVE,4496,NO
CUST10029,Charger,EXPIRED,686,NO
CUST10029,Phone Stand,PENDING,3354,YES
CUST10029,Charger,EXPIRED,4775,YES
CUST10029,Charger,EXPIRED,4038,NO
CUST80549,Bluetooth Speaker,EXPIRED,3542,NO
CUST80549,Phone Stand,PENDING,2411,YES
CUST80549,USB Cable,PENDING,2063,YES
CUST80549,Mobile Cover,EXPIRED,1785,NO
CUST80549,Charger,ACTIVE,3861,NO
CUST80549,Mobile Cover,EXPIRED,292,YES
CUST67063,Phone Stand,ACTIVE,4883,YES
CUST67063,Screen Guard,EXPIRED,2444,NO
CUST67063,Memory Card,PENDING,1408,NO
CUST67063,Earphones,ACTIVE,295,NO
CUST67063,Phone Stand,EXPIRED,3636,YES
CUST67063,Earphones,EXPIRED,2751,NO
CUST67063,Charger,EXPIRED,2660,YES
CUST67063,Earphones,PENDING,4962,NO
CUST67063,Phone Stand,PENDING,3831,NO
CUST67063,Charger,PENDING,3513,YES
CUST67063,USB Cable,PENDING,3374,NO
CUST67063,Charger,ACTIVE,644,YES
CUST67063,Smart Watch,EXPIRED,2703,NO
CUST67063,Earphones,ACTIVE,3965,YES
