CUSTOMER_ID,status,customer_bal,Accessory,Accessory_Status,amount
CUST66647,ACTIVE,76942,Screen Guard,PENDING,1073
CUST66647,ACTIVE,76942,Memory Card,EXPIRED,4759
CUST66647,ACTIVE,76942,Mobile Cover,PENDING,2469
CUST66647,ACTIVE,76942,Screen Guard,ACTIVE,4593
CUST66647,ACTIVE,76942,Screen Guard,ACTIVE,3378
CUST66647,ACTIVE,76942,Screen Guard,PENDING,233
CUST66647,ACTIVE,76942,Smart Watch,EXPIRED,4985
CUST66647,ACTIVE,76942,Screen Guard,PENDING,4460
CUST90755,INACTIVE,82106,Power Bank,EXPIRED,2630
CUST90755,INACTIVE,82106,Smart Watch,PENDING,2852
CUST90755,INACTIVE,82106,Memory Card,EXPIRED,2722
CUST90755,INACTIVE,82106,Bluetooth Speaker,EXPIRED,1053
CUST90755,INACTIVE,82106,Earphones,PENDING,1616
CUST90755,INACTIVE,82106,Smart Watch,EXPIRED,1155
CUST90755,INACTIVE,82106,Memory Card,EXPIRED,1096
CUST90755,INACTIVE,82106,Charger,EXPIRED,3033
CUST90755,INACTIVE,82106,Screen Guard,PENDING,4787
CUST90755,INACTIVE,82106,Bluetooth Speaker,ACTIVE,2550
CUST90755,INACTIVE,82106,Memory Card,EXPIRED,3438
CUST90755,INACTIVE,82106,Memory Card,EXPIRED,2515
CUST90755,INACTIVE,82106,Screen Guard,EXPIRED,3453
CUST49313,SUSPENDED,398363,Charger,EXPIRED,723
CUST49313,SUSPENDED,398363,Smart Watch,EXPIRED,3177
CUST49313,SUSPENDED,398363,USB Cable,PENDING,4233
CUST49313,SUSPENDED,398363,USB Cable,PENDING,3287
CUST49313,SUSPENDED,398363,Power Bank,EXPIRED,816
CUST49313,SUSPENDED,398363,Smart Watch,PENDING,1878
CUST49313,SUSPENDED,398363,Earphones,EXPIRED,4361
CUST22689,INACTIVE,263598,Memory Card,ACTIVE,1527
CUST22689,INACTIVE,263598,Screen Guard,ACTIVE,1796
CUST22689,INACTIVE,263598,Mobile Cover,EXPIRED,1230
CUST22689,INACTIVE,263598,Phone Stand,ACTIVE,4820
CUST22689,INACTIVE,263598,USB Cable,ACTIVE,4214
CUST22689,INACTIVE,263598,Charger,EXPIRED,1899
CUST22689,INACTIVE,263598,Mobile Cover,PENDING,400
CUST22689,INACTIVE,263598,Power Bank,ACTIVE,2847
CUST22689,INACTIVE,263598,Mobile Cover,PENDING,1274
CUST22689,INACTIVE,263598,Smart Watch,EXPIRED,2327
CUST22689,INACTIVE,263598,Smart Watch,ACTIVE,1771
CUST22689,INACTIVE,263598,Charger,ACTIVE,2592
CUST22689,INACTIVE,263598,Charger,ACTIVE,4186
CUST22689,INACTIVE,263598,Memory Card,PENDING,4594
CUST86570,SUSPENDED,477572,Bluetooth Speaker,PENDING,4187
CUST86570,SUSPENDED,477572,Charger,EXPIRED,499
CUST86570,SUSPENDED,477572,Earphones,PENDING,3200
CUST86570,SUSPENDED,477572,Screen Guard,ACTIVE,2218
CUST86570,SUSPENDED,477572,Memory Card,EXPIRED,3566
CUST86570,SUSPENDED,477572,Phone Stand,PENDING,4307
CUST86570,SUSPENDED,477572,Charger,ACTIVE,1138
CUST86570,SUSPENDED,477572,Phone Stand,ACTIVE,3971
CUST86570,SUSPENDED,477572,Screen Guard,EXPIRED,1869
CUST74874,SUSPENDED,391927,Screen Guard,PENDING,4092
CUST74874,SUSPENDED,391927,Memory Card,PENDING,3668
CUST74874,SUSPENDED,391927,Screen Guard,EXPIRED,3262
CUST74874,SUSPENDED,391927,Smart Watch,ACTIVE,1144
CUST74874,SUSPENDED,391927,USB Cable,EXPIRED,754
CUST74874,SUSPENDED,391927,USB Cable,PENDING,2695
CUST74874,SUSPENDED,391927,Power Bank,ACTIVE,3606
CUST74874,SUSPENDED,391927,Charger,ACTIVE,3151
CUST74874,SUSPENDED,391927,Earphones,PENDING,634
CUST74874,SUSPENDED,391927,Charger,EXPIRED,664
CUST74874,SUSPENDED,391927,Charger,PENDING,355
CUST74874,SUSPENDED,391927,Power Bank,ACTIVE,4849
CUST74874,SUSPENDED,391927,Screen Guard,EXPIRED,2184
CUST89636,INACTIVE,252638,Smart Watch,ACTIVE,1685
CUST89636,INACTIVE,252638,Charger,PENDING,2610
CUST89636,INACTIVE,252638,Phone Stand,PENDING,3666
CUST89636,INACTIVE,252638,Earphones,EXPIRED,4621
CUST89636,INACTIVE,252638,Screen Guard,EXPIRED,1162
CUST89636,INACTIVE,252638,Bluetooth Speaker,EXPIRED,3869
CUST89636,INACTIVE,252638,Earphones,PENDING,4231
CUST98498,SUSPENDED,180688,Screen Guard,EXPIRED,385
CUST98498,SUSPENDED,180688,Smart Watch,EXPIRED,4177
CUST98498,SUSPENDED,180688,Phone Stand,ACTIVE,3226
CUST98498,SUSPENDED,180688,Mobile Cover,EXPIRED,2837
CUST98498,SUSPENDED,180688,Bluetooth Speaker,ACTIVE,3693
CUST63710,SUSPENDED,94828,Power Bank,EXPIRED,2509
CUST63710,SUSPENDED,94828,Mobile Cover,EXPIRED,4951
CUST63710,SUSPENDED,94828,Earphones,ACTIVE,2449
CUST63710,SUSPENDED,94828,Memory Card,EXPIRED,2978
CUST63710,SUSPENDED,94828,Mobile Cover,ACTIVE,2100
CUST63710,SUSPENDED,94828,Phone Stand,ACTIVE,2472
CUST63710,SUSPENDED,94828,Phone Stand,ACTIVE,1397
CUST63710,SUSPENDED,94828,USB Cable,EXPIRED,1293
CUST63710,SUSPENDED,94828,Mobile Cover,PENDING,3008
CUST63710,SUSPENDED,94828,Mobile Cover,EXPIRED,389
CUST83314,ACTIVE,114767,Mobile Cover,PENDING,4783
CUST83314,ACTIVE,114767,Power Bank,EXPIRED,664
CUST83314,ACTIVE,114767,Phone Stand,PENDING,134
CUST83314,ACTIVE,114767,Earphones,PENDING,2665
CUST83314,ACTIVE,114767,Screen Guard,PENDING,2849
CUST83314,ACTIVE,114767,USB Cable,EXPIRED,1688
CUST90109,ACTIVE,294068,Bluetooth Speaker,PENDING,3921
CUST90109,ACTIVE,294068,USB Cable,PENDING,4151
CUST90109,ACTIVE,294068,Phone Stand,PENDING,1910
CUST90109,ACTIVE,294068,Phone Stand,EXPIRED,1576
CUST90109,ACTIVE,294068,Bluetooth Speaker,ACTIVE,2444
CUST90109,ACTIVE,294068,Power Bank,ACTIVE,2523
CUST90109,ACTIVE,294068,USB Cable,ACTIVE,4908
CUST90109,ACTIVE,294068,Smart Watch,PENDING,4941
CUST90109,ACTIVE,294068,Earphones,PENDING,922
CUST90109,ACTIVE,294068,Earphones,EXPIRED,4058
CUST52966,INACTIVE,182914,Mobile Cover,EXPIRED,1345
CUST52966,INACTIVE,182914,Bluetooth Speaker,EXPIRED,2850
CUST52966,INACTIVE,182914,USB Cable,PENDING,4652
CUST52966,INACTIVE,182914,Smart Watch,ACTIVE,2305
CUST52966,INACTIVE,182914,Phone Stand,PENDING,3410
CUST52966,INACTIVE,182914,Memory Card,PENDING,1422
CUST52966,INACTIVE,182914,Power Bank,ACTIVE,4505
CUST52966,INACTIVE,182914,Phone Stand,ACTIVE,4024
CUST52966,INACTIVE,182914,Charger,EXPIRED,2837
CUST52966,INACTIVE,182914,USB Cable,PENDING,2373
CUST72581,SUSPENDED,421468,Earphones,ACTIVE,2819
CUST72581,SUSPENDED,421468,Power Bank,ACTIVE,1716
CUST72581,SUSPENDED,421468,Memory Card,ACTIVE,2773
CUST72581,SUSPENDED,421468,Mobile Cover,PENDING,2465
CUST72581,SUSPENDED,421468,Memory Card,PENDING,2278
CUST74134,INACTIVE,352522,USB Cable,ACTIVE,1122
CUST74134,INACTIVE,352522,Phone Stand,PENDING,3066
CUST74134,INACTIVE,352522,Earphones,PENDING,2277
CUST74134,INACTIVE,352522,Memory Card,ACTIVE,1959
CUST74134,INACTIVE,352522,USB Cable,EXPIRED,2151
CUST74955,SUSPENDED,489650,Bluetooth Speaker,ACTIVE,3262
CUST74955,SUSPENDED,489650,Charger,ACTIVE,3060
CUST74955,SUSPENDED,489650,Smart Watch,PENDING,2525
CUST74955,SUSPENDED,489650,Smart Watch,ACTIVE,2808
CUST74955,SUSPENDED,489650,Mobile Cover,PENDING,1846
CUST74955,SUSPENDED,489650,Mobile Cover,ACTIVE,2846
CUST74955,SUSPENDED,489650,Earphones,ACTIVE,219
CUST74955,SUSPENDED,489650,Screen Guard,EXPIRED,1038
CUST74955,SUSPENDED,489650,USB Cable,PENDING,2551
CUST74955,SUSPENDED,489650,Screen Guard,PENDING,1386
CUST74955,SUSPENDED,489650,Smart Watch,PENDING,1624
CUST74955,SUSPENDED,489650,Power Bank,PENDING,4362
CUST74955,SUSPENDED,489650,Phone Stand,PENDING,3502
CUST74955,SUSPENDED,489650,Earphones,EXPIRED,1897
CUST74955,SUSPENDED,489650,Power Bank,PENDING,1263
CUST14051,SUSPENDED,381457,Screen Guard,ACTIVE,3616
CUST14051,SUSPENDED,381457,Charger,ACTIVE,2591
CUST14051,SUSPENDED,381457,Power Bank,PENDING,4026
CUST14051,SUSPENDED,381457,Mobile Cover,EXPIRED,3858
CUST14051,SUSPENDED,381457,Bluetooth Speaker,PENDING,478
CUST14051,SUSPENDED,381457,Phone Stand,PENDING,277
CUST14051,SUSPENDED,381457,Screen Guard,EXPIRED,1144
CUST14051,SUSPENDED,381457,Phone Stand,EXPIRED,2006
CUST67117,SUSPENDED,318100,Phone Stand,PENDING,176
CUST67117,SUSPENDED,318100,Smart Watch,ACTIVE,3615
CUST67117,SUSPENDED,318100,Mobile Cover,PENDING,905
CUST67117,SUSPENDED,318100,Phone Stand,ACTIVE,2860
CUST67117,SUSPENDED,318100,Smart Watch,PENDING,1782
CUST67117,SUSPENDED,318100,Smart Watch,ACTIVE,2508
CUST67117,SUSPENDED,318100,USB Cable,PENDING,3228
CUST67117,SUSPENDED,318100,Phone Stand,EXPIRED,3285
CUST67117,SUSPENDED,318100,Charger,PENDING,3826
CUST67117,SUSPENDED,318100,Memory Card,PENDING,986
CUST67117,SUSPENDED,318100,Bluetooth Speaker,PENDING,2678
CUST67117,SUSPENDED,318100,Bluetooth Speaker,ACTIVE,2690
CUST67117,SUSPENDED,318100,Phone Stand,PENDING,3507
CUST67117,SUSPENDED,318100,Bluetooth Speaker,PENDING,1390
CUST67117,SUSPENDED,318100,Memory Card,ACTIVE,3122
CUST66739,ACTIVE,331584,Phone Stand,ACTIVE,2094
CUST66739,ACTIVE,331584,Earphones,EXPIRED,3082
CUST66739,ACTIVE,331584,Memory Card,EXPIRED,503
CUST66739,ACTIVE,331584,Mobile Cover,PENDING,1485
CUST66739,ACTIVE,331584,Screen Guard,ACTIVE,1736
CUST66739,ACTIVE,331584,Bluetooth Speaker,PENDING,3999
CUST66739,ACTIVE,331584,Mobile Cover,ACTIVE,3302
CUST66739,ACTIVE,331584,Bluetooth Speaker,ACTIVE,4514
CUST66739,ACTIVE,331584,Smart Watch,PENDING,2170
CUST52869,INACTIVE,471106,Smart Watch,EXPIRED,2526
CUST52869,INACTIVE,471106,Earphones,EXPIRED,4841
CUST52869,INACTIVE,471106,USB Cable,EXPIRED,789
CUST52869,INACTIVE,471106,Earphones,PENDING,1680
CUST52869,INACTIVE,471106,Mobile Cover,PENDING,3999
CUST52869,INACTIVE,471106,USB Cable,ACTIVE,3619
CUST52869,INACTIVE,471106,Power Bank,PENDING,3175
CUST52869,INACTIVE,471106,Memory Card,ACTIVE,850
CUST52869,INACTIVE,471106,Mobile Cover,PENDING,3293
CUST52869,INACTIVE,471106,USB Cable,PENDING,248
CUST52869,INACTIVE,471106,Memory Card,EXPIRED,4100
CUST52869,INACTIVE,471106,Power Bank,ACTIVE,4541
CUST52869,INACTIVE,471106,Charger,EXPIRED,3934
CUST76112,SUSPENDED,44418,Mobile Cover,ACTIVE,1402
CUST76112,SUSPENDED,44418,Memory Card,EXPIRED,2421
CUST76112,SUSPENDED,44418,Mobile Cover,PENDING,4611
CUST76112,SUSPENDED,44418,Earphones,ACTIVE,696
CUST76112,SUSPENDED,44418,Charger,PENDING,1485
CUST76112,SUSPENDED,44418,Charger,PENDING,1728
CUST76112,SUSPENDED,44418,Mobile Cover,EXPIRED,4002
CUST76112,SUSPENDED,44418,Power Bank,PENDING,3760
CUST76112,SUSPENDED,44418,Power Bank,ACTIVE,4270
CUST76112,SUSPENDED,44418,Smart Watch,ACTIVE,2475
CUST76112,SUSPENDED,44418,Earphones,PENDING,3665
CUST76112,SUSPENDED,44418,Memory Card,ACTIVE,1028
CUST76112,SUSPENDED,44418,Phone Stand,ACTIVE,1122
CUST76112,SUSPENDED,44418,Earphones,PENDING,4807
CUST56670,ACTIVE,12537,Mobile Cover,PENDING,3289
CUST56670,ACTIVE,12537,Charger,ACTIVE,4415
CUST56670,ACTIVE,12537,Phone Stand,PENDING,1345
CUST56670,ACTIVE,12537,Bluetooth Speaker,EXPIRED,3961
CUST56670,ACTIVE,12537,Screen Guard,EXPIRED,3443
CUST56670,ACTIVE,12537,Phone Stand,PENDING,3357
CUST56670,ACTIVE,12537,Memory Card,ACTIVE,4576
CUST56670,ACTIVE,12537,USB Cable,EXPIRED,2948
CUST37108,ACTIVE,393826,USB Cable,ACTIVE,4589
CUST37108,ACTIVE,393826,Power Bank,PENDING,4281
CUST37108,ACTIVE,393826,Screen Guard,PENDING,3535
CUST37108,ACTIVE,393826,Memory Card,PENDING,1581
CUST37108,ACTIVE,393826,Mobile Cover,PENDING,2637
CUST37108,ACTIVE,393826,USB Cable,PENDING,1225
CUST37108,ACTIVE,393826,Earphones,ACTIVE,4649
CUST37108,ACTIVE,393826,Mobile Cover,EXPIRED,4722
CUST33386,INACTIVE,1464,Phone Stand,PENDING,1524
CUST33386,INACTIVE,1464,Mobile Cover,PENDING,1515
CUST33386,INACTIVE,1464,Mobile Cover,PENDING,278
CUST33386,INACTIVE,1464,Smart Watch,PENDING,2152
CUST33386,INACTIVE,1464,Power Bank,PENDING,2547
CUST33386,INACTIVE,1464,Charger,ACTIVE,1569
CUST33386,INACTIVE,1464,Earphones,ACTIVE,4536
CUST33386,INACTIVE,1464,Earphones,ACTIVE,1067
CUST33386,INACTIVE,1464,Memory Card,EXPIRED,1301
CUST33386,INACTIVE,1464,Mobile Cover,EXPIRED,1212
CUST39456,ACTIVE,223793,Memory Card,ACTIVE,3045
CUST39456,ACTIVE,223793,Bluetooth Speaker,EXPIRED,1158
CUST39456,ACTIVE,223793,Charger,EXPIRED,3683
CUST39456,ACTIVE,223793,USB Cable,ACTIVE,2352
CUST39456,ACTIVE,223793,Memory Card,ACTIVE,3135
CUST10300,INACTIVE,306228,Earphones,PENDING,1272
CUST10300,INACTIVE,306228,Mobile Cover,PENDING,2095
CUST10300,INACTIVE,306228,Power Bank,PENDING,4256
CUST10300,INACTIVE,306228,Mobile Cover,EXPIRED,3799
CUST10300,INACTIVE,306228,Memory Card,ACTIVE,627
CUST10300,INACTIVE,306228,Smart Watch,EXPIRED,2951
CUST10300,INACTIVE,306228,Earphones,EXPIRED,2233
CUST10300,INACTIVE,306228,USB Cable,ACTIVE,723
CUST10300,INACTIVE,306228,Screen Guard,EXPIRED,4533
CUST10300,INACTIVE,306228,USB Cable,EXPIRED,1500
CUST10300,INACTIVE,306228,Power Bank,EXPIRED,963
CUST10300,INACTIVE,306228,Screen Guard,PENDING,3753
CUST10300,INACTIVE,306228,Phone Stand,PENDING,1223
CUST63074,SUSPENDED,76681,USB Cable,ACTIVE,2567
CUST63074,SUSPENDED,76681,Memory Card,PENDING,2108
CUST63074,SUSPENDED,76681,Power Bank,ACTIVE,1216
CUST63074,SUSPENDED,76681,Phone Stand,PENDING,342
CUST63074,SUSPENDED,76681,Charger,PENDING,2232
CUST63074,SUSPENDED,76681,Earphones,EXPIRED,1252
CUST63074,SUSPENDED,76681,Earphones,PENDING,4544
CUST24424,ACTIVE,281225,Screen Guard,PENDING,1136
CUST24424,ACTIVE,281225,Power Bank,EXPIRED,1601
CUST24424,ACTIVE,281225,Memory Card,EXPIRED,453
CUST24424,ACTIVE,281225,Phone Stand,ACTIVE,182
CUST24424,ACTIVE,281225,Screen Guard,EXPIRED,2793
CUST26255,SUSPENDED,227164,Memory Card,PENDING,2889
CUST26255,SUSPENDED,227164,Screen Guard,PENDING,1092
CUST26255,SUSPENDED,227164,Smart Watch,PENDING,3303
CUST26255,SUSPENDED,227164,Power Bank,EXPIRED,4142
CUST26255,SUSPENDED,227164,Bluetooth Speaker,EXPIRED,1045
CUST26255,SUSPENDED,227164,Power Bank,PENDING,1892
CUST26255,SUSPENDED,227164,Phone Stand,EXPIRED,2714
CUST26255,SUSPENDED,227164,Screen Guard,PENDING,265
CUST26255,SUSPENDED,227164,Power Bank,ACTIVE,1552
CUST26255,SUSPENDED,227164,Bluetooth Speaker,ACTIVE,2045
CUST26255,SUSPENDED,227164,Phone Stand,EXPIRED,1839
CUST26255,SUSPENDED,227164,Smart Watch,EXPIRED,3630
CUST35462,INACTIVE,97179,Smart Watch,EXPIRED,445
CUST35462,INACTIVE,97179,Screen Guard,EXPIRED,3040
CUST35462,INACTIVE,97179,Memory Card,EXPIRED,3509
CUST35462,INACTIVE,97179,Charger,PENDING,3257
CUST35462,INACTIVE,97179,Bluetooth Speaker,PENDING,1906
CUST35462,INACTIVE,97179,Mobile Cover,PENDING,629
CUST11840,INACTIVE,410046,Earphones,PENDING,1826
CUST11840,INACTIVE,410046,Smart Watch,PENDING,3557
CUST11840,INACTIVE,410046,Smart Watch,EXPIRED,3339
CUST11840,INACTIVE,410046,Mobile Cover,ACTIVE,1574
CUST11840,INACTIVE,410046,Charger,ACTIVE,3473
CUST11840,INACTIVE,410046,Charger,EXPIRED,750
CUST11840,INACTIVE,410046,Smart Watch,EXPIRED,4001
CUST67348,SUSPENDED,90317,Bluetooth Speaker,PENDING,2606
CUST67348,SUSPENDED,90317,Smart Watch,PENDING,1711
CUST67348,SUSPENDED,90317,Charger,PENDING,1000
CUST67348,SUSPENDED,90317,Smart Watch,EXPIRED,769
CUST67348,SUSPENDED,90317,Phone Stand,EXPIRED,4080
CUST67348,SUSPENDED,90317,USB Cable,EXPIRED,2887
CUST40841,INACTIVE,252197,Phone Stand,PENDING,3898
CUST40841,INACTIVE,252197,Bluetooth Speaker,ACTIVE,3240
CUST40841,INACTIVE,252197,Earphones,PENDING,3579
CUST40841,INACTIVE,252197,Mobile Cover,EXPIRED,3554
CUST40841,INACTIVE,252197,Mobile Cover,PENDING,4076
CUST40841,INACTIVE,252197,Mobile Cover,EXPIRED,3781
CUST93954,ACTIVE,461988,Mobile Cover,EXPIRED,4642
CUST93954,ACTIVE,461988,Bluetooth Speaker,PENDING,2298
CUST93954,ACTIVE,461988,Phone Stand,PENDING,2823
CUST93954,ACTIVE,461988,Smart Watch,ACTIVE,2098
CUST93954,ACTIVE,461988,Phone Stand,ACTIVE,459
CUST93954,ACTIVE,461988,Charger,ACTIVE,4849
CUST93954,ACTIVE,461988,Screen Guard,EXPIRED,1336
CUST93954,ACTIVE,461988,USB Cable,EXPIRED,1035
CUST93954,ACTIVE,461988,Earphones,EXPIRED,1470
CUST93954,ACTIVE,461988,Earphones,EXPIRED,444
CUST93954,ACTIVE,461988,Smart Watch,PENDING,1524
CUST93954,ACTIVE,461988,Smart Watch,EXPIRED,357
CUST93954,ACTIVE,461988,Earphones,PENDING,4277
CUST33844,SUSPENDED,329833,USB Cable,EXPIRED,4977
CUST33844,SUSPENDED,329833,Bluetooth Speaker,EXPIRED,2337
CUST33844,SUSPENDED,329833,Mobile Cover,EXPIRED,843
CUST33844,SUSPENDED,329833,Mobile Cover,ACTIVE,2839
CUST33844,SUSPENDED,329833,Bluetooth Speaker,ACTIVE,4543
CUST33844,SUSPENDED,329833,Bluetooth Speaker,EXPIRED,457
CUST33844,SUSPENDED,329833,Memory Card,ACTIVE,782
CUST33844,SUSPENDED,329833,Bluetooth Speaker,EXPIRED,1036
CUST33844,SUSPENDED,329833,Memory Card,ACTIVE,3587
CUST33844,SUSPENDED,329833,USB Cable,PENDING,2555
CUST33844,SUSPENDED,329833,Memory Card,ACTIVE,3614
CUST33844,SUSPENDED,329833,Mobile Cover,EXPIRED,706
CUST33844,SUSPENDED,329833,Mobile Cover,PENDING,4576
CUST86883,SUSPENDED,319182,Earphones,PENDING,4548
CUST86883,SUSPENDED,319182,Smart Watch,PENDING,772
CUST86883,SUSPENDED,319182,USB Cable,EXPIRED,4479
CUST86883,SUSPENDED,319182,Memory Card,PENDING,3790
CUST86883,SUSPENDED,319182,Power Bank,ACTIVE,1815
CUST86883,SUSPENDED,319182,Power Bank,ACTIVE,240
CUST86883,SUSPENDED,319182,Smart Watch,EXPIRED,3445
CUST86883,SUSPENDED,319182,Memory Card,EXPIRED,4711
CUST86883,SUSPENDED,319182,Bluetooth Speaker,ACTIVE,3001
CUST86883,SUSPENDED,319182,Smart Watch,EXPIRED,1110
CUST86883,SUSPENDED,319182,USB Cable,PENDING,509
CUST86883,SUSPENDED,319182,USB Cable,EXPIRED,4265
CUST86883,SUSPENDED,319182,Memory Card,ACTIVE,3661
CUST62566,SUSPENDED,74606,Bluetooth Speaker,PENDING,1491
CUST62566,SUSPENDED,74606,Earphones,PENDING,888
CUST62566,SUSPENDED,74606,USB Cable,ACTIVE,1279
CUST62566,SUSPENDED,74606,Memory Card,EXPIRED,2840
CUST62566,SUSPENDED,74606,Charger,EXPIRED,464
CUST62566,SUSPENDED,74606,Earphones,ACTIVE,3993
CUST62566,SUSPENDED,74606,Charger,PENDING,4618
CUST62566,SUSPENDED,74606,Smart Watch,EXPIRED,2451
CUST62566,SUSPENDED,74606,Earphones,ACTIVE,967
CUST62566,SUSPENDED,74606,Bluetooth Speaker,EXPIRED,1982
CUST19785,ACTIVE,71247,Smart Watch,EXPIRED,1392
CUST19785,ACTIVE,71247,Charger,ACTIVE,2026
CUST19785,ACTIVE,71247,Mobile Cover,ACTIVE,3658
CUST19785,ACTIVE,71247,Mobile Cover,PENDING,552
CUST19785,ACTIVE,71247,Power Bank,PENDING,4027
CUST19785,ACTIVE,71247,Bluetooth Speaker,EXPIRED,4038
CUST19785,ACTIVE,71247,Screen Guard,EXPIRED,1995
CUST19785,ACTIVE,71247,Phone Stand,EXPIRED,3351
CUST19952,SUSPENDED,402654,Smart Watch,ACTIVE,518
CUST19952,SUSPENDED,402654,Mobile Cover,PENDING,1755
CUST19952,SUSPENDED,402654,Earphones,ACTIVE,417
CUST19952,SUSPENDED,402654,Earphones,ACTIVE,920
CUST19952,SUSPENDED,402654,Charger,EXPIRED,2866
CUST19952,SUSPENDED,402654,Memory Card,ACTIVE,3057
CUST19952,SUSPENDED,402654,Charger,ACTIVE,2421
CUST19952,SUSPENDED,402654,Phone Stand,EXPIRED,2275
CUST19952,SUSPENDED,402654,USB Cable,PENDING,4944
CUST19952,SUSPENDED,402654,USB Cable,EXPIRED,2534
CUST19952,SUSPENDED,402654,Mobile Cover,EXPIRED,3265
CUST19952,SUSPENDED,402654,USB Cable,EXPIRED,623
CUST63970,ACTIVE,72819,Bluetooth Speaker,EXPIRED,3489
CUST63970,ACTIVE,72819,USB Cable,PENDING,4965
CUST63970,ACTIVE,72819,Power Bank,EXPIRED,3153
CUST63970,ACTIVE,72819,Charger,PENDING,3777
CUST63970,ACTIVE,72819,Earphones,EXPIRED,4130
CUST63970,ACTIVE,72819,Screen Guard,ACTIVE,4445
CUST63970,ACTIVE,72819,Phone Stand,PENDING,2027
CUST63970,ACTIVE,72819,Memory Card,ACTIVE,3262
CUST63970,ACTIVE,72819,Memory Card,PENDING,4788
CUST63970,ACTIVE,72819,Mobile Cover,EXPIRED,280
CUST63970,ACTIVE,72819,Charger,EXPIRED,305
CUST63970,ACTIVE,72819,Mobile Cover,PENDING,3176
CUST63970,ACTIVE,72819,Bluetooth Speaker,PENDING,1059
CUST63970,ACTIVE,72819,Mobile Cover,PENDING,3723
CUST94579,SUSPENDED,377863,Memory Card,ACTIVE,2369
CUST94579,SUSPENDED,377863,Screen Guard,PENDING,3378
CUST94579,SUSPENDED,377863,Earphones,ACTIVE,3478
CUST94579,SUSPENDED,377863,Memory Card,EXPIRED,2603
CUST94579,SUSPENDED,377863,USB Cable,PENDING,2225
CUST94579,SUSPENDED,377863,Earphones,EXPIRED,1511
CUST94579,SUSPENDED,377863,Screen Guard,ACTIVE,246
CUST94579,SUSPENDED,377863,Phone Stand,EXPIRED,3714
CUST94579,SUSPENDED,377863,Bluetooth Speaker,EXPIRED,1282
CUST94579,SUSPENDED,377863,USB Cable,ACTIVE,4386
CUST88715,ACTIVE,350857,Phone Stand,PENDING,1300
CUST88715,ACTIVE,350857,Mobile Cover,ACTIVE,2654
CUST88715,ACTIVE,350857,Smart Watch,EXPIRED,1030
CUST88715,ACTIVE,350857,USB Cable,PENDING,2278
CUST88715,ACTIVE,350857,Smart Watch,EXPIRED,2642
CUST85004,INACTIVE,340698,Power Bank,PENDING,2511
CUST85004,INACTIVE,340698,Mobile Cover,EXPIRED,1965
CUST85004,INACTIVE,340698,Smart Watch,ACTIVE,3719
CUST85004,INACTIVE,340698,Earphones,ACTIVE,4000
CUST85004,INACTIVE,340698,Earphones,ACTIVE,1258
CUST85004,INACTIVE,340698,Smart Watch,PENDING,3541
CUST85004,INACTIVE,340698,Earphones,EXPIRED,1918
CUST85004,INACTIVE,340698,Screen Guard,PENDING,376
CUST85004,INACTIVE,340698,Smart Watch,EXPIRED,3566
CUST85004,INACTIVE,340698,Power Bank,ACTIVE,1879
CUST54753,ACTIVE,18547,Earphones,ACTIVE,3429
CUST54753,ACTIVE,18547,Screen Guard,PENDING,190
