ProductID,ActualStock
518,866
519,160
520,176
521,207
522,627
523,1018
524,386
525,827
526,522
527,696
528,487
529,475
530,975
531,77
532,307
533,837
534,664
535,615
536,-23
537,1020
538,406
539,959
540,645
541,547
542,26
543,1031
544,-19
545,265
546,747
547,197
548,570
549,512
550,763
551,246
552,662
553,390
554,522
555,127
556,719
557,455
558,527
559,294
560,238
561,842
562,377
563,652
564,106
565,525
566,261
567,435
568,430
569,900
570,187
571,429
572,578
573,610
574,252
575,122
576,312
577,153
578,683
579,992
580,720
581,227
582,185
583,420
584,198
585,619
586,646
587,577
588,264
589,202
590,648
591,290
592,387
593,562
594,572
595,126
596,956
597,275
598,756
599,1009
600,121
601,689
602,52
603,272
604,934
605,552
606,0
607,517
608,926
609,277
610,545
611,522
612,181
613,596
614,-20
615,1019
616,786
617,191
618,969
619,29
620,907
621,506
622,351
623,266
624,427
625,543
626,818
627,856
628,355
629,77
630,140
631,157
632,687
633,829
634,115
635,10
636,730
637,1013
638,197
639,931
640,16
641,551
642,949
643,692
644,476
645,216
646,472
647,764
648,361
649,692
650,391
651,526
652,271
653,195
654,1000
655,61
656,8
657,304
658,491
659,234
660,674
661,350
662,174
663,226
664,917
665,113
666,769
667,582
668,816
669,855
670,799
671,628
672,645
673,503
674,169
675,69
676,413
677,944
678,9
679,434
680,314
681,476
682,537
683,675
684,219
685,971
686,942
687,321
688,98
689,527
690,856
691,217
692,31
693,526
694,132
695,727
696,777
697,914
698,828
699,941
700,903
701,65
702,662
703,81
704,524
705,899
706,242
707,256
708,449
709,378
710,589
711,974
712,428
713,110
714,742
715,905
716,232
717,505
718,144
719,770
720,996
721,781
722,324
723,540
724,637
725,8
726,710
727,146
728,387
729,594
730,702
731,535
732,490
733,67
734,856
735,239
736,405
737,44
738,894
739,42
740,784
741,569
742,472
743,581
744,607
745,980
746,165
747,165
748,26
749,606
750,124
751,775
752,948
753,891
754,184
755,694
756,639
757,669
758,541
759,326
760,317
761,476
762,717
763,550
764,150
765,510
766,964
767,704
768,-6
769,352
770,928
771,482
772,337
773,43
774,239
775,313
776,111
777,32
778,448
779,198
780,37
781,569
782,0
783,319
784,231
785,249
786,138
787,405
788,94
789,380
790,793
791,908
792,223
793,231
794,824
795,436
796,586
797,565
798,482
799,589
800,237
801,446
802,875
803,809
804,60
805,692
806,939
807,350
808,300
809,886
810,818
811,372
812,634
813,819
814,871
815,471
816,731
817,514
818,244
819,594
820,35
821,898
822,662
823,131
824,242
825,785
826,284
827,428
828,961
829,793
830,-19
831,533
832,656
833,620
834,550
835,649
836,883
837,787
838,234
839,758
840,508
841,116
842,101
843,315
844,185
845,105
846,258
847,106
848,496
849,440
850,926
851,427
852,624
853,354
854,668
855,1007
856,312
857,524
858,622
859,989
860,907
861,944
862,455
863,364
864,990
865,167
866,883
867,698
868,959
869,797
870,59
871,994
872,861
873,951
874,892
875,798
876,745
877,913
878,332
879,776
880,953
881,714
882,81
883,372
884,596
885,354
886,272
887,395
888,521
889,850
890,342
891,957
892,550
893,757
894,129
895,941
896,918
897,536
898,945
899,716
900,575
901,424
902,410
903,366
904,681
905,527
906,976
907,611
908,995
909,896
910,158
911,211
912,158
913,510
914,835
915,238
916,948
917,675
918,41
919,653
920,109
921,596
922,627
923,947
924,420
925,204
926,239
927,42
928,73
929,841
930,77
931,697
932,869
933,855
934,212
935,555
936,188
937,514
938,269
939,997
940,270
941,1021
942,835
943,662
944,136
945,249
946,487
947,469
948,871
949,278
950,529
951,789
952,876
953,443
954,939
955,703
956,-6
957,15
958,185
959,681
960,78
961,34
962,839
963,133
964,400
965,448
966,257
967,402
968,824
969,376
970,508
971,237
972,877
973,685
974,361
975,774
976,633
977,276
978,292
979,544
980,208
981,602
982,505
983,704
984,17
985,690
986,40
987,179
988,754
989,783
990,532
991,38
992,104
993,747
994,196
995,376
996,104
997,761
998,63
999,494
1000,529
1001,582
1002,907
1003,146
1004,951
1005,946
1006,1000
1007,353
1008,740
1009,270
1010,970
1011,390
1012,981
1013,754
1014,628
1015,38
1016,897
1017,949
1018,131
1019,1017
1020,51
1021,1005
1022,423
1023,696
1024,741
1025,262
1026,750
1027,444
1028,301
1029,313
1030,632
1031,817
1032,36
1033,244
1034,512
1035,646
1036,332
1037,257
1038,1025
1039,445
1040,356
1041,804
1042,118
1043,170
1044,460
1045,974
1046,648
1047,999
1048,387
1049,435
1050,595
1051,496
1052,684
1053,686
1054,489
1055,890
1056,946
1057,121
1058,1042
1059,948
1060,132
1061,679
1062,-8
1063,238
1064,489
1065,267
1066,657
1067,662
1068,903
1069,220
1070,508
1071,619
1072,880
1073,641
1074,416
1075,896
1076,3
1077,468
1078,235
1079,614
1080,37
1081,46
1082,530
1083,744
1084,241
1085,796
1086,725
1087,470
1088,698
1089,141
1090,236
1091,515
1092,45
1093,4
1094,957
1095,442
1096,885
1097,942
1098,100
1099,690
1100,113
1101,956
1102,515
1103,836
1104,411
1105,456
1106,491
1107,217
1108,924
1109,409
1110,673
1111,730
1112,196
1113,71
1114,110
1115,351
1116,931
1117,600
1118,418
1119,509
1120,100
1121,84
1122,650
1123,326
1124,395
1125,187
1126,207
1127,112
1128,505
1129,954
1130,258
1131,344
1132,315
1133,156
1134,936
1135,767
1136,831
1137,928
1138,406
1139,256
1140,100
1141,99
1142,498
1143,1005
1144,601
1145,997
1146,405
1147,558
1148,581
1149,173
1150,909
1151,303
1152,257
1153,252
1154,930
1155,173
1156,397
1157,431
1158,194
1159,-15
1160,478
1161,-25
1162,224
1163,164
1164,997
1165,52
1166,543
1167,741
1168,267
1169,140
1170,593
1171,495
1172,506
1173,812
1174,158
1175,787
1176,499
1177,366
1178,790
1179,999
1180,515
1181,947
1182,244
1183,622
1184,591
1185,508
1186,550
1187,472
1188,293
1189,136
1190,801
1191,225
1192,896
1193,434
1194,836
1195,850
1196,593
1197,813
1198,677
1199,813
1200,962
1201,120
1202,128
1203,619
1204,785
1205,631
1206,217
1207,143
1208,864
1209,955
1210,298
1211,869
1212,756
1213,175
1214,512
1215,791
1216,218
1217,451
1218,908
1219,401
1220,1017
1221,578
1222,219
1223,596
1224,671
1225,612
1226,352
1227,91
1228,482
1229,261
1230,255
1231,795
1232,763
1233,635
1234,944
1235,887
1236,166
1237,594
1238,452
1239,536
1240,806
1241,756
1242,666
1243,15
1244,460
1245,894
1246,275
1247,543
1248,602
1249,544
1250,469
1251,228
1252,632
1253,568
1254,812
1255,159
1256,712
1257,697
1258,447
1259,406
1260,389
1261,103
1262,123
1263,492
1264,144
1265,811
1266,825
1267,590
1268,635
1269,3
1270,354
1271,710
1272,348
1273,449
1274,372
1275,941
1276,820
1277,417
1278,415
1279,461
1280,812
1281,590
1282,692
1283,271
1284,353
1285,471
1286,284
1287,357
1288,518
1289,211
1290,375
1291,763
1292,323
1293,459
1294,915
1295,819
1296,105
1297,248
1298,258
1299,9
1300,277
1301,1009
1302,849
1303,19
1304,86
1305,178
1306,778
1307,37
1308,311
1309,661
1310,40
1311,542
1312,788
1313,587
1314,381
1315,937
1316,738
1317,673
1318,773
1319,556
1320,958
1321,957
1322,345
1323,312
1324,597
1325,513
1326,160
1327,404
1328,113
1329,836
1330,453
1331,277
1332,705
1333,292
1334,575
1335,731
1336,440
1337,944
1338,180
1339,484
1340,825
1341,551
1342,302
1343,443
1344,196
1345,568
1346,349
1347,1009
1348,379
1349,179
1350,799
1351,136
1352,472
1353,524
1354,1015
1355,989
1356,203
1357,915
1358,406
1359,329
1360,523
1361,666
1362,997
1363,421
1364,385
1365,172
1366,843
1367,904
1368,496
1369,261
1370,754
1371,569
1372,531
1373,235
1374,31
1375,510
1376,992
1377,787
1378,225
1379,577
1380,228
1381,881
1382,350
1383,141
1384,136
1385,969
1386,710
1387,180
1388,646
1389,923
1390,402
1391,62
1392,744
1393,534
1394,657
1395,812
1396,614
1397,152
1398,289
1399,265
1400,193
1401,896
1402,782
1403,159
1404,935
1405,95
1406,853
1407,-10
1408,306
1409,786
1410,149
1411,115
1412,948
1413,860
1414,798
1415,62
1416,617
1417,176
1418,201
1419,139
1420,223
1421,797
1422,262
1423,546
1424,416
1425,407
1426,654
1427,703
1428,814
1429,749
1430,220
1431,592
1432,811
1433,542
1434,1026
1435,640
1436,472
1437,40
1438,504
1439,852
1440,647
1441,536
1442,895
1443,955
1444,650
1445,801
1446,631
1447,907
1448,891
1449,296
1450,968
1451,213
1452,285
1453,834
1454,58
1455,209
1456,553
1457,864
1458,385
1459,348
1460,244
1461,105
1462,467
1463,671
1464,811
1465,731
1466,3
1467,561
1468,288
1469,766
1470,628
1471,393
1472,416
1473,425
1474,480
1475,200
1476,149
1477,959
1478,267
1479,749
1480,677
1481,185
1482,950
1483,106
1484,179
1485,904
1486,954
1487,56
1488,349
1489,670
1490,248
1491,668
1492,599
1493,948
1494,328
1495,123
1496,643
1497,932
1498,638
1499,752
1500,318
1501,545
1502,864
1503,98
1504,514
1505,384
1506,440
1507,7
1508,437
1509,808
1510,129
1511,589
1512,161
1513,147
1514,856
1515,36
1516,41
1517,90
1518,164
1519,213
1520,357
1521,943
1522,252
1523,-16
1524,719
1525,500
1526,139
1527,180
1528,449
1529,321
1530,1026
1531,917
1532,710
1533,711
1534,353
1535,303
1536,248
1537,107
1538,565
1539,767
1540,344
1541,6
1542,521
1543,973
1544,741
1545,975
1546,767
1547,402
1548,28
1549,732
1550,331
1551,210
1552,815
1553,907
1554,255
1555,115
1556,593
1557,203
1558,466
1559,443
1560,312
1561,909
1562,617
1563,178
1564,109
1565,184
1566,902
1567,170
1568,230
1569,231
1570,777
1571,106
1572,84
1573,185
1574,278
1575,85
1576,904
1577,548
1578,308
1579,412
1580,468
1581,883
1582,515
1583,22
1584,135
1585,867
1586,659
1587,298
1588,483
1589,22
1590,486
1591,886
1592,131
1593,759
1594,621
1595,392
1596,763
1597,-2
1598,729
1599,641
1600,154
1601,488
1602,883
1603,2
1604,812
1605,610
1606,468
1607,131
1608,811
1609,371
1610,62
1611,850
1612,222
1613,185
1614,295
1615,827
1616,750
1617,878
1618,974
1619,336
1620,540
1621,449
1622,619
1623,725
1624,808
1625,571
1626,370
1627,145
1628,213
1629,112
1630,209
1631,402
1632,162
1633,44
1634,852
1635,684
1636,841
1637,265
1638,830
1639,193
1640,190
1641,473
1642,90
1643,713
1644,136
1645,269
1646,993
1647,986
1648,336
1649,22
1650,116
1651,946
1652,969
1653,63
1654,358
1655,782
1656,463
1657,341
1658,704
1659,610
1660,225
1661,87
1662,57
1663,783
1664,133
1665,781
1666,499
1667,277
1668,941
1669,442
1670,381
1671,510
1672,205
1673,402
1674,203
1675,563
1676,-37
1677,647
1678,509
1679,31
1680,327
1681,229
1682,654
1683,553
1684,312
1685,207
1686,513
1687,287
1688,405
1689,429
1690,312
1691,701
1692,156
1693,755
1694,576
1695,573
1696,269
1697,989
1698,56
1699,371
1700,505
1701,535
1702,692
1703,267
1704,195
1705,57
1706,669
1707,397
1708,632
1709,112
1710,411
1711,749
1712,392
1713,479
1714,628
1715,371
1716,621
1717,342
1718,598
1719,968
1720,70
1721,373
1722,869
1723,125
1724,509
1725,1009
1726,586
1727,841
1728,590
1729,972
1730,105
1731,546
1732,374
1733,546
1734,870
1735,292
1736,178
1737,869
1738,204
1739,902
1740,-24
1741,378
1742,806
1743,278
1744,741
1745,299
1746,582
1747,634
1748,970
1749,66
1750,781
1751,881
1752,550
1753,14
1754,759
1755,476
1756,268
1757,185
1758,324
1759,367
1760,173
1761,777
1762,262
1763,1004
1764,310
1765,73
1766,788
1767,958
1768,64
1769,489
1770,400
1771,95
1772,170
1773,231
1774,261
1775,871
1776,511
1777,337
1778,521
1779,504
1780,235
1781,669
1782,-31
1783,902
1784,265
1785,432
1786,803
1787,880
1788,193
1789,632
1790,694
1791,122
1792,825
1793,370
1794,40
1795,844
1796,523
1797,63
1798,114
1799,796
1800,38
1801,544
1802,361
1803,409
1804,524
1805,154
1806,835
1807,74
1808,314
1809,674
1810,618
1811,298
1812,252
1813,79
1814,948
1815,433
1816,471
1817,294
1818,391
1819,240
1820,708
1821,263
1822,910
1823,961
1824,-23
1825,63
1826,390
1827,633
1828,23
1829,80
1830,669
1831,94
1832,135
1833,115
1834,501
1835,638
1836,83
1837,223
1838,73
1839,579
1840,234
1841,589
1842,940
1843,863
1844,85
1845,99
1846,171
1847,309
1848,673
1849,818
1850,1029
1851,415
1852,59
1853,246
1854,950
1855,196
1856,630
1857,807
1858,954
1859,253
1860,109
1861,125
1862,725
1863,945
1864,647
1865,912
1866,927
1867,855
1868,256
1869,327
1870,609
1871,763
1872,790
1873,869
1874,110
1875,809
1876,999
1877,1008
1878,150
1879,7
1880,718
1881,78
1882,420
1883,816
1884,246
1885,522
1886,914
1887,776
1888,546
1889,402
1890,287
1891,481
1892,689
1893,168
1894,790
1895,47
1896,215
1897,839
1898,259
1899,860
1900,10
1901,471
1902,722
1903,625
1904,469
1905,113
1906,910
1907,823
1908,421
1909,456
1910,439
1911,194
1912,339
1913,289
1914,548
1915,523
1916,365
1917,787
1918,359
1919,779
1920,489
1921,310
1922,477
1923,570
1924,901
1925,333
1926,519
1927,568
1928,756
1929,270
1930,988
1931,806
1932,379
1933,492
1934,728
1935,239
1936,449
1937,890
1938,925
1939,483
1940,391
1941,421
1942,831
1943,48
1944,127
1945,487
1946,110
1947,95
1948,215
1949,914
1950,310
1951,686
1952,443
1953,257
1954,472
1955,802
1956,528
1957,710
1958,69
1959,329
1960,641
1961,230
1962,871
1963,832
1964,471
1965,678
1966,965
1967,532
1968,785
1969,140
1970,351
1971,761
1972,539
1973,786
1974,363
1975,475
1976,938
1977,546
1978,681
1979,29
1980,446
1981,118
1982,-19
1983,108
1984,280
1985,486
1986,850
1987,769
1988,770
1989,205
1990,643
1991,422
1992,974
1993,548
1994,839
1995,375
1996,1013
1997,328
1998,860
1999,30
2000,856
2001,90
2002,745
2003,109
2004,482
2005,694
2006,379
2007,90
2008,858
2009,712
2010,543
2011,607
2012,182
2013,516
2014,716
2015,315
2016,25
2017,110
2018,12
2019,758
2020,7
2021,930
2022,68
2023,328
2024,811
2025,174
2026,56
2027,109
2028,87
2029,932
2030,118
2031,496
2032,356
2033,470
2034,680
2035,966
2036,588
2037,344
2038,825
2039,355
2040,690
2041,297
2042,605
2043,52
2044,802
2045,444
2046,886
2047,349
2048,187
2049,955
2050,301
2051,407
2052,486
2053,941
2054,731
2055,810
2056,245
2057,216
2058,617
2059,491
2060,374
2061,394
2062,405
2063,619
2064,303
2065,353
2066,318
2067,347
2068,41
2069,621
2070,119
2071,391
2072,1015
2073,1002
2074,348
2075,964
2076,306
2077,337
2078,689
2079,719
2080,728
2081,548
2082,337
2083,996
2084,83
2085,628
2086,298
2087,604
2088,989
2089,408
2090,730
2091,407
2092,865
2093,677
2094,341
2095,292
2096,86
2097,1033
2098,130
2099,915
2100,20
2101,813
2102,158
2103,66
2104,876
2105,241
2106,740
2107,878
2108,767
2109,505
2110,566
2111,100
2112,954
2113,981
2114,67
2115,939
2116,987
2117,171
2118,878
2119,502
2120,515
2121,244
2122,900
2123,719
2124,103
2125,715
2126,257
2127,302
2128,899
2129,-25
2130,602
2131,589
2132,431
2133,506
2134,245
2135,161
2136,669
2137,557
2138,951
2139,610
2140,547
2141,468
2142,559
2143,568
2144,29
2145,380
2146,877
2147,481
2148,290
2149,230
2150,433
2151,747
2152,554
2153,177
2154,319
2155,832
2156,299
2157,248
2158,416
2159,119
2160,159
2161,907
2162,493
2163,186
2164,92
2165,622
2166,345
2167,165
2168,130
2169,-25
2170,238
2171,573
2172,301
2173,510
2174,443
2175,61
2176,264
2177,505
2178,564
2179,34
2180,248
2181,965
2182,716
2183,627
2184,76
2185,823
2186,265
2187,470
2188,151
2189,650
2190,344
2191,247
2192,311
2193,616
2194,732
2195,9
2196,93
2197,701
2198,441
2199,779
2200,924
2201,651
2202,1008
2203,69
2204,464
2205,60
2206,542
2207,356
2208,570
2209,760
2210,664
2211,901
2212,619
2213,950
2214,893
2215,503
2216,131
2217,732
2218,577
2219,968
2220,477
2221,676
2222,300
2223,484
2224,849
2225,834
2226,575
2227,131
2228,430
2229,697
2230,659
2231,894
2232,753
2233,179
2234,444
2235,441
2236,678
2237,721
2238,238
2239,271
2240,725
2241,781
2242,911
2243,343
2244,163
2245,390
2246,543
2247,198
2248,38
2249,176
2250,509
2251,531
2252,740
2253,719
2254,387
2255,168
2256,264
2257,92
2258,769
2259,485
2260,795
2261,555
2262,34
2263,811
2264,264
2265,690
2266,442
2267,166
2268,759
2269,450
2270,509
2271,547
2272,951
2273,973
2274,575
2275,625
2276,137
2277,774
2278,789
2279,863
2280,831
2281,293
2282,902
2283,268
2284,662
2285,920
2286,936
2287,147
2288,299
2289,-2
2290,202
2291,501
2292,856
2293,610
2294,587
2295,238
2296,759
2297,412
2298,82
2299,88
2300,749
2301,657
2302,2
2303,213
2304,928
2305,701
2306,118
2307,382
2308,226
2309,557
2310,222
2311,1015
2312,730
2313,439
2314,648
2315,68
2316,924
2317,33
2318,903
2319,972
2320,595
2321,739
2322,885
2323,906
2324,590
2325,887
2326,764
2327,30
2328,400
2329,847
2330,328
2331,673
2332,1029
2333,860
2334,792
2335,594
2336,623
2337,381
2338,180
2339,12
2340,757
2341,212
2342,201
2343,809
2344,650
2345,797
2346,97
2347,490
2348,607
2349,94
2350,746
2351,664
2352,108
2353,245
2354,991
2355,766
2356,69
2357,635
2358,216
2359,373
2360,814
2361,237
2362,147
2363,892
2364,893
2365,564
2366,35
2367,724
2368,155
2369,397
2370,657
2371,140
2372,868
2373,579
2374,242
2375,224
2376,971
2377,288
2378,604
2379,948
2380,890
2381,322
2382,292
2383,350
2384,12
2385,906
2386,276
2387,306
2388,424
2389,320
2390,597
2391,265
2392,623
2393,790
2394,835
2395,18
2396,219
2397,852
2398,313
2399,185
2400,685
2401,983
2402,370
2403,292
2404,90
2405,599
2406,486
2407,695
2408,442
2409,146
2410,899
2411,580
2412,235
2413,368
2414,252
2415,514
2416,909
2417,666
2418,126
2419,222
2420,563
2421,960
2422,53
2423,319
2424,829
2425,836
2426,720
2427,410
2428,266
2429,466
2430,359
2431,103
2432,528
2433,772
2434,693
2435,656
2436,778
2437,341
2438,75
2439,329
2440,485
2441,74
2442,113
2443,24
2444,326
2445,107
2446,497
2447,383
2448,193
2449,864
2450,257
2451,756
2452,286
2453,527
2454,188
2455,831
2456,302
2457,786
2458,210
2459,747
2460,931
2461,503
2462,991
2463,414
2464,97
2465,149
2466,554
2467,325
2468,754
2469,-24
2470,77
2471,323
2472,17
2473,916
2474,796
2475,683
2476,906
2477,442
2478,218
2479,404
2480,58
2481,118
2482,684
2483,335
2484,829
2485,495
2486,761
2487,6
2488,-30
2489,892
2490,623
2491,247
2492,439
2493,440
2494,410
2495,584
2496,343
2497,279
2498,124
2499,411
2500,607
2501,56
2502,114
2503,955
2504,598
2505,90
2506,470
2507,169
2508,665
2509,692
2510,281
2511,67
2512,94
2513,476
2514,682
2515,17
2516,246
2517,729
2518,662
2519,218
2520,436
2521,364
2522,231
2523,759
2524,35
2525,971
2526,186
2527,456
2528,801
2529,429
2530,89
2531,516
2532,193
2533,378
2534,732
2535,640
2536,388
2537,878
2538,515
2539,494
2540,325
2541,706
2542,647
2543,660
2544,441
2545,453
2546,107
2547,469
2548,293
2549,159
2550,677
2551,97
2552,183
2553,157
2554,972
2555,159
2556,624
2557,566
2558,741
2559,857
2560,144
2561,848
2562,40
2563,669
2564,829
2565,248
2566,644
2567,378
2568,50
2569,169
2570,448
2571,376
2572,534
2573,958
2574,662
2575,522
2576,345
2577,218
2578,163
2579,664
2580,760
2581,885
2582,855
2583,70
2584,252
2585,801
2586,863
2587,532
2588,683
2589,489
2590,749
2591,163
2592,314
2593,923
2594,84
2595,852
2596,62
2597,200
2598,411
2599,157
2600,155
2601,72
2602,177
2603,562
2604,502
2605,316
2606,750
2607,261
2608,346
2609,250
2610,453
2611,749
2612,501
2613,857
2614,47
2615,847
2616,525
2617,90
2618,924
2619,844
2620,770
2621,141
2622,547
2623,303
2624,360
2625,510
2626,836
2627,622
2628,133
2629,914
2630,289
2631,71
2632,692
2633,455
2634,205
2635,746
2636,-23
2637,912
2638,4
2639,947
2640,274
2641,414
2642,177
2643,150
2644,348
2645,981
2646,372
2647,680
2648,16
2649,460
2650,461
2651,372
2652,398
2653,743
2654,539
2655,706
2656,506
2657,493
2658,260
2659,507
2660,114
2661,173
2662,450
2663,244
2664,149
2665,977
2666,723
2667,644
2668,862
2669,828
2670,27
2671,850
2672,426
2673,183
2674,615
2675,774
2676,1001
2677,120
2678,70
2679,380
2680,47
2681,314
2682,497
2683,551
2684,444
2685,291
2686,8
2687,701
2688,781
2689,112
2690,774
2691,249
2692,467
2693,795
2694,462
2695,176
2696,788
2697,679
2698,948
2699,339
2700,61
2701,574
2702,403
2703,94
2704,999
2705,381
2706,887
2707,-1
2708,387
2709,861
2710,446
2711,230
2712,693
2713,837
2714,326
2715,449
2716,378
2717,878
2718,142
2719,198
2720,202
2721,600
2722,484
2723,83
2724,123
2725,360
2726,529
2727,264
2728,605
2729,177
2730,551
2731,762
2732,265
2733,986
2734,731
2735,613
2736,960
2737,865
2738,522
2739,381
2740,820
2741,52
2742,123
2743,17
2744,639
2745,819
2746,814
2747,426
2748,719
2749,146
2750,31
2751,840
2752,76
2753,744
2754,561
2755,192
2756,344
2757,847
2758,943
2759,265
2760,627
2761,296
2762,386
2763,213
2764,583
2765,775
2766,258
2767,235
2768,198
2769,82
2770,456
2771,218
2772,915
2773,628
2774,463
2775,700
2776,744
2777,709
2778,740
2779,322
2780,908
2781,200
2782,614
2783,481
2784,112
2785,773
2786,233
2787,755
2788,464
2789,790
2790,71
2791,495
2792,581
2793,371
2794,98
2795,352
2796,144
2797,295
2798,238
2799,988
2800,255
2801,484
2802,358
2803,277
2804,320
2805,427
2806,367
2807,762
2808,368
2809,764
2810,304
2811,355
2812,18
2813,432
2814,891
2815,812
2816,889
2817,651
2818,83
2819,973
2820,557
2821,451
2822,460
2823,760
2824,789
2825,354
2826,926
2827,175
2828,45
2829,316
2830,259
2831,324
2832,784
2833,0
2834,538
2835,240
2836,63
2837,453
2838,509
2839,462
2840,597
2841,700
2842,225
2843,829
2844,827
2845,897
2846,143
2847,447
2848,148
2849,-2
2850,785
2851,481
2852,1019
2853,617
2854,564
2855,383
2856,434
2857,264
2858,927
2859,424
2860,784
2861,970
2862,827
2863,451
2864,641
2865,624
2866,435
2867,92
2868,341
2869,265
2870,767
2871,367
2872,439
2873,794
2874,870
2875,226
2876,593
2877,710
2878,828
2879,623
2880,681
2881,79
2882,289
2883,92
2884,144
2885,907
2886,745
2887,302
2888,898
2889,791
2890,504
2891,676
2892,-5
2893,228
2894,443
2895,947
2896,756
2897,995
2898,274
2899,189
2900,933
2901,160
2902,823
2903,684
2904,718
2905,179
2906,309
2907,705
2908,834
2909,870
2910,869
2911,629
2912,876
2913,798
2914,198
2915,281
2916,952
2917,63
2918,261
2919,471
2920,596
2921,920
2922,891
2923,821
2924,231
2925,17
2926,766
2927,221
2928,948
2929,469
2930,609
2931,117
2932,259
2933,118
2934,97
2935,188
2936,740
2937,186
2938,467
2939,470
2940,125
2941,936
2942,837
2943,45
2944,969
2945,1027
2946,11
2947,990
2948,555
2949,613
2950,908
2951,633
2952,713
2953,78
2954,107
2955,943
2956,526
2957,476
2958,176
2959,415
2960,653
2961,369
2962,164
2963,25
2964,448
2965,512
2966,150
2967,754
2968,764
2969,296
2970,72
2971,765
2972,293
2973,562
2974,232
2975,713
2976,192
2977,229
2978,487
2979,452
2980,272
