ProductID,StockQuantity
1847,273
1848,694
1849,800
1850,998
1851,370
1852,97
1853,197
1854,917
1855,217
1856,664
1857,856
1858,966
1859,232
1860,131
1861,136
1862,763
1863,989
1864,696
1865,935
1866,920
1867,832
1868,279
1869,301
1870,560
1871,745
1872,791
1873,851
1874,102
1875,826
1876,955
1877,977
1878,117
1879,7
1880,706
1881,34
1882,470
1883,781
1884,258
1885,527
1886,928
1887,780
1888,503
1889,368
1890,261
1891,489
1892,729
1893,217
1894,837
1895,94
1896,176
1897,795
1898,274
1899,900
1900,35
1901,491
1902,738
1903,629
1904,492
1905,82
1906,900
1907,835
1908,371
1909,449
1910,463
1911,226
1912,338
1913,319
1914,575
1915,563
1916,380
1917,786
1918,338
1919,731
1920,486
1921,295
1922,467
1923,619
1924,920
1925,343
1926,533
1927,579
1928,709
1929,228
1930,948
1931,842
1932,413
1933,445
1934,680
1935,266
1936,461
1937,907
1938,966
1939,467
1940,400
1941,460
1942,836
1943,79
1944,97
1945,463
1946,76
1947,117
1948,257
1949,964
1950,287
1951,680
1952,474
1953,223
1954,467
1955,810
1956,486
1957,663
1958,22
1959,350
1960,669
1961,187
1962,880
1963,852
1964,442
1965,667
1966,964
1967,535
1968,789
1969,96
1970,323
1971,748
1972,491
1973,811
1974,383
1975,472
1976,939
1977,543
1978,708
1979,52
1980,441
1981,159
1982,13
1983,139
1984,275
1985,436
1986,857
1987,792
1988,817
1989,202
1990,603
1991,440
1992,952
1993,505
1994,863
1995,391
1996,995
1997,296
1998,882
1999,78
2000,873
2001,49
2002,736
2003,80
2004,437
2005,662
2006,373
2007,60
2008,899
2009,699
2010,508
2011,651
2012,186
2013,490
2014,738
2015,271
2016,34
2017,114
2018,5
2019,797
2020,33
2021,904
2022,83
2023,344
2024,849
2025,145
2026,29
2027,146
2028,135
2029,978
2030,102
2031,468
2032,373
2033,435
2034,690
2035,953
2036,621
2037,345
2038,836
2039,365
2040,653
2041,276
2042,578
2043,47
2044,808
2045,422
2046,911
2047,303
2048,192
2049,940
2050,288
2051,430
2052,528
2053,908
2054,701
2055,813
2056,230
2057,174
2058,652
2059,527
2060,418
2061,435
2062,355
2063,592
2064,315
2065,304
2066,309
2067,380
2068,78
2069,617
2070,110
2071,399
2072,986
2073,986
2074,324
2075,969
2076,320
2077,290
2078,697
2079,703
2080,768
2081,592
2082,304
2083,955
2084,73
2085,625
2086,280
2087,586
2088,962
2089,418
2090,704
2091,408
2092,844
2093,719
2094,325
2095,314
2096,105
2097,998
2098,80
2099,936
2100,49
2101,832
2102,163
2103,25
2104,901
2105,273
2106,764
2107,917
2108,798
2109,530
2110,555
2111,143
2112,939
2113,937
2114,47
2115,893
2116,998
2117,138
2118,901
2119,463
2120,465
2121,270
2122,868
2123,690
2124,59
2125,678
2126,280
2127,315
2128,920
2129,4
2130,623
2131,635
2132,422
2133,494
2134,267
2135,156
2136,632
2137,510
2138,963
2139,622
2140,538
2141,426
2142,581
2143,611
2144,22
2145,347
2146,895
2147,464
2148,332
2149,264
2150,423
2151,718
2152,590
2153,211
2154,286
2155,796
2156,313
2157,213
2158,455
2159,137
2160,179
2161,942
2162,455
2163,168
2164,55
2165,575
2166,301
2167,182
2168,162
2169,24
2170,210
2171,523
2172,327
2173,467
2174,402
2175,26
2176,301
2177,469
2178,597
2179,9
2180,220
2181,970
2182,732
2183,627
2184,88
2185,852
2186,307
2187,429
2188,129
2189,675
2190,298
2191,279
2192,263
2193,613
2194,729
2195,59
2196,119
2197,731
2198,442
2199,734
2200,959
2201,663
2202,984
2203,73
2204,474
2205,78
2206,498
2207,314
2208,557
2209,721
2210,669
2211,931
2212,629
2213,948
2214,869
2215,493
2216,99
2217,772
2218,578
2219,977
2220,504
2221,644
2222,319
2223,476
2224,869
2225,831
2226,538
2227,118
2228,389
2229,691
2230,697
2231,915
2232,708
2233,177
2234,466
2235,434
2236,638
2237,739
2238,252
2239,236
2240,731
2241,750
2242,875
2243,365
2244,151
2245,363
2246,507
2247,165
2248,80
2249,161
2250,531
2251,505
2252,730
2253,686
2254,415
2255,164
2256,223
2257,61
2258,791
2259,528
2260,823
2261,547
2262,36
2263,859
2264,281
2265,692
2266,415
2267,191
2268,803
2269,416
2270,532
2271,514
2272,995
2273,984
2274,614
2275,669
2276,94
2277,766
2278,807
2279,901
2280,837
2281,262
2282,935
2283,262
2284,685
2285,879
2286,958
2287,181
2288,312
2289,25
2290,159
2291,539
2292,884
2293,584
2294,608
2295,275
2296,791
2297,434
2298,83
2299,99
2300,785
2301,697
2302,22
2303,205
2304,973
2305,658
2306,133
2307,386
2308,233
2309,538
2310,190
2311,972
2312,761
2313,453
2314,612
2315,111
2316,910
2317,57
2318,883
2319,979
2320,558
2321,738
2322,904
2323,866
2324,542
2325,915
2326,750
2327,50
2328,395
2329,882
2330,369
2331,638
2332,987
2333,903
2334,837
2335,601
2336,592
2337,356
2338,202
2339,11
2340,758
2341,174
2342,171
2343,851
2344,690
2345,778
2346,113
2347,484
2348,642
2349,119
2350,758
2351,654
2352,134
2353,210
2354,955
2355,717
2356,76
2357,589
2358,205
2359,385
2360,799
2361,264
2362,141
2363,858
2364,917
2365,611
2366,66
2367,710
2368,146
2369,364
2370,630
2371,114
2372,847
2373,604
2374,269
2375,245
2376,1000
2377,272
2378,644
2379,949
2380,882
2381,291
2382,307
2383,303
2384,7
2385,930
2386,288
2387,265
2388,454
2389,307
2390,603
2391,256
2392,673
2393,745
2394,816
2395,61
2396,186
2397,825
2398,323
2399,185
2400,636
2401,971
2402,359
2403,293
2404,50
2405,577
2406,439
2407,689
2408,429
2409,123
2410,881
2411,615
2412,221
2413,345
2414,224
2415,545
2416,950
2417,678
2418,139
2419,220
2420,515
2421,924
2422,50
2423,347
2424,834
2425,832
2426,741
2427,426
2428,291
2429,435
2430,311
2431,91
2432,571
2433,781
2434,677
2435,615
2436,748
2437,369
2438,105
2439,353
2440,474
2441,120
2442,134
2443,24
2444,326
2445,135
2446,456
2447,335
2448,239
2449,885
2450,233
2451,771
2452,287
2453,506
2454,205
2455,800
2456,304
2457,815
2458,239
2459,744
2460,894
2461,506
2462,968
2463,437
2464,120
2465,110
2466,585
2467,321
2468,767
2469,4
2470,84
2471,365
2472,23
2473,892
2474,841
2475,657
2476,953
2477,457
2478,263
2479,393
2480,36
2481,90
2482,637
2483,340
2484,843
2485,528
2486,789
2487,51
2488,7
2489,911
2490,611
2491,247
2492,440
2493,435
2494,389
2495,547
2496,299
2497,268
2498,86
2499,420
2500,638
2501,106
2502,79
2503,998
2504,588
2505,134
2506,433
2507,214
2508,655
2509,678
2510,320
2511,85
2512,85
2513,512
2514,650
2515,13
2516,274
2517,732
2518,706
2519,210
2520,432
2521,399
2522,207
2523,764
2524,20
2525,967
2526,231
2527,439
2528,802
2529,471
2530,59
2531,523
2532,205
2533,377
2534,727
2535,606
2536,361
2537,861
2538,495
2539,445
2540,289
2541,732
2542,659
2543,645
2544,431
2545,475
2546,151
2547,479
2548,320
2549,141
2550,648
2551,65
2552,228
2553,116
2554,974
2555,135
2556,647
2557,610
2558,738
2559,830
2560,123
2561,828
2562,84
2563,713
2564,813
2565,277
2566,644
2567,361
2568,20
2569,207
2570,494
2571,364
2572,533
2573,938
2574,687
2575,496
2576,377
2577,232
2578,170
2579,650
2580,773
2581,930
2582,856
2583,59
2584,256
2585,789
2586,826
2587,505
2588,712
2589,470
2590,766
2591,116
2592,317
2593,891
2594,88
2595,822
2596,49
2597,217
2598,380
2599,115
2600,122
2601,50
2602,154
2603,513
2604,479
2605,287
2606,781
2607,305
2608,323
2609,213
2610,486
2611,764
2612,515
2613,850
2614,62
2615,800
2616,544
2617,57
2618,972
2619,821
2620,815
2621,112
2622,515
2623,295
2624,344
2625,521
2626,812
2627,611
2628,172
2629,931
2630,248
2631,88
2632,682
2633,449
2634,176
2635,721
2636,15
2637,920
2638,0
2639,904
2640,248
2641,384
2642,217
2643,179
2644,336
2645,961
2646,355
2647,717
2648,12
2649,414
2650,468
2651,377
2652,398
2653,701
2654,539
2655,674
2656,460
2657,527
2658,257
2659,468
2660,132
2661,132
2662,402
2663,226
2664,181
2665,973
2666,757
2667,677
2668,879
2669,843
2670,63
2671,809
2672,409
2673,158
2674,642
2675,790
2676,954
2677,165
2678,39
2679,428
2680,19
2681,301
2682,523
2683,530
2684,415
2685,306
2686,20
2687,673
2688,827
2689,67
2690,787
2691,269
2692,480
2693,802
2694,498
2695,183
2696,752
2697,725
2698,973
2699,344
2700,31
2701,544
2702,416
2703,104
2704,956
2705,413
2706,881
2707,21
2708,435
2709,881
2710,457
2711,189
2712,701
2713,886
2714,324
2715,404
2716,415
2717,889
2718,184
2719,186
2720,193
2721,559
2722,454
2723,116
2724,95
2725,379
2726,543
2727,299
2728,591
2729,141
2730,555
2731,738
2732,301
2733,997
2734,780
2735,613
2736,979
2737,836
2738,555
2739,357
2740,783
2741,64
2742,150
2743,42
2744,638
2745,778
2746,817
2747,389
2748,746
2749,178
2750,35
2751,836
2752,73
2753,694
2754,562
2755,173
2756,333
2757,807
2758,949
2759,261
2760,649
2761,314
2762,377
2763,198
2764,631
2765,782
2766,223
2767,273
2768,192
2769,104
2770,503
2771,226
2772,952
2773,657
2774,470
2775,651
2776,789
2777,723
2778,728
2779,302
2780,907
2781,250
2782,632
2783,473
2784,90
2785,780
2786,207
2787,793
2788,513
2789,760
2790,90
2791,516
2792,621
2793,402
2794,65
2795,304
2796,98
2797,335
2798,196
2799,995
2800,301
2801,487
2802,353
2803,274
2804,281
2805,391
2806,336
2807,753
2808,409
2809,806
2810,265
2811,313
2812,20
2813,408
2814,897
2815,830
2816,897
2817,639
2818,88
2819,968
2820,542
2821,412
2822,455
2823,766
2824,825
2825,396
2826,881
2827,223
2828,7
2829,352
2830,219
2831,326
2832,780
2833,7
2834,537
2835,238
2836,74
2837,411
2838,557
2839,459
2840,647
2841,716
2842,179
2843,828
2844,777
2845,865
2846,107
2847,479
2848,119
2849,6
2850,742
2851,442
2852,977
2853,612
2854,603
2855,377
2856,450
2857,256
2858,899
2859,453
2860,797
2861,941
2862,812
2863,465
2864,679
2865,638
2866,480
2867,64
2868,340
2869,261
2870,786
2871,364
2872,474
2873,801
2874,834
2875,268
2876,617
2877,737
2878,839
2879,648
2880,635
2881,44
2882,288
2883,113
2884,133
2885,957
2886,783
2887,273
2888,935
2889,803
2890,468
2891,690
2892,36
2893,230
2894,481
2895,969
2896,712
2897,954
2898,243
2899,196
2900,958
2901,115
2902,849
2903,636
2904,692
2905,205
2906,273
2907,712
2908,832
2909,888
2910,851
2911,620
2912,838
2913,839
2914,148
2915,321
2916,906
2917,17
2918,301
2919,501
2920,615
2921,960
2922,902
2923,838
2924,281
2925,56
2926,727
2927,187
2928,913
2929,500
2930,657
2931,149
2932,274
2933,142
2934,70
2935,236
2936,704
2937,218
2938,422
2939,456
2940,169
2941,985
2942,854
2943,21
2944,994
2945,997
2946,49
2947,944
2948,593
2949,653
2950,891
2951,673
2952,735
2953,29
2954,114
2955,964
2956,569
2957,467
2958,133
2959,370
2960,648
2961,332
2962,179
2963,43
2964,401
2965,562
2966,117
2967,784
2968,735
2969,274
2970,46
2971,754
2972,254
2973,597
2974,191
2975,734
2976,201
2977,245
2978,476
2979,423
2980,230
2981,446
2982,119
2983,716
2984,94
2985,350
2986,34
2987,452
2988,235
2989,370
2990,914
2991,607
2992,697
2993,439
2994,85
