atomicconsents,data,originregion,requestid,serialnumber,source_file_name,event_local_timestamp
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":27,""puffCount"":4,""noStickConductanceCount"":null,""startTemp2"":27,""firstDeltaScurveConductance"":528,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":71,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":95,""calibrationDuration"":22,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":4053,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":59,""commonIndex"":null,""heatingEnergy"":800,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":10,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":11,""appMajorVersion"":100,""recordSize"":69,""pauseEnergy"":0,""firstValleyConductance"":3510,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":57,""controlStopReason"":0,""recordIndex"":59,""startDCDCVoltage"":null,""startConductance"":4043,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":1,""controlEndTemperature2"":44,""lastValleyConductance"":3645,""startTime"":1670662457,""preheatSlopeTime"":47,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":476,""controlStartTemperature2"":29,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":103,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":107,""engineSupplyVoltageVariation"":16,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":171,""pauseDuration"":0,""puffs"":[{""duration"":0,""startTime"":30,""energy"":2},{""duration"":1,""startTime"":85,""energy"":0},{""duration"":4,""startTime"":118,""energy"":2},{""duration"":4,""startTime"":168,""energy"":5}],""outOfRangeRegulation"":1,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":51,""endTemp2"":56,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":34,""puffCount"":14,""noStickConductanceCount"":null,""startTemp2"":35,""firstDeltaScurveConductance"":471,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":80,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":97,""calibrationDuration"":21,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":96,""authenticationCode"":null,""firstHillConductance"":3993,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":56,""commonIndex"":null,""heatingEnergy"":571,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":10,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":11,""appMajorVersion"":100,""recordSize"":89,""pauseEnergy"":0,""firstValleyConductance"":3511,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":60,""controlStopReason"":0,""recordIndex"":56,""startDCDCVoltage"":null,""startConductance"":4051,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":1,""controlEndTemperature2"":42,""lastValleyConductance"":3632,""startTime"":1670660146,""preheatSlopeTime"":45,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":427,""controlStartTemperature2"":35,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":104,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":107,""engineSupplyVoltageVariation"":15,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":105,""pauseDuration"":0,""puffs"":[{""duration"":6,""startTime"":15,""energy"":1},{""duration"":1,""startTime"":25,""energy"":3},{""duration"":2,""startTime"":30,""energy"":0},{""duration"":4,""startTime"":40,""energy"":1},{""duration"":4,""startTime"":46,""energy"":0},{""duration"":3,""startTime"":49,""energy"":1},{""duration"":3,""startTime"":58,""energy"":2},{""duration"":3,""startTime"":63,""energy"":1},{""duration"":3,""startTime"":69,""energy"":7},{""duration"":3,""startTime"":72,""energy"":2},{""duration"":4,""startTime"":88,""energy"":3},{""duration"":4,""startTime"":92,""energy"":5},{""duration"":4,""startTime"":96,""energy"":4},{""duration"":2,""startTime"":102,""energy"":2}],""outOfRangeRegulation"":0,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":49,""endTemp2"":46,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":8}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":23,""puffCount"":4,""noStickConductanceCount"":null,""startTemp2"":22,""firstDeltaScurveConductance"":513,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":70,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":95,""calibrationDuration"":21,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":4102,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":54,""commonIndex"":null,""heatingEnergy"":816,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":13,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":11,""appMajorVersion"":100,""recordSize"":69,""pauseEnergy"":0,""firstValleyConductance"":3575,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":41,""controlStopReason"":0,""recordIndex"":54,""startDCDCVoltage"":null,""startConductance"":4111,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":1,""controlEndTemperature2"":46,""lastValleyConductance"":3701,""startTime"":1670658583,""preheatSlopeTime"":40,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":451,""controlStartTemperature2"":24,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":103,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":106,""engineSupplyVoltageVariation"":17,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":176,""pauseDuration"":0,""puffs"":[{""duration"":3,""startTime"":21,""energy"":2},{""duration"":4,""startTime"":107,""energy"":1},{""duration"":0,""startTime"":130,""energy"":5},{""duration"":4,""startTime"":174,""energy"":4}],""outOfRangeRegulation"":0,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":53,""endTemp2"":58,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":22,""puffCount"":6,""noStickConductanceCount"":null,""startTemp2"":22,""firstDeltaScurveConductance"":494,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":69,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":95,""calibrationDuration"":18,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":3942,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":51,""commonIndex"":null,""heatingEnergy"":830,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":12,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":9,""appMajorVersion"":100,""recordSize"":73,""pauseEnergy"":0,""firstValleyConductance"":3443,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":58,""controlStopReason"":0,""recordIndex"":51,""startDCDCVoltage"":null,""startConductance"":3958,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":0,""controlEndTemperature2"":42,""lastValleyConductance"":3536,""startTime"":1670653164,""preheatSlopeTime"":42,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":449,""controlStartTemperature2"":24,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":103,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":106,""engineSupplyVoltageVariation"":17,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":178,""pauseDuration"":0,""puffs"":[{""duration"":2,""startTime"":12,""energy"":2},{""duration"":2,""startTime"":41,""energy"":3},{""duration"":0,""startTime"":100,""energy"":10},{""duration"":4,""startTime"":145,""energy"":3},{""duration"":4,""startTime"":174,""energy"":4},{""duration"":0,""startTime"":178,""energy"":4}],""outOfRangeRegulation"":1,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":49,""endTemp2"":54,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":22,""puffCount"":5,""noStickConductanceCount"":null,""startTemp2"":21,""firstDeltaScurveConductance"":522,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":71,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":95,""calibrationDuration"":19,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":3964,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":50,""commonIndex"":null,""heatingEnergy"":791,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":13,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":10,""appMajorVersion"":100,""recordSize"":71,""pauseEnergy"":0,""firstValleyConductance"":3437,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":64,""controlStopReason"":0,""recordIndex"":50,""startDCDCVoltage"":null,""startConductance"":3958,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":0,""controlEndTemperature2"":43,""lastValleyConductance"":3564,""startTime"":1670651770,""preheatSlopeTime"":42,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":465,""controlStartTemperature2"":23,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":103,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":107,""engineSupplyVoltageVariation"":17,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":171,""pauseDuration"":0,""puffs"":[{""duration"":3,""startTime"":13,""energy"":2},{""duration"":4,""startTime"":40,""energy"":2},{""duration"":2,""startTime"":81,""energy"":2},{""duration"":3,""startTime"":141,""energy"":0},{""duration"":4,""startTime"":169,""energy"":2}],""outOfRangeRegulation"":1,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":51,""endTemp2"":56,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":22,""puffCount"":5,""noStickConductanceCount"":null,""startTemp2"":22,""firstDeltaScurveConductance"":541,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":70,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":95,""calibrationDuration"":19,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":4075,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":53,""commonIndex"":null,""heatingEnergy"":810,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":12,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":10,""appMajorVersion"":100,""recordSize"":71,""pauseEnergy"":0,""firstValleyConductance"":3526,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":48,""controlStopReason"":0,""recordIndex"":53,""startDCDCVoltage"":null,""startConductance"":4053,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":0,""controlEndTemperature2"":45,""lastValleyConductance"":3642,""startTime"":1670656272,""preheatSlopeTime"":51,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":482,""controlStartTemperature2"":24,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":102,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":107,""engineSupplyVoltageVariation"":17,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":172,""pauseDuration"":0,""puffs"":[{""duration"":3,""startTime"":41,""energy"":3},{""duration"":3,""startTime"":59,""energy"":3},{""duration"":3,""startTime"":90,""energy"":3},{""duration"":2,""startTime"":139,""energy"":3},{""duration"":5,""startTime"":169,""energy"":3}],""outOfRangeRegulation"":0,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":52,""endTemp2"":57,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":21,""puffCount"":4,""noStickConductanceCount"":null,""startTemp2"":20,""firstDeltaScurveConductance"":500,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":70,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":95,""calibrationDuration"":19,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":4073,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":52,""commonIndex"":null,""heatingEnergy"":802,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":13,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":10,""appMajorVersion"":100,""recordSize"":69,""pauseEnergy"":0,""firstValleyConductance"":3565,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":41,""controlStopReason"":0,""recordIndex"":52,""startDCDCVoltage"":null,""startConductance"":4088,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":0,""controlEndTemperature2"":42,""lastValleyConductance"":3671,""startTime"":1670654789,""preheatSlopeTime"":37,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":447,""controlStartTemperature2"":22,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":103,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":107,""engineSupplyVoltageVariation"":18,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":172,""pauseDuration"":0,""puffs"":[{""duration"":3,""startTime"":13,""energy"":2},{""duration"":0,""startTime"":122,""energy"":0},{""duration"":3,""startTime"":152,""energy"":1},{""duration"":4,""startTime"":170,""energy"":4}],""outOfRangeRegulation"":1,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":49,""endTemp2"":53,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":28,""puffCount"":4,""noStickConductanceCount"":null,""startTemp2"":28,""firstDeltaScurveConductance"":491,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":71,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":96,""calibrationDuration"":21,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":3989,""appPatchLevel"":1,""startBatteryGaugeLevel"":99,""index"":57,""commonIndex"":null,""heatingEnergy"":789,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":10,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":12,""appMajorVersion"":100,""recordSize"":69,""pauseEnergy"":0,""firstValleyConductance"":3485,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":39,""controlStopReason"":0,""recordIndex"":57,""startDCDCVoltage"":null,""startConductance"":3991,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":1,""controlEndTemperature2"":47,""lastValleyConductance"":3602,""startTime"":1670660919,""preheatSlopeTime"":37,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":436,""controlStartTemperature2"":30,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":104,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":108,""engineSupplyVoltageVariation"":16,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":169,""pauseDuration"":0,""puffs"":[{""duration"":3,""startTime"":35,""energy"":3},{""duration"":2,""startTime"":64,""energy"":5},{""duration"":0,""startTime"":135,""energy"":4},{""duration"":5,""startTime"":158,""energy"":4}],""outOfRangeRegulation"":1,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":54,""endTemp2"":59,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":29,""puffCount"":3,""noStickConductanceCount"":null,""startTemp2"":29,""firstDeltaScurveConductance"":466,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":72,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":96,""calibrationDuration"":19,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":101,""authenticationCode"":null,""firstHillConductance"":4030,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":55,""commonIndex"":null,""heatingEnergy"":770,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":10,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":6,""appMajorVersion"":100,""recordSize"":67,""pauseEnergy"":0,""firstValleyConductance"":3554,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":50,""controlStopReason"":0,""recordIndex"":55,""startDCDCVoltage"":null,""startConductance"":4052,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":0,""controlEndTemperature2"":47,""lastValleyConductance"":3649,""startTime"":1670659464,""preheatSlopeTime"":38,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":437,""controlStartTemperature2"":31,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":103,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":108,""engineSupplyVoltageVariation"":15,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":171,""pauseDuration"":0,""puffs"":[{""duration"":0,""startTime"":70,""energy"":2},{""duration"":3,""startTime"":123,""energy"":0},{""duration"":4,""startTime"":169,""energy"":3}],""outOfRangeRegulation"":1,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":54,""endTemp2"":59,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":12}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
1f080018,"{""coolingSequenceFailure"":0,""startTemp1"":11,""puffCount"":5,""noStickConductanceCount"":null,""startTemp2"":11,""firstDeltaScurveConductance"":506,""DCDCVoltageVariation"":null,""lastCalibrationTime"":null,""noStickConductanceRef"":null,""totalPuffVolume"":null,""pauseProfile"":null,""endBatteryGaugeLevel"":65,""applicationVersion"":""100.15.1"",""endMCUtemperature"":null,""RFU"":null,""endEngineSupplyVoltage"":93,""calibrationDuration"":24,""controlInternalResistorIndicator"":0,""controlEndBatteryVoltage"":93,""authenticationCode"":null,""firstHillConductance"":3960,""appPatchLevel"":1,""startBatteryGaugeLevel"":100,""index"":35,""commonIndex"":null,""heatingEnergy"":894,""pauseTimeStamp"":0,""controlCommonIndex"":null,""startBatteryVoltage"":null,""internalResistorIndicator"":18,""batteryVoltageVariation"":null,""endDCDCVoltage"":null,""maximumDeltaSvariation"":3,""appMajorVersion"":100,""recordSize"":71,""pauseEnergy"":0,""firstValleyConductance"":3445,""recordFormatVersion"":11,""stickExtractionDuration"":null,""endConductance"":null,""driftCompensationError"":29,""controlStopReason"":0,""recordIndex"":35,""startDCDCVoltage"":null,""startConductance"":3947,""appMinorVersion"":15,""hotAlarmTreated"":0,""validScurveDetected"":2,""crc"":null,""calibrationPulseFailure"":0,""controlEndTemperature2"":32,""lastValleyConductance"":3491,""startTime"":1670030223,""preheatSlopeTime"":61,""maximumDeltaSdurationVariation"":null,""lastDeltaScurveConductance"":487,""controlStartTemperature2"":12,""energyToFirstValley"":null,""engineFlags"":null,""startEngineSupplyVoltage"":101,""expCredit"":2,""maximumStickDetectionRatio"":null,""controlStartBatteryVoltage"":104,""engineSupplyVoltageVariation"":22,""endBatteryVoltage"":null,""firstHFpulsesEnergy"":null,""heatingDuration"":183,""pauseDuration"":0,""puffs"":[{""duration"":3,""startTime"":16,""energy"":3},{""duration"":4,""startTime"":53,""energy"":3},{""duration"":3,""startTime"":90,""energy"":4},{""duration"":1,""startTime"":127,""energy"":4},{""duration"":4,""startTime"":168,""energy"":5}],""outOfRangeRegulation"":0,""startReason"":1,""lastMediaDetectionConductance"":null,""puffCountBeforePause"":null,""heatingProfile"":1414541876,""controlFlags"":null,""powerFrequency"":null,""endTemp1"":39,""endTemp2"":46,""puffVolumeAfter14Puffs"":null,""SKU"":8,""startMCUtemperature"":null,""puffCountAfterPause"":null,""engineStopReason"":2}",eu-west-1,8d4a4525-107e-4b11-93af-541961ac1296__USAGE,0x00320055000400407BE8,iotv2_prd_euexperience00320055_001_2024-02-10-04-07-37-912_utc_dl.csv,"2/10/2024, 9:40:09 AM"
