product_id,date,stock_received,damaged_stock
36412,18-03-2023,4,0
94225,18-03-2023,4,0
18035,18-03-2023,0,2
435929,18-03-2023,4,0
552496,18-03-2023,4,0
455755,18-03-2023,0,2
91670,18-03-2023,0,2
144124,18-03-2023,3,0
747801,18-03-2023,0,2
677542,18-03-2023,1,0
697683,18-03-2023,3,0
894539,18-03-2023,3,0
739448,18-03-2023,0,2
448752,18-03-2023,0,2
365133,18-03-2023,4,2
133542,18-03-2023,0,2
767398,18-03-2023,3,0
473647,18-03-2023,1,0
647462,18-03-2023,3,2
803607,18-03-2023,3,0
859361,18-03-2023,3,0
219598,18-03-2023,0,2
600767,18-03-2023,4,0
784827,18-03-2023,3,0
6405,18-03-2023,3,0
853932,18-03-2023,0,2
820973,18-03-2023,3,0
367391,18-03-2023,3,0
927651,18-03-2023,3,0
930284,18-03-2023,3,0
4452,18-03-2023,0,2
82484,18-03-2023,3,0
57405,18-03-2023,0,2
707935,18-03-2023,3,2
52729,18-03-2023,3,0
661577,18-03-2023,3,2
564692,18-03-2023,4,0
256783,18-03-2023,3,0
186168,18-03-2023,0,2
537274,18-03-2023,1,2
913428,18-03-2023,4,0
757274,18-03-2023,3,0
726958,18-03-2023,0,2
613942,18-03-2023,1,0
784673,18-03-2023,0,2
723678,18-03-2023,1,0
677169,18-03-2023,3,2
706112,18-03-2023,3,0
557908,18-03-2023,4,0
587645,18-03-2023,0,2
837480,18-03-2023,4,2
566052,18-03-2023,4,0
137909,18-03-2023,4,2
264803,18-03-2023,3,0
851978,18-03-2023,3,2
33797,18-03-2023,0,2
123983,18-03-2023,3,2
237083,18-03-2023,0,2
679284,18-03-2023,3,2
240179,18-03-2023,3,0
673058,18-03-2023,3,0
965755,19-03-2023,0,2
516376,19-03-2023,1,2
39154,19-03-2023,4,0
34186,19-03-2023,0,2
196719,19-03-2023,0,2
478531,19-03-2023,3,2
812607,19-03-2023,4,2
14145,19-03-2023,0,2
871592,19-03-2023,4,0
284460,19-03-2023,0,2
70969,19-03-2023,3,0
952124,19-03-2023,0,2
397973,19-03-2023,3,0
462526,19-03-2023,4,0
217710,19-03-2023,4,0
89084,19-03-2023,3,0
888807,19-03-2023,4,0
15314,19-03-2023,0,2
891833,19-03-2023,1,2
500739,19-03-2023,4,0
798639,19-03-2023,3,0
329351,19-03-2023,3,2
659290,19-03-2023,3,0
883013,19-03-2023,3,2
592784,19-03-2023,4,0
578097,19-03-2023,0,2
487065,19-03-2023,4,0
734789,19-03-2023,4,2
949818,19-03-2023,1,0
690565,19-03-2023,1,0
291238,19-03-2023,0,2
313754,19-03-2023,0,2
378230,19-03-2023,4,0
658389,19-03-2023,3,0
952168,19-03-2023,0,2
602241,19-03-2023,0,2
491521,19-03-2023,3,0
914071,19-03-2023,0,2
481843,19-03-2023,3,0
681063,19-03-2023,0,2
679321,19-03-2023,0,2
378287,19-03-2023,0,2
118820,19-03-2023,4,0
667163,19-03-2023,0,2
712003,19-03-2023,3,0
513199,19-03-2023,0,2
532965,19-03-2023,0,2
365132,19-03-2023,0,2
689769,19-03-2023,0,2
969851,19-03-2023,4,2
398340,19-03-2023,0,2
491314,19-03-2023,0,2
33955,19-03-2023,0,2
954722,19-03-2023,3,0
606256,19-03-2023,0,2
925482,19-03-2023,3,0
306177,19-03-2023,1,2
272170,19-03-2023,3,0
692985,19-03-2023,0,2
487931,19-03-2023,4,0
53833,19-03-2023,3,2
903336,19-03-2023,1,0
945635,19-03-2023,3,0
490602,19-03-2023,0,2
131136,19-03-2023,3,0
317242,19-03-2023,0,2
807452,19-03-2023,4,0
461804,19-03-2023,4,0
36412,19-03-2023,0,2
704868,19-03-2023,4,2
18035,19-03-2023,4,0
435929,19-03-2023,0,2
91670,19-03-2023,0,2
336847,19-03-2023,3,2
144124,19-03-2023,4,0
677542,19-03-2023,3,0
604184,19-03-2023,3,0
697683,19-03-2023,1,0
739534,19-03-2023,4,2
700048,19-03-2023,0,2
448752,19-03-2023,0,2
365133,19-03-2023,3,2
133542,19-03-2023,1,0
767398,19-03-2023,3,0
9436,19-03-2023,3,0
112390,19-03-2023,3,0
647462,19-03-2023,3,0
34200,19-03-2023,3,0
753354,19-03-2023,0,2
490939,19-03-2023,0,2
799688,19-03-2023,0,2
684939,19-03-2023,4,2
219598,19-03-2023,4,0
140154,19-03-2023,3,0
449106,19-03-2023,3,0
615545,19-03-2023,3,0
366066,19-03-2023,0,2
6405,19-03-2023,3,2
853932,19-03-2023,3,0
51036,19-03-2023,4,0
367391,19-03-2023,3,0
927651,19-03-2023,3,0
4452,19-03-2023,0,2
440875,19-03-2023,0,2
953175,19-03-2023,3,0
707935,19-03-2023,3,0
52729,19-03-2023,3,0
661577,19-03-2023,3,0
951463,19-03-2023,0,2
564692,19-03-2023,3,0
256783,19-03-2023,0,2
537274,19-03-2023,3,0
525531,19-03-2023,4,0
913428,19-03-2023,3,2
757274,19-03-2023,1,0
642612,19-03-2023,0,2
613942,19-03-2023,0,2
425341,19-03-2023,0,2
677169,19-03-2023,1,2
557908,19-03-2023,4,0
799459,19-03-2023,0,2
56589,19-03-2023,4,0
26060,19-03-2023,3,0
33797,19-03-2023,4,2
123983,19-03-2023,4,2
237083,19-03-2023,3,0
444361,19-03-2023,4,0
679284,19-03-2023,4,2
240179,19-03-2023,1,0
114414,19-03-2023,3,2
153019,20-03-2023,3,0
11422,20-03-2023,4,2
848226,20-03-2023,4,0
222892,20-03-2023,4,0
516376,20-03-2023,4,0
39154,20-03-2023,1,0
478531,20-03-2023,0,2
812607,20-03-2023,3,0
14145,20-03-2023,3,0
654297,20-03-2023,4,2
70969,20-03-2023,4,2
952124,20-03-2023,0,2
818522,20-03-2023,0,2
376447,20-03-2023,0,2
89084,20-03-2023,1,0
136533,20-03-2023,1,2
714999,20-03-2023,0,2
880510,20-03-2023,0,2
257719,20-03-2023,3,2
500633,20-03-2023,4,0
799952,20-03-2023,0,2
798639,20-03-2023,0,2
337168,20-03-2023,4,0
659290,20-03-2023,3,0
578097,20-03-2023,1,0
487065,20-03-2023,3,0
949818,20-03-2023,0,2
291238,20-03-2023,4,0
654623,20-03-2023,1,2
313754,20-03-2023,4,2
658389,20-03-2023,4,0
990993,20-03-2023,1,0
762527,20-03-2023,1,0
542300,20-03-2023,0,2
602241,20-03-2023,0,2
491521,20-03-2023,3,0
991434,20-03-2023,0,2
171602,20-03-2023,0,2
60619,20-03-2023,0,2
378287,20-03-2023,4,2
712003,20-03-2023,4,0
513199,20-03-2023,3,0
962054,20-03-2023,3,2
378676,20-03-2023,3,2
890232,20-03-2023,0,2
532965,20-03-2023,4,0
365132,20-03-2023,3,0
398340,20-03-2023,0,2
491314,20-03-2023,4,0
470449,20-03-2023,0,2
954722,20-03-2023,4,0
131937,20-03-2023,0,2
652118,20-03-2023,1,0
925482,20-03-2023,0,2
306177,20-03-2023,0,2
272170,20-03-2023,3,0
901144,20-03-2023,0,2
876139,20-03-2023,3,0
903336,20-03-2023,0,2
120532,20-03-2023,1,2
945635,20-03-2023,0,2
760684,20-03-2023,1,0
354409,20-03-2023,0,2
490602,20-03-2023,1,0
131136,20-03-2023,0,2
644847,20-03-2023,4,0
327290,20-03-2023,3,0
993331,20-03-2023,3,0
807452,20-03-2023,0,2
704868,20-03-2023,0,2
18035,20-03-2023,4,0
455755,20-03-2023,3,2
144124,20-03-2023,0,2
589812,20-03-2023,0,2
677542,20-03-2023,3,2
604184,20-03-2023,0,2
697683,20-03-2023,3,0
448752,20-03-2023,3,2
133542,20-03-2023,0,2
863930,20-03-2023,1,2
9436,20-03-2023,1,2
647462,20-03-2023,0,2
753354,20-03-2023,3,0
803607,20-03-2023,4,0
124290,20-03-2023,0,2
140489,20-03-2023,0,2
859361,20-03-2023,0,2
492958,20-03-2023,0,2
684939,20-03-2023,1,0
140154,20-03-2023,1,2
449106,20-03-2023,3,0
6405,20-03-2023,0,2
51036,20-03-2023,0,2
820973,20-03-2023,3,0
433521,20-03-2023,0,2
927651,20-03-2023,3,0
57405,20-03-2023,0,2
707935,20-03-2023,3,0
942001,20-03-2023,3,2
585299,20-03-2023,3,0
120385,20-03-2023,3,0
52729,20-03-2023,4,0
661577,20-03-2023,4,0
373536,20-03-2023,0,2
243235,20-03-2023,3,0
186168,20-03-2023,4,0
537274,20-03-2023,4,0
525531,20-03-2023,4,0
757274,20-03-2023,3,0
771228,20-03-2023,0,2
760828,20-03-2023,3,2
723678,20-03-2023,3,0
451812,20-03-2023,1,0
274207,20-03-2023,4,2
706112,20-03-2023,3,2
587645,20-03-2023,0,2
566052,20-03-2023,4,0
851978,20-03-2023,4,0
992178,20-03-2023,3,0
56589,20-03-2023,0,2
26060,20-03-2023,3,0
123983,20-03-2023,0,2
444361,20-03-2023,0,2
679284,20-03-2023,3,0
673058,20-03-2023,0,2
153019,21-03-2023,0,2
11422,21-03-2023,4,0
516376,21-03-2023,4,0
34186,21-03-2023,0,2
196719,21-03-2023,0,2
478531,21-03-2023,0,2
818990,21-03-2023,3,0
349294,21-03-2023,0,2
847349,21-03-2023,0,2
284460,21-03-2023,3,0
473929,21-03-2023,0,2
77308,21-03-2023,3,2
70969,21-03-2023,3,0
952124,21-03-2023,0,2
555121,21-03-2023,1,2
818522,21-03-2023,4,2
217710,21-03-2023,0,2
146840,21-03-2023,3,2
89084,21-03-2023,1,0
136533,21-03-2023,0,2
257719,21-03-2023,0,2
891833,21-03-2023,3,0
500739,21-03-2023,0,2
839170,21-03-2023,3,0
183929,21-03-2023,0,2
734789,21-03-2023,3,0
949818,21-03-2023,0,2
361361,21-03-2023,0,2
291238,21-03-2023,3,2
654623,21-03-2023,0,2
313754,21-03-2023,4,2
658389,21-03-2023,3,0
990993,21-03-2023,0,2
602241,21-03-2023,4,0
491521,21-03-2023,1,0
567671,21-03-2023,0,2
962591,21-03-2023,0,2
107548,21-03-2023,0,2
328457,21-03-2023,0,2
681063,21-03-2023,3,0
378287,21-03-2023,0,2
118820,21-03-2023,0,2
712307,21-03-2023,0,2
378676,21-03-2023,0,2
365132,21-03-2023,0,2
689769,21-03-2023,3,0
969851,21-03-2023,0,2
305754,21-03-2023,4,0
33955,21-03-2023,3,2
954722,21-03-2023,4,0
131937,21-03-2023,0,2
606256,21-03-2023,3,0
611575,21-03-2023,4,2
272170,21-03-2023,0,2
692985,21-03-2023,0,2
901144,21-03-2023,0,2
53833,21-03-2023,3,0
876139,21-03-2023,1,0
903336,21-03-2023,4,0
120532,21-03-2023,3,2
945635,21-03-2023,3,2
937542,21-03-2023,1,2
490602,21-03-2023,3,0
287070,21-03-2023,1,0
679865,21-03-2023,0,2
327290,21-03-2023,0,2
451933,21-03-2023,4,0
461804,21-03-2023,3,0
94225,21-03-2023,3,2
704868,21-03-2023,4,2
435929,21-03-2023,4,2
820541,21-03-2023,4,0
336847,21-03-2023,3,2
747801,21-03-2023,1,0
677542,21-03-2023,3,0
604184,21-03-2023,3,0
697683,21-03-2023,1,2
894539,21-03-2023,0,2
709916,21-03-2023,0,2
700048,21-03-2023,0,2
365133,21-03-2023,1,2
473647,21-03-2023,1,0
9436,21-03-2023,0,2
385113,21-03-2023,0,2
647462,21-03-2023,3,0
753354,21-03-2023,3,2
672059,21-03-2023,0,2
140489,21-03-2023,3,0
859361,21-03-2023,3,0
256051,21-03-2023,4,0
615545,21-03-2023,0,2
784827,21-03-2023,4,2
970529,21-03-2023,4,0
4452,21-03-2023,0,2
440875,21-03-2023,3,0
953175,21-03-2023,0,2
942001,21-03-2023,3,0
585299,21-03-2023,3,0
120385,21-03-2023,3,0
564692,21-03-2023,0,2
131748,21-03-2023,4,0
256783,21-03-2023,3,2
186168,21-03-2023,3,2
537274,21-03-2023,4,0
525531,21-03-2023,3,0
913428,21-03-2023,3,2
613942,21-03-2023,0,2
425341,21-03-2023,1,0
771228,21-03-2023,1,0
760828,21-03-2023,4,2
451812,21-03-2023,0,2
677169,21-03-2023,0,2
706112,21-03-2023,3,0
837480,21-03-2023,0,2
992178,21-03-2023,0,2
56589,21-03-2023,3,2
298985,21-03-2023,0,2
444361,21-03-2023,0,2
679284,21-03-2023,0,2
114414,21-03-2023,0,2
153019,22-03-2023,3,0
669378,22-03-2023,0,2
848226,22-03-2023,0,2
222892,22-03-2023,3,0
516376,22-03-2023,3,0
39154,22-03-2023,0,2
34186,22-03-2023,0,2
478531,22-03-2023,4,2
812607,22-03-2023,0,2
14145,22-03-2023,3,0
349294,22-03-2023,1,2
847349,22-03-2023,1,0
871592,22-03-2023,4,0
397973,22-03-2023,0,2
555121,22-03-2023,3,0
818522,22-03-2023,4,2
462526,22-03-2023,0,2
376447,22-03-2023,4,0
888807,22-03-2023,0,2
382511,22-03-2023,0,2
67197,22-03-2023,3,0
880510,22-03-2023,3,0
257719,22-03-2023,4,0
741341,22-03-2023,4,0
798639,22-03-2023,4,0
833557,22-03-2023,4,0
839170,22-03-2023,0,2
578097,22-03-2023,3,0
487065,22-03-2023,0,2
734789,22-03-2023,4,0
949818,22-03-2023,0,2
654623,22-03-2023,3,2
378230,22-03-2023,4,0
658389,22-03-2023,0,2
990993,22-03-2023,4,2
952168,22-03-2023,4,0
542300,22-03-2023,1,0
491521,22-03-2023,3,2
832348,22-03-2023,3,2
567671,22-03-2023,3,2
60619,22-03-2023,3,0
962591,22-03-2023,1,0
194682,22-03-2023,3,0
681063,22-03-2023,3,0
300159,22-03-2023,1,0
667163,22-03-2023,4,0
228286,22-03-2023,0,2
561860,22-03-2023,4,0
712307,22-03-2023,0,2
513199,22-03-2023,0,2
890232,22-03-2023,4,0
689769,22-03-2023,4,2
305754,22-03-2023,3,0
491314,22-03-2023,4,0
470449,22-03-2023,0,2
623234,22-03-2023,4,2
131937,22-03-2023,4,0
925482,22-03-2023,0,2
611575,22-03-2023,0,2
272170,22-03-2023,4,0
721521,22-03-2023,0,2
692985,22-03-2023,0,2
487931,22-03-2023,0,2
903336,22-03-2023,4,0
120532,22-03-2023,0,2
937542,22-03-2023,3,0
490602,22-03-2023,3,0
131136,22-03-2023,3,0
287070,22-03-2023,3,0
679865,22-03-2023,0,2
317242,22-03-2023,0,2
993331,22-03-2023,0,2
807452,22-03-2023,0,2
461804,22-03-2023,1,0
36412,22-03-2023,1,0
94225,22-03-2023,0,2
820541,22-03-2023,0,2
552496,22-03-2023,0,2
336847,22-03-2023,3,0
589812,22-03-2023,3,0
677542,22-03-2023,0,2
604184,22-03-2023,3,0
697683,22-03-2023,1,0
968887,22-03-2023,1,0
739448,22-03-2023,1,0
700048,22-03-2023,1,0
365133,22-03-2023,0,2
647462,22-03-2023,3,0
753354,22-03-2023,0,2
672059,22-03-2023,3,0
803607,22-03-2023,0,2
799688,22-03-2023,0,2
859361,22-03-2023,3,0
684939,22-03-2023,4,0
140154,22-03-2023,4,0
449106,22-03-2023,3,0
615545,22-03-2023,3,2
784827,22-03-2023,3,0
970529,22-03-2023,3,2
367391,22-03-2023,3,2
433521,22-03-2023,3,0
927651,22-03-2023,0,2
82484,22-03-2023,0,2
440875,22-03-2023,0,2
432617,22-03-2023,3,2
953175,22-03-2023,3,0
57405,22-03-2023,3,0
707935,22-03-2023,0,2
942001,22-03-2023,0,2
52729,22-03-2023,1,0
243235,22-03-2023,0,2
131748,22-03-2023,3,0
525531,22-03-2023,3,0
913428,22-03-2023,3,0
726958,22-03-2023,3,0
642612,22-03-2023,3,0
784673,22-03-2023,3,0
760828,22-03-2023,0,2
677169,22-03-2023,4,0
706112,22-03-2023,0,2
557908,22-03-2023,0,2
587645,22-03-2023,3,0
837480,22-03-2023,3,0
566052,22-03-2023,0,2
137909,22-03-2023,3,0
992178,22-03-2023,1,0
56589,22-03-2023,3,0
26060,22-03-2023,0,2
154179,22-03-2023,3,2
444361,22-03-2023,0,2
240179,22-03-2023,3,0
673058,22-03-2023,3,0
114414,22-03-2023,0,2
848226,23-03-2023,0,2
222892,23-03-2023,3,0
39154,23-03-2023,0,2
34186,23-03-2023,0,2
478531,23-03-2023,3,0
14145,23-03-2023,4,0
349294,23-03-2023,0,2
871592,23-03-2023,3,0
284460,23-03-2023,0,2
473929,23-03-2023,0,2
552883,23-03-2023,0,2
818522,23-03-2023,4,0
89084,23-03-2023,3,0
888807,23-03-2023,0,2
15314,23-03-2023,4,0
880510,23-03-2023,4,0
41853,23-03-2023,0,2
891833,23-03-2023,0,2
500633,23-03-2023,0,2
799952,23-03-2023,3,0
798639,23-03-2023,3,0
329351,23-03-2023,4,0
337168,23-03-2023,1,0
839170,23-03-2023,1,0
455083,23-03-2023,0,2
487065,23-03-2023,0,2
690565,23-03-2023,0,2
961614,23-03-2023,3,2
361361,23-03-2023,0,2
291238,23-03-2023,0,2
654623,23-03-2023,4,2
313754,23-03-2023,0,2
378230,23-03-2023,0,2
658389,23-03-2023,1,2
990993,23-03-2023,1,2
602241,23-03-2023,0,2
991434,23-03-2023,3,0
319388,23-03-2023,0,2
107548,23-03-2023,0,2
687218,23-03-2023,1,0
194682,23-03-2023,4,0
681063,23-03-2023,3,0
679321,23-03-2023,4,0
378287,23-03-2023,0,2
667163,23-03-2023,4,0
561860,23-03-2023,3,0
712307,23-03-2023,4,0
962054,23-03-2023,0,2
890232,23-03-2023,3,0
532965,23-03-2023,0,2
689769,23-03-2023,4,2
969851,23-03-2023,0,2
305754,23-03-2023,1,0
398340,23-03-2023,3,2
491314,23-03-2023,0,2
33955,23-03-2023,0,2
470449,23-03-2023,0,2
652118,23-03-2023,3,0
621677,23-03-2023,0,2
272170,23-03-2023,3,0
721521,23-03-2023,0,2
692985,23-03-2023,0,2
53833,23-03-2023,1,0
876139,23-03-2023,0,2
903336,23-03-2023,3,0
120532,23-03-2023,1,0
945635,23-03-2023,1,0
490602,23-03-2023,1,0
131136,23-03-2023,1,0
644847,23-03-2023,4,0
327290,23-03-2023,3,0
993331,23-03-2023,4,0
807452,23-03-2023,4,0
451933,23-03-2023,3,0
94225,23-03-2023,0,2
704868,23-03-2023,3,0
18035,23-03-2023,4,0
336847,23-03-2023,1,0
144124,23-03-2023,1,0
747801,23-03-2023,4,2
589812,23-03-2023,1,0
677542,23-03-2023,0,2
604184,23-03-2023,1,2
709916,23-03-2023,1,0
700048,23-03-2023,4,0
448752,23-03-2023,0,2
365133,23-03-2023,0,2
767398,23-03-2023,4,0
473647,23-03-2023,0,2
34200,23-03-2023,0,2
753354,23-03-2023,3,0
490939,23-03-2023,3,0
803607,23-03-2023,0,2
124290,23-03-2023,4,2
799688,23-03-2023,0,2
492958,23-03-2023,4,0
63769,23-03-2023,0,2
366066,23-03-2023,0,2
6405,23-03-2023,3,2
853932,23-03-2023,3,2
970529,23-03-2023,0,2
51036,23-03-2023,0,2
433521,23-03-2023,1,0
927651,23-03-2023,0,2
4452,23-03-2023,0,2
440875,23-03-2023,0,2
953175,23-03-2023,0,2
707935,23-03-2023,0,2
120385,23-03-2023,4,2
52729,23-03-2023,3,0
373536,23-03-2023,3,0
564692,23-03-2023,0,2
131748,23-03-2023,3,2
256783,23-03-2023,0,2
186168,23-03-2023,3,2
537274,23-03-2023,3,2
913428,23-03-2023,0,2
642612,23-03-2023,4,2
784673,23-03-2023,3,2
425341,23-03-2023,0,2
771228,23-03-2023,0,2
760828,23-03-2023,0,2
451812,23-03-2023,4,0
677169,23-03-2023,3,2
557908,23-03-2023,0,2
837480,23-03-2023,0,2
566052,23-03-2023,0,2
137909,23-03-2023,1,0
799459,23-03-2023,0,2
264803,23-03-2023,4,2
851978,23-03-2023,0,2
992178,23-03-2023,3,0
26060,23-03-2023,3,0
123983,23-03-2023,3,0
154179,23-03-2023,3,0
298985,23-03-2023,3,2
444361,23-03-2023,0,2
240179,23-03-2023,3,0
890623,24-03-2023,1,0
34186,24-03-2023,0,2
196719,24-03-2023,3,0
478531,24-03-2023,0,2
812607,24-03-2023,0,2
818990,24-03-2023,4,0
14145,24-03-2023,0,2
847349,24-03-2023,0,2
871592,24-03-2023,4,0
284460,24-03-2023,1,0
473929,24-03-2023,4,0
552883,24-03-2023,0,2
952124,24-03-2023,4,0
397973,24-03-2023,0,2
555121,24-03-2023,0,2
217710,24-03-2023,0,2
714999,24-03-2023,0,2
382511,24-03-2023,4,0
67197,24-03-2023,0,2
880510,24-03-2023,3,0
41853,24-03-2023,0,2
891833,24-03-2023,1,0
741341,24-03-2023,0,2
798639,24-03-2023,1,0
833557,24-03-2023,4,0
324809,24-03-2023,1,0
659290,24-03-2023,0,2
883013,24-03-2023,1,0
455083,24-03-2023,4,0
183929,24-03-2023,3,0
592784,24-03-2023,0,2
734789,24-03-2023,1,0
949818,24-03-2023,3,0
690565,24-03-2023,4,0
961614,24-03-2023,0,2
361361,24-03-2023,0,2
291238,24-03-2023,3,0
654623,24-03-2023,0,2
313754,24-03-2023,0,2
563740,24-03-2023,3,0
658389,24-03-2023,0,2
990993,24-03-2023,3,0
542300,24-03-2023,4,0
491521,24-03-2023,0,2
914071,24-03-2023,4,0
481843,24-03-2023,0,2
991434,24-03-2023,0,2
60619,24-03-2023,0,2
962591,24-03-2023,0,2
328457,24-03-2023,0,2
679321,24-03-2023,3,0
300159,24-03-2023,0,2
667163,24-03-2023,4,2
561860,24-03-2023,4,0
712003,24-03-2023,4,2
890232,24-03-2023,4,2
689769,24-03-2023,0,2
969851,24-03-2023,0,2
305754,24-03-2023,0,2
398340,24-03-2023,3,0
491314,24-03-2023,3,0
33955,24-03-2023,0,2
470449,24-03-2023,4,0
131937,24-03-2023,1,2
652118,24-03-2023,0,2
187399,24-03-2023,3,0
925482,24-03-2023,0,2
272170,24-03-2023,3,0
721521,24-03-2023,0,2
692985,24-03-2023,3,2
53833,24-03-2023,0,2
903336,24-03-2023,3,0
120532,24-03-2023,0,2
760684,24-03-2023,4,0
354409,24-03-2023,4,2
490602,24-03-2023,3,2
131136,24-03-2023,4,0
287070,24-03-2023,1,0
644847,24-03-2023,0,2
327290,24-03-2023,1,2
451933,24-03-2023,1,0
704868,24-03-2023,1,0
18035,24-03-2023,0,2
820541,24-03-2023,0,2
552496,24-03-2023,3,2
455755,24-03-2023,0,2
91670,24-03-2023,3,2
144124,24-03-2023,4,0
747801,24-03-2023,1,0
677542,24-03-2023,1,2
604184,24-03-2023,3,2
697683,24-03-2023,3,0
968887,24-03-2023,0,2
700048,24-03-2023,1,0
448752,24-03-2023,0,2
133542,24-03-2023,0,2
767398,24-03-2023,3,0
473647,24-03-2023,3,2
9436,24-03-2023,3,0
385113,24-03-2023,4,0
112390,24-03-2023,0,2
34200,24-03-2023,3,0
753354,24-03-2023,3,0
672059,24-03-2023,4,2
124290,24-03-2023,4,2
799688,24-03-2023,3,0
859361,24-03-2023,0,2
492958,24-03-2023,4,2
219598,24-03-2023,3,0
140154,24-03-2023,4,2
449106,24-03-2023,4,0
256051,24-03-2023,0,2
615545,24-03-2023,0,2
