transaction_id,transaction_date,product_category,customer_id,product_id,region,sales_amount,units_sold
345,2019-12-26,Clothing,4973,57437,South,433.18,8
346,2023-12-04,Home & Kitchen,3780,90219,East,456.17,9
347,2024-01-14,Clothing,6902,44212,West,516.6,8
348,2024-06-22,Sports,9448,87218,East,223.85,9
349,2022-01-20,Home & Kitchen,6003,64904,East,178.82,3
350,2020-12-29,Home & Kitchen,4816,33757,West,844.96,3
351,2023-06-10,Electronics,5294,85062,North,64.81,4
352,2024-05-22,Toys,5691,40983,East,627.26,6
353,2022-10-03,Toys,1193,80353,South,395.23,5
354,2024-01-19,Home & Kitchen,7667,76836,North,465.18,2
355,2024-02-22,Toys,6628,42747,East,261.3,1
356,2024-04-22,Sports,9970,25683,East,482.65,2
357,2022-05-15,Toys,1542,55381,East,881.58,10
358,2020-12-10,Electronics,1237,10178,East,735.97,8
359,2020-10-15,Electronics,3671,87741,South,351.77,2
360,2023-04-17,Toys,3728,37865,East,975.62,6
361,2024-02-02,Toys,4483,26929,West,811.4,8
362,2021-03-30,Sports,2159,32005,South,265.53,2
363,2023-09-28,Electronics,9727,61021,North,261.22,10
364,2022-03-15,Home & Kitchen,4895,96974,West,738.54,10
365,2022-05-20,Electronics,6533,29727,West,440.72,3
366,2023-08-14,Sports,7038,33376,South,371.35,3
367,2024-01-09,Home & Kitchen,4794,26546,South,146.28,5
368,2023-10-21,Electronics,5202,11484,North,225.33,5
369,2020-03-31,Clothing,6082,30745,East,595.4,3
370,2024-05-11,Toys,4696,67261,North,556.35,7
371,2021-09-20,Toys,8993,18517,South,985.12,1
372,2020-08-11,Toys,7667,45467,South,567.14,10
373,2023-08-17,Electronics,7510,95435,East,737.07,2
374,2020-12-02,Home & Kitchen,4253,16850,North,281.04,5
375,2023-11-12,Electronics,5904,77947,West,901.69,3
376,2021-05-04,Sports,9480,33757,West,779.56,4
377,2020-02-15,Electronics,6539,11981,North,43.26,3
378,2021-01-12,Electronics,4481,18517,South,720.74,8
379,2024-07-14,Home & Kitchen,2647,98423,West,873.76,3
380,2020-10-02,Home & Kitchen,7009,44859,West,470.29,8
381,2021-11-15,Electronics,2647,23857,North,833.86,1
382,2020-10-06,Home & Kitchen,8796,51637,North,706.51,9
383,2022-03-25,Clothing,3180,27725,East,963.18,6
384,2022-03-18,Clothing,1237,70323,North,86.54,7
385,2024-07-22,Sports,8650,98731,East,889.71,6
386,2024-05-02,Home & Kitchen,1911,90016,East,92.32,8
387,2020-12-01,Electronics,1416,61021,North,65.25,6
388,2023-07-26,Toys,2668,13204,East,458.96,7
389,2024-02-24,Sports,6447,26546,South,972.86,1
390,2024-06-15,Electronics,7322,94697,North,149.92,5
391,2022-01-08,Electronics,2807,33757,South,112.9,8
392,2020-09-22,Home & Kitchen,8308,88671,East,422.86,9
393,2022-09-08,Home & Kitchen,1677,86922,South,849.63,4
394,2021-10-18,Sports,1468,30745,South,104.01,9
395,2023-06-28,Home & Kitchen,9179,21791,South,876.72,7
396,2023-10-13,Toys,2995,15834,North,468.99,2
397,2020-07-25,Home & Kitchen,6002,87218,West,226.71,5
398,2023-10-30,Electronics,4005,56847,North,492.04,7
399,2023-10-21,Toys,6478,45020,North,490.37,4
400,2023-10-07,Electronics,2668,53494,South,157.42,5
401,2021-01-09,Home & Kitchen,3223,35450,East,970.09,10
402,2022-08-30,Toys,4241,12521,South,759.08,10
403,2020-01-15,Home & Kitchen,3771,97874,South,502.74,8
404,2024-04-03,Home & Kitchen,5187,63967,East,148.91,7
405,2021-02-16,Clothing,1123,28907,South,276.34,3
406,2021-11-15,Sports,5623,16377,North,382.65,4
407,2022-08-06,Home & Kitchen,7493,38453,West,355.36,5
408,2024-04-01,Sports,8711,43950,East,303.53,2
409,2021-08-31,Sports,9906,43282,South,95.32,4
410,2021-09-28,Clothing,9480,21915,West,581.88,10
411,2019-12-19,Toys,8252,61650,West,257.37,10
412,2020-07-30,Toys,9800,84380,West,751.95,7
413,2021-03-19,Home & Kitchen,2265,63058,East,515.41,1
414,2024-05-08,Home & Kitchen,4328,97112,West,300.69,7
415,2020-12-17,Electronics,8745,23090,South,411.47,10
416,2024-07-16,Home & Kitchen,1923,21791,South,384.37,3
417,2023-07-30,Home & Kitchen,5910,64904,West,893.91,9
418,2022-12-08,Clothing,8242,57119,South,531.06,10
419,2023-07-13,Home & Kitchen,6551,54164,South,692.09,6
420,2024-06-25,Home & Kitchen,9499,25683,North,384.92,1
421,2024-08-14,Electronics,7416,96505,East,192.08,6
422,2021-07-02,Sports,6539,48460,South,901.14,4
423,2022-01-02,Electronics,8675,48460,West,693.47,5
424,2024-03-29,Sports,4430,43282,East,902.48,2
425,2023-04-22,Electronics,7727,44409,East,554.56,1
426,2020-03-22,Home & Kitchen,2705,15834,East,446.46,7
427,2021-07-14,Toys,4121,16850,South,552.16,6
428,2020-03-11,Electronics,4005,70849,South,245.58,10
429,2024-02-01,Sports,7710,90690,East,608.85,8
430,2019-11-20,Sports,3067,28297,West,564.34,5
431,2022-12-15,Home & Kitchen,4164,95471,North,871.4,8
432,2021-10-06,Home & Kitchen,4901,92889,North,369.19,2
433,2020-12-17,Home & Kitchen,6013,48755,East,897.08,4
434,2023-11-18,Sports,5555,61517,West,284.43,3
435,2022-03-02,Home & Kitchen,9085,48059,South,95.55,6
436,2023-08-16,Toys,7245,82831,North,828.02,7
437,2022-02-02,Sports,9792,63282,East,174.03,5
438,2020-02-22,Toys,8630,26291,South,281.13,1
439,2022-03-21,Home & Kitchen,7819,29492,West,291.28,3
440,2024-06-26,Electronics,4063,12265,West,772.89,2
441,2021-10-05,Electronics,9470,48059,South,630.06,10
442,2021-09-13,Home & Kitchen,5149,14694,West,545.73,6
443,2022-07-16,Electronics,6003,14694,East,307.39,8
444,2020-10-14,Sports,5009,92078,West,763.15,9
445,2023-10-16,Clothing,3249,83434,South,718.91,4
446,2024-05-03,Electronics,2621,61650,North,898.84,2
447,2021-07-04,Sports,8346,18517,East,90.2,7
448,2024-04-27,Electronics,3941,87218,South,309.03,10
449,2020-01-11,Sports,7793,44859,West,935.19,7
450,2022-04-20,Toys,1955,43950,North,280.58,1
451,2021-11-17,Sports,7122,93266,South,845.54,4
452,2023-01-01,Toys,6549,97874,South,899.53,5
453,2021-03-04,Home & Kitchen,8234,35450,West,365.31,1
454,2024-08-19,Sports,2921,12521,East,484.06,9
455,2023-11-16,Sports,3258,88671,South,11.21,8
456,2021-05-15,Clothing,2265,16613,West,267.14,5
457,2023-07-20,Electronics,8377,61650,South,940.6,8
458,2023-09-03,Clothing,4421,64904,East,418.88,7
459,2020-03-20,Toys,3123,52655,South,47.68,9
460,2022-11-09,Toys,8947,63789,North,27.47,5
461,2020-03-29,Clothing,4901,97112,South,955.06,2
462,2022-02-23,Sports,8007,95151,West,16.26,7
463,2022-12-01,Home & Kitchen,5161,66482,West,749.28,1
464,2019-10-13,Toys,8120,75061,South,251.57,1
465,2024-03-08,Sports,5789,96974,South,284.25,7
466,2020-06-06,Sports,5367,35548,East,770.65,6
467,2023-09-11,Clothing,9043,95471,South,392.19,2
468,2023-09-01,Clothing,8211,94653,South,104.63,9
469,2024-08-06,Toys,8326,63058,South,725.36,3
470,2022-03-11,Electronics,8054,51987,South,984.26,7
471,2021-05-06,Toys,2830,96974,West,661.49,10
472,2020-10-12,Home & Kitchen,6377,21880,West,293.36,5
473,2022-09-19,Toys,6045,67261,West,658.18,5
474,2023-02-25,Toys,9884,11728,East,741.58,8
475,2019-10-23,Home & Kitchen,6109,38296,South,381.33,3
476,2023-09-09,Home & Kitchen,1425,87741,East,850.53,8
477,2024-02-13,Toys,7152,88671,North,66.43,4
478,2022-06-11,Toys,4816,93266,East,903.29,3
479,2023-11-23,Electronics,2399,12265,North,990.48,4
480,2022-06-10,Toys,9499,59340,South,404.95,10
481,2024-07-01,Electronics,8768,18392,North,867.27,7
482,2022-11-29,Sports,3578,59340,East,776.0,10
483,2023-02-15,Sports,5824,64904,West,767.71,2
484,2024-06-05,Electronics,3649,90016,West,999.52,2
485,2024-01-11,Electronics,4263,16377,West,463.18,3
486,2023-07-11,Electronics,4218,97112,East,636.82,8
487,2020-04-11,Clothing,5918,29492,South,959.55,3
488,2019-12-25,Sports,7828,33757,East,324.18,5
489,2022-04-04,Toys,5093,70323,East,250.68,7
490,2020-03-13,Electronics,5926,43282,North,270.53,4
