order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
690097648,2684440,27-12-2023 20:11,27-12-2023 20:30,27-12-2023 20:40,Slightly Delayed,3471.29,Cash,92460,8700
4197061567,52757321,04-02-2024 03:20,04-02-2024 03:31,04-02-2024 03:33,On Time,3685.3,UPI,48139,9189
2009394836,55056284,24-10-2023 22:11,24-10-2023 22:25,24-10-2023 22:23,On Time,1159.53,UPI,71878,5861
277502363,88203688,28-12-2023 13:54,28-12-2023 14:04,28-12-2023 14:09,On Time,2682.72,Card,18055,9608
4356959622,38709137,16-01-2024 07:41,16-01-2024 07:56,16-01-2024 07:51,On Time,2128.54,Cash,94308,7148
174306009,87457446,09-08-2024 00:24,09-08-2024 00:35,09-08-2024 01:02,Significantly Delayed,2424.07,UPI,35598,626
9582674091,34237583,16-08-2024 11:20,16-08-2024 11:39,16-08-2024 12:01,Significantly Delayed,951.43,UPI,16055,7480
8675579025,44409533,06-07-2024 11:59,06-07-2024 12:15,06-07-2024 12:17,On Time,2636.86,Card,13158,6920
5195999941,52757321,19-07-2024 18:51,19-07-2024 19:07,19-07-2024 19:21,Slightly Delayed,2298.98,Card,12987,4056
5210007923,97507853,01-10-2024 05:12,01-10-2024 05:24,01-10-2024 05:25,On Time,1278.93,Cash,94672,527
