campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
794159,Referral Program,2024-10-20,Inactive,Social Media,3200,998,79,1614.98,4026.68,2.57
593428,New User Discount,2024-10-19,New Users,SMS,1554,121,97,2667.73,6000.11,3.88
579105,Weekend Special,2024-10-19,New Users,Social Media,7754,920,41,2335.89,4374.42,3.55
494867,Festival Offer,2024-10-19,New Users,Social Media,4586,977,87,2372.56,3816.48,3.11
972242,Flash Sale,2024-10-19,New Users,App,2553,551,51,4591.88,6236.89,2.52
762572,Membership Drive,2024-10-19,All,Social Media,6285,971,52,3257.45,2757.61,1.98
736483,Category Promotion,2024-10-19,Premium,Email,8086,938,23,4006.13,8109.27,3.31
822872,App Push Notification,2024-10-19,Inactive,SMS,3595,244,72,3807.41,4183.31,2.13
444700,Email Campaign,2024-10-19,New Users,App,3648,917,65,1167.11,9601.21,3.35
382659,Referral Program,2024-10-19,Premium,App,6139,355,77,4850.15,5703.32,3.53
911817,New User Discount,2024-10-18,New Users,App,2358,459,76,3039.4,3814.89,1.78
977198,Weekend Special,2024-10-18,Premium,Social Media,1311,828,21,3593.2,8054.46,1.84
338461,Festival Offer,2024-10-18,Inactive,App,8837,717,85,2017.25,6910.97,3.49
490083,Flash Sale,2024-10-18,New Users,App,8394,490,95,1419.59,2756.89,3.38
538898,Membership Drive,2024-10-18,New Users,App,1025,971,57,1872.13,3381.51,3.61
570365,Category Promotion,2024-10-18,Inactive,Social Media,5313,591,76,1187.93,7750.31,2.17
71028,App Push Notification,2024-10-18,Inactive,App,9195,547,39,3435.03,9024.93,3.14
914119,Email Campaign,2024-10-18,New Users,Email,7683,319,37,4746.76,5034.95,3.8
277306,Referral Program,2024-10-18,Premium,Social Media,2064,390,12,1312.97,4952.09,1.65
992859,New User Discount,2024-10-17,Inactive,SMS,6077,157,29,4324.59,3798.75,3.78
38680,Weekend Special,2024-10-17,Premium,App,6986,769,13,2756.39,3006.93,2.15
627466,Festival Offer,2024-10-17,Inactive,SMS,6475,330,17,3389.57,6934.82,1.94
721480,Flash Sale,2024-10-17,Premium,App,4621,846,89,2010.23,4857.76,2.62
463470,Membership Drive,2024-10-17,Premium,Email,4866,843,10,2036.43,9742.66,1.54
611505,Category Promotion,2024-10-17,Inactive,Social Media,7936,927,82,4318.97,7069.93,3.56
978930,App Push Notification,2024-10-17,New Users,SMS,1465,194,75,1536.67,6191.95,3.76
408445,Email Campaign,2024-10-17,New Users,App,2312,487,68,2525.56,9208.83,2.82
848590,Referral Program,2024-10-17,Inactive,Email,9067,787,93,1057.25,9577.92,3.12
942963,New User Discount,2024-10-16,Inactive,Email,3217,359,12,1361.43,8734.81,1.51
94992,Weekend Special,2024-10-16,All,App,7529,547,79,4082.14,2765.4,3.46
34191,Festival Offer,2024-10-16,Inactive,Social Media,3138,724,13,1622.33,7683.62,3.58
358462,Flash Sale,2024-10-16,Inactive,App,4765,411,60,2277.77,6766.63,3.26
511991,Membership Drive,2024-10-16,All,SMS,9683,100,92,2353.78,4471.61,2.95
234036,Category Promotion,2024-10-16,Inactive,SMS,2176,167,57,4239.19,8603.76,1.62
460964,App Push Notification,2024-10-16,All,SMS,5570,150,37,2175.55,2538.18,2.74
562835,Email Campaign,2024-10-16,All,SMS,3914,241,25,3267.78,3558.02,1.95
569002,Referral Program,2024-10-16,Premium,Social Media,5481,759,55,4609.27,3819.5,3.26
686645,New User Discount,2024-10-15,All,Social Media,4109,649,86,2389.82,9766.72,3.23
914931,Weekend Special,2024-10-15,New Users,Social Media,5724,877,67,3027.31,3345.95,2.02
843274,Festival Offer,2024-10-15,Premium,Social Media,1034,968,58,4438.6,2588.21,3.86
308911,Flash Sale,2024-10-15,New Users,Social Media,4919,661,63,4818.43,5003.95,2.67
320610,Membership Drive,2024-10-15,All,SMS,5174,376,81,3036.37,4448.69,3.69
487151,Category Promotion,2024-10-15,All,Social Media,3416,685,98,4018.36,2170.94,2.3
390634,App Push Notification,2024-10-15,Premium,Email,8930,361,94,1510.67,4795.86,3.29
411434,Email Campaign,2024-10-15,Inactive,Email,3597,149,48,4273.24,5148.84,2.75
929630,Referral Program,2024-10-15,New Users,Email,3344,810,88,2786.73,7608.13,3.25
786085,New User Discount,2024-10-14,New Users,Social Media,9878,792,84,1995.07,5772.9,2.48
874058,Weekend Special,2024-10-14,Inactive,App,4890,929,100,3933.1,7013.19,3.75
336128,Festival Offer,2024-10-14,Premium,Email,5261,475,32,1902.86,8899.39,1.82
957007,Flash Sale,2024-10-14,Premium,Email,7155,454,51,1727.08,5407.31,2.75
148522,Membership Drive,2024-10-14,All,Social Media,7279,693,93,4386.41,9441.08,2.27
479381,Category Promotion,2024-10-14,Premium,Email,5884,689,14,2415.08,3067.78,2.57
197209,App Push Notification,2024-10-14,Premium,SMS,1558,415,49,2979.87,3609.89,2.93
391697,Email Campaign,2024-10-14,Inactive,Email,8221,910,13,1357.64,4046.13,2.87
614584,Referral Program,2024-10-14,All,SMS,6749,792,24,4576.84,5500.51,3.45
142389,New User Discount,2024-10-13,All,SMS,3365,963,12,3397.73,7077.5,2.86
289397,Weekend Special,2024-10-13,All,App,8092,974,18,1253.01,4088.11,3.03
171934,Festival Offer,2024-10-13,Premium,SMS,8092,327,52,2546.42,3189.71,2.96
690497,Flash Sale,2024-10-13,All,Email,9841,105,95,4278.17,7796.05,3.51
432807,Membership Drive,2024-10-13,New Users,App,7336,160,53,2485.13,3512.87,1.97
167425,Category Promotion,2024-10-13,New Users,App,7572,763,87,2233.11,6294.83,2.14
808905,App Push Notification,2024-10-13,New Users,App,6174,472,59,2242.83,6950.51,3.39
71699,Email Campaign,2024-10-13,Premium,SMS,3743,573,68,3512.16,7812.0,3.02
652119,Referral Program,2024-10-13,New Users,App,8629,951,23,4036.51,9053.65,2.71
618967,New User Discount,2024-10-12,New Users,App,1582,975,96,1487.46,7566.78,3.96
284634,Weekend Special,2024-10-12,New Users,App,3803,465,55,1690.55,5220.23,2.0
139196,Festival Offer,2024-10-12,All,Email,8047,726,47,2066.11,7037.37,3.56
487782,Flash Sale,2024-10-12,New Users,Email,1732,919,93,3754.68,4181.59,2.94
33956,Membership Drive,2024-10-12,Inactive,Social Media,9818,161,75,3600.34,7589.85,2.57
907406,Category Promotion,2024-10-12,All,Social Media,6043,814,75,4668.71,4446.99,1.97
313154,App Push Notification,2024-10-12,New Users,Social Media,6666,106,85,4173.34,3090.57,1.84
719685,Email Campaign,2024-10-12,All,SMS,1248,502,17,2981.17,5981.93,3.99
584304,Referral Program,2024-10-12,New Users,Email,7619,727,53,3264.04,7285.68,3.51
14008,New User Discount,2024-10-11,Premium,Social Media,7827,694,82,4438.83,7975.61,3.6
348891,Weekend Special,2024-10-11,New Users,Social Media,9723,160,100,3776.75,5915.34,2.59
153487,Festival Offer,2024-10-11,All,Social Media,2923,886,19,4736.19,7987.64,2.61
40613,Flash Sale,2024-10-11,All,App,2551,550,64,4034.21,6741.3,2.4
98141,Membership Drive,2024-10-11,Inactive,Email,3858,293,65,2823.22,3763.71,2.45
640280,Category Promotion,2024-10-11,New Users,Social Media,4483,987,78,4604.45,8741.95,2.39
672292,App Push Notification,2024-10-11,Premium,SMS,4928,397,18,4151.88,6046.24,1.59
570197,Email Campaign,2024-10-11,Premium,App,1141,741,30,4295.89,6285.19,2.35
646308,Referral Program,2024-10-11,Inactive,SMS,6498,716,87,4191.4,3265.99,2.08
504773,New User Discount,2024-10-10,Premium,Social Media,1828,360,66,1481.29,9900.22,2.46
581434,Weekend Special,2024-10-10,All,Social Media,4318,859,77,2539.79,3356.92,3.04
208884,Festival Offer,2024-10-10,Premium,SMS,8503,257,85,2417.7,7564.77,3.65
44861,Flash Sale,2024-10-10,All,SMS,1281,519,64,3766.62,6098.23,3.95
267822,Membership Drive,2024-10-10,New Users,Social Media,2427,594,67,4812.47,9136.15,3.65
880055,Category Promotion,2024-10-10,Premium,App,3864,422,77,4521.91,9190.04,2.27
117014,App Push Notification,2024-10-10,Inactive,SMS,7568,537,80,4097.25,6494.2,2.81
560243,Email Campaign,2024-10-10,All,Social Media,3191,920,54,4674.18,7121.35,2.37
270705,Referral Program,2024-10-10,Premium,Social Media,3092,718,72,3281.4,7717.16,1.85
991219,New User Discount,2024-10-09,Inactive,App,4131,725,70,1980.81,5404.34,2.18
360358,Weekend Special,2024-10-09,Inactive,Social Media,4112,540,56,1487.4,6296.6,2.01
921285,Festival Offer,2024-10-09,Premium,SMS,3891,190,12,1427.62,2167.81,2.22
247209,Flash Sale,2024-10-09,Premium,App,3815,351,46,2246.88,5378.34,3.83
700286,Membership Drive,2024-10-09,Inactive,Social Media,8314,462,31,4745.57,8331.49,2.53
681783,Category Promotion,2024-10-09,All,App,6641,997,13,4227.26,4278.97,3.82
99247,App Push Notification,2024-10-09,New Users,App,4091,270,72,1486.72,7910.02,2.01
506051,Email Campaign,2024-10-09,All,App,5857,564,84,3662.32,5293.72,2.91
984675,Referral Program,2024-10-09,Premium,Email,6260,630,28,2575.54,9232.77,2.43
920182,New User Discount,2024-10-08,Premium,App,8521,263,97,4575.74,8327.76,1.53
410349,Weekend Special,2024-10-08,New Users,SMS,4497,774,78,3269.78,7706.28,3.38
480767,Festival Offer,2024-10-08,Premium,SMS,8249,570,76,2213.81,5793.07,2.44
704550,Flash Sale,2024-10-08,Inactive,SMS,7088,438,58,2353.7,2416.62,3.01
678289,Membership Drive,2024-10-08,Premium,App,4046,211,27,1630.04,9065.16,1.93
227876,Category Promotion,2024-10-08,Premium,Social Media,9786,216,86,2972.28,2731.11,2.4
981243,App Push Notification,2024-10-08,Premium,Email,2812,433,31,4413.07,8772.01,2.52
703756,Email Campaign,2024-10-08,Inactive,SMS,5291,476,10,4082.16,4658.52,3.54
196871,Referral Program,2024-10-08,New Users,Email,5613,857,56,1034.9,8995.1,3.66
645197,New User Discount,2024-10-07,All,Email,8029,981,47,4087.75,4305.53,3.19
757353,Weekend Special,2024-10-07,All,Social Media,7518,977,99,2771.88,4162.21,2.35
61497,Festival Offer,2024-10-07,All,SMS,4984,871,38,2497.43,8615.47,3.1
79554,Flash Sale,2024-10-07,Premium,App,4202,102,17,2513.73,6299.72,2.53
868464,Membership Drive,2024-10-07,New Users,Email,6939,424,55,3927.86,9281.61,2.76
476429,Category Promotion,2024-10-07,Premium,SMS,2581,723,33,3518.26,8412.23,2.72
878025,App Push Notification,2024-10-07,All,Email,1081,889,55,1227.18,6710.8,2.55
350110,Email Campaign,2024-10-07,Inactive,SMS,7933,711,24,3857.05,3523.62,2.12
660754,Referral Program,2024-10-07,Premium,Email,5780,741,85,2377.05,4349.01,2.79
719962,New User Discount,2024-10-06,Inactive,App,2358,397,41,1189.46,7674.93,2.91
880415,Weekend Special,2024-10-06,Inactive,App,9977,636,41,3025.67,7559.58,2.85
820323,Festival Offer,2024-10-06,All,SMS,2274,820,23,1102.91,7440.51,2.8
178021,Flash Sale,2024-10-06,Inactive,Email,4171,561,65,4676.32,2214.84,3.12
983547,Membership Drive,2024-10-06,All,SMS,7939,264,14,1753.8,2660.08,3.48
971866,Category Promotion,2024-10-06,New Users,SMS,8760,191,78,4339.28,5537.59,2.24
452929,App Push Notification,2024-10-06,All,Email,3100,710,37,4313.18,7681.84,2.9
772590,Email Campaign,2024-10-06,All,App,7054,838,11,2847.69,4782.03,3.87
175213,Referral Program,2024-10-06,New Users,Email,6788,454,19,4454.21,8202.7,3.54
121986,New User Discount,2024-10-05,New Users,App,5915,556,60,4173.92,6644.74,1.94
591904,Weekend Special,2024-10-05,New Users,Social Media,5590,976,70,1106.09,3476.56,2.83
75541,Festival Offer,2024-10-05,Inactive,Social Media,3427,380,34,1833.76,9020.25,1.91
185728,Flash Sale,2024-10-05,Inactive,SMS,2108,412,45,4877.23,2501.9,3.27
801086,Membership Drive,2024-10-05,All,Social Media,1475,859,84,2772.31,2590.49,3.23
608227,Category Promotion,2024-10-05,New Users,App,6540,801,95,1269.01,6385.74,3.17
615865,App Push Notification,2024-10-05,All,Social Media,6166,558,88,3932.73,7898.49,3.1
723498,Email Campaign,2024-10-05,Inactive,App,6801,104,32,2500.47,8843.86,2.5
702150,Referral Program,2024-10-05,New Users,SMS,9703,566,61,4213.46,3232.52,1.63
454301,New User Discount,2024-10-04,New Users,Email,5611,206,73,4129.01,7558.84,2.59
609827,Weekend Special,2024-10-04,Premium,App,2256,396,85,4797.55,4184.93,2.45
183687,Festival Offer,2024-10-04,New Users,Email,6759,534,22,2307.54,8842.15,3.35
410483,Flash Sale,2024-10-04,New Users,SMS,4886,469,46,2746.41,5753.43,2.6
32579,Membership Drive,2024-10-04,Premium,Email,3616,848,27,1841.76,3599.71,2.61
592974,Category Promotion,2024-10-04,New Users,App,4701,260,75,4980.88,3506.19,1.92
419190,App Push Notification,2024-10-04,New Users,App,9171,307,32,3036.79,8952.45,1.8
366900,Email Campaign,2024-10-04,Premium,App,2462,122,88,2835.74,9933.1,2.44
831297,Referral Program,2024-10-04,New Users,Email,2449,354,33,1225.24,7402.01,1.75
629614,New User Discount,2024-10-03,Premium,Social Media,5380,763,43,3899.44,8589.47,2.19
589617,Weekend Special,2024-10-03,All,SMS,8710,694,90,3191.69,2457.71,2.32
845251,Festival Offer,2024-10-03,Premium,SMS,3296,228,18,2676.04,4240.85,1.86
214319,Flash Sale,2024-10-03,Inactive,App,5160,547,55,4418.48,9870.04,1.6
980989,Membership Drive,2024-10-03,New Users,App,9200,521,19,3255.93,3768.57,2.68
175779,Category Promotion,2024-10-03,Premium,Social Media,3255,612,10,2766.51,9581.99,3.26
161133,App Push Notification,2024-10-03,New Users,Email,6874,869,16,1642.59,3025.99,2.88
282457,Email Campaign,2024-10-03,Inactive,SMS,3373,371,17,2077.07,3507.33,3.57
310121,Referral Program,2024-10-03,All,Email,4041,178,21,3636.84,9487.96,2.4
304134,New User Discount,2024-10-02,New Users,SMS,4440,339,26,1426.39,2072.15,3.61
884872,Weekend Special,2024-10-02,New Users,Email,5164,978,89,1058.86,4846.78,3.24
408124,Festival Offer,2024-10-02,All,Email,8702,580,58,3045.76,3814.41,1.88
