order_id,product_id,quantity,unit_price
5127172657,913428,2,392.22
8607115856,324809,1,608
7154957395,516376,1,877.43
2070762702,566052,3,87.3
3697242439,897083,2,972.69
3063427913,799952,2,922.64
2060061337,690565,1,951.27
4625892678,317242,1,198.15
6045698170,965755,3,532.57
7876289647,863930,1,242.57
3434084714,264803,2,995.98
9031695663,697683,1,123.74
1955989715,679284,1,877.89
3459500455,992178,1,632.43
5953376503,300159,1,44.35
121874867,952124,3,127.08
2460545397,925482,1,475.04
9690050839,500633,2,154.5
2574349065,123983,3,785.67
2461936988,272170,2,140.8
6447596416,70969,1,631.7
7228452275,757274,2,98.32
6696750742,14145,2,630.84
822235931,611575,3,482.06
7678251499,704868,1,193.46
2497341976,451933,1,568.94
9107314128,820541,3,576.22
9855726256,349294,2,934.75
9398719862,615545,2,448.16
379494532,654297,3,13.25
1048784963,451933,2,568.94
4386246924,613942,2,545
2050362692,366066,1,918.58
4142963293,287070,1,443.17
9753528654,137909,1,864.3
8126970833,700048,3,141.28
9747814712,256783,2,906.54
6281619403,131136,2,37.8
436184281,15314,3,578.85
9799231260,39154,3,946.86
4071811527,661577,1,720.95
5645359563,723678,3,675.46
9411813703,557908,3,942.37
4270217473,336847,2,936.98
279851011,34186,3,925.65
6260524887,94225,2,77.11
5853998391,257719,2,281.73
9931976872,118820,3,12.32
8432209832,336847,1,936.98
6023721507,327290,1,862.28
3042338919,679284,3,877.89
233646065,803607,1,949.73
9870610018,615545,2,448.16
1398230967,951463,3,787.4
8615488922,566052,3,87.3
2748841057,552496,2,508
1375867721,500633,3,154.5
8595141097,274207,1,328.51
4673382071,256783,1,906.54
2948696008,131937,2,287.81
6839692624,67197,2,552.2
5770951298,329351,3,310.87
5084771819,154179,2,582.87
422403644,317242,1,198.15
7176758896,492958,2,84.2
8252905093,647462,3,326.42
1488561572,585299,1,799.46
6212984517,853932,1,941.19
6309784337,120532,1,697.53
4613890018,490602,1,549.47
3429728472,851978,1,715.72
267738904,606256,2,369.28
3850416839,697683,3,123.74
3412702479,444361,3,822.63
2016183232,14145,3,630.84
3810280204,880510,3,951.43
2416767295,284460,1,505.95
2283439407,376447,1,724.84
4328802292,378676,2,881.42
7072715691,863930,2,242.57
5640741373,89084,2,598.83
6931094066,461804,3,310.69
3417088709,366066,3,918.58
4424404315,313754,2,136.6
2444087306,366066,1,918.58
486085268,354409,3,325.08
1731312620,589812,1,163.03
6475582506,140489,2,650.2
1868581378,552883,3,888.16
8884235937,859361,2,432.39
4590662628,131937,2,287.81
992302540,993331,2,102.44
7169974633,153019,2,947.95
6703651257,954722,1,616.45
7180810221,659290,3,319.34
7875587578,832348,1,831.43
2578671497,118820,2,12.32
6284350691,112390,2,877.98
5383261788,557908,2,942.37
6590867973,712307,2,264.89
8787105023,398340,1,651.93
1402916311,516376,2,877.43
9715205272,440875,2,275.03
3946852375,894539,3,445.48
3367039425,385113,1,816.38
687711388,542300,3,255.35
647012431,18035,2,968.94
7143278295,647462,1,326.42
9736844695,564692,1,215.65
5933289680,747801,2,277.76
9494303116,336847,3,936.98
9337878102,654623,3,422.14
6872621077,228286,2,179.08
7330237253,677169,1,261.03
7942616242,970529,3,827.44
238520071,537274,2,702.71
5812379362,833557,1,422.87
2616623847,853932,3,941.19
2040854480,684939,1,727.95
5456484560,324809,1,608
883309006,131748,1,81.35
6528341992,336847,2,936.98
3263203775,563740,1,96.33
3660010934,613942,3,545
7944885043,760828,1,563.45
2506369831,144124,2,162.67
697061213,398340,2,651.93
7079057004,714999,2,882.51
1556153632,739448,3,755.66
2161235338,704868,3,193.46
1247978468,712003,1,671.68
5437627061,679865,1,347.91
9091960039,689769,1,46.62
619198317,194682,1,912.29
9833179291,272170,2,140.8
4148760273,51036,2,931.61
7206041763,124290,3,39.65
690097648,291238,2,746.03
4197061567,621677,3,317.8
2009394836,237083,3,577.13
277502363,667163,1,441.2
4356959622,91670,2,439.24
174306009,832348,1,831.43
9582674091,433521,2,321.33
8675579025,317242,1,198.15
5195999941,34186,3,925.65
5210007923,492958,1,84.2
6595771960,949818,3,483.05
4247338382,354409,1,325.08
819143326,891833,2,493.19
3830844750,487065,3,374.68
1687314172,378287,2,332.84
6756007265,820973,1,114.52
489762747,349294,2,934.75
7509195875,704868,1,193.46
2370917070,500739,1,359.98
2055388266,107548,1,891.6
8969304162,9436,2,88.43
5412674107,644847,2,622.81
1536516619,313754,3,136.6
3858907413,51036,1,931.61
4976389251,4452,1,169.88
2218319201,378287,1,332.84
6729422433,552496,2,508
1354097448,15314,2,578.85
8952275304,757274,3,98.32
436603801,557908,2,942.37
5273875984,859361,1,432.39
9290203003,714999,1,882.51
6240982373,70969,3,631.7
2718348206,243235,2,109.03
4903544026,470449,3,827.77
2827266949,937542,3,97.04
4278423074,880510,2,951.43
645916247,812607,1,416.65
5816647866,432617,2,863.18
7282397914,600767,1,722.42
3260611473,712307,1,264.89
8638163868,832348,1,831.43
177850987,237083,2,577.13
9653859166,272170,1,140.8
9991338690,26060,1,342.94
1714593246,613942,3,545
9742461226,478531,3,825.46
3314393477,901144,3,340.36
4188317986,951463,1,787.4
1646665366,654297,3,13.25
9558804585,953175,2,225.21
9047652469,319388,3,657.8
2893800377,187399,1,53.49
6139157985,753354,3,423.56
6029394789,803607,1,949.73
5874940276,91670,1,439.24
5205211911,561860,2,874.78
5314758068,552883,3,888.16
484869710,15314,2,578.85
9957728938,455755,2,44.09
3136056666,555121,1,354.91
4926104391,642612,2,517.03
1827844756,681063,1,321.28
7032037874,491314,3,973.44
3779230503,82484,3,914.88
3473012553,951463,2,787.4
7988504487,91670,3,439.24
7193792738,500633,3,154.5
1533583386,240179,1,90.56
7750989397,300159,1,44.35
4434816229,537274,1,702.71
6896732047,187399,3,53.49
4740837071,833557,3,422.87
6649631729,863930,3,242.57
5351526726,962054,2,16.86
1506082041,880510,1,951.43
1023260165,470449,1,827.77
8257032403,859361,1,432.39
7216524192,15314,2,578.85
8619795820,449106,2,48.55
6494708839,140154,2,171.2
9859249765,600767,3,722.42
3528020011,592784,2,280.35
5937934264,462526,3,449.97
2976477423,585299,2,799.46
1002438039,709916,3,33.76
2571163022,487931,3,709.08
6850221497,812607,3,416.65
4706569127,15314,1,578.85
8168261752,349294,2,934.75
5828325906,15314,2,578.85
5012271549,67197,1,552.2
8110316958,451812,3,530.85
3190808443,140489,3,650.2
7175472728,435929,2,856.89
6011117738,658389,3,152.55
5592928753,992178,2,632.43
3952040848,927651,2,426.72
7026479520,613942,1,545
6572695161,70969,1,631.7
9090769419,305754,1,979.99
5979489110,853932,1,941.19
964698323,257719,3,281.73
2304242664,516376,3,877.43
2483843748,812607,3,416.65
2560588609,186168,1,878.8
9268920928,9436,2,88.43
9554019312,578097,1,267.61
3749174258,613942,3,545
3947164241,131136,2,37.8
487327038,673058,3,765.76
8830321199,894539,2,445.48
3811318591,585299,1,799.46
6795601573,677542,1,212.61
2348495717,709916,3,33.76
9505736584,667163,1,441.2
1857227304,194682,1,912.29
5506485302,491521,1,556.35
6074837981,373536,3,494.17
4150569633,820973,2,114.52
609838437,382511,3,702.54
5229657139,487931,1,709.08
2589639350,500739,3,359.98
7656948165,901144,3,340.36
1806563605,183929,1,738.74
359819834,952168,2,236.95
1908423841,449106,2,48.55
299859815,707935,2,820.9
923659418,217710,1,58.59
3560625119,679865,3,347.91
7111490680,317242,3,198.15
5766981431,53833,2,134.69
8609945311,853932,3,941.19
1691260635,707935,1,820.9
8742091504,349294,3,934.75
1997833025,123983,1,785.67
3588296877,757274,2,98.32
2404804990,557908,1,942.37
8091385479,14145,1,630.84
7133174424,264803,1,995.98
6110446321,272170,1,140.8
6964586050,378230,1,166.42
2351986014,589812,2,163.03
352569720,757274,1,98.32
1235280275,491521,2,556.35
9399859705,217710,1,58.59
7530379037,952168,3,236.95
5952886441,328457,3,858.57
5815833211,373536,2,494.17
7307394687,739448,2,755.66
6033014029,587645,1,801.81
1409944718,153019,3,947.95
1811382200,131748,3,81.35
4485391413,863930,3,242.57
4076279641,684939,3,727.95
2965387566,615545,2,448.16
9397774189,112390,2,877.98
1437159967,803607,3,949.73
8397785448,131136,2,37.8
2778606949,654623,2,422.14
1774096863,784827,1,274.25
1497256618,853932,1,941.19
734095510,313754,1,136.6
5755859055,473929,3,440.19
5840290569,760828,1,563.45
8200985533,555121,2,354.91
3255590064,709916,1,33.76
4258404747,272170,1,140.8
2455161115,131748,2,81.35
4448004569,455083,2,959.01
5951090793,615545,1,448.16
7402491996,672059,2,672.73
8532411923,77308,3,223.27
7130555385,365133,3,915.45
4338197132,107548,3,891.6
8044366071,131937,3,287.81
4135251774,114414,2,832.06
6331483812,291238,1,746.03
6705171000,9436,3,88.43
7850128898,962054,1,16.86
3602554049,818522,3,96.09
1070259187,949818,1,483.05
8412338399,187399,2,53.49
1478022303,600767,2,722.42
2376108199,564692,2,215.65
5243035202,991434,3,237.62
3687581971,739448,2,755.66
7008586055,839170,1,481.63
5142069216,734789,2,395.82
4152441944,712307,2,264.89
5601670348,491521,1,556.35
605105099,542300,1,255.35
4054936140,461804,1,310.69
8741892156,540618,2,317.05
9143640828,140489,2,650.2
6900876252,367391,2,939.55
9801174908,837480,1,217.4
551343632,272170,3,140.8
7961173808,131937,3,287.81
328909145,681063,3,321.28
5551173528,762527,2,690.08
4461788759,876139,2,415.75
7256212429,217710,3,58.59
9104077642,118820,2,12.32
2914056235,930284,3,189.47
9127632807,681063,3,321.28
6070154414,784827,1,274.25
2318969828,123983,1,785.67
3813047994,18035,2,968.94
1416102774,56589,2,517.77
8086834412,566052,2,87.3
6193826826,478531,3,825.46
8444509148,853932,3,941.19
42332130,365133,1,915.45
6009342120,272170,2,140.8
4818516411,367391,3,939.55
1039229544,243235,3,109.03
1515943657,760684,3,71.6
9183547951,461804,2,310.69
8478376092,952168,1,236.95
1454073903,34186,3,925.65
2855402284,451812,2,530.85
7245730533,647462,2,326.42
2272892659,51036,3,931.61
9087377568,432617,1,863.18
8443685057,525531,1,831.1
1590988730,764014,3,612.04
7357811417,692985,2,197.39
394951937,63769,1,878.07
3967445448,832348,3,831.43
6101022928,256783,3,906.54
6322372546,613942,3,545
9778782281,818990,3,163.55
3867563962,647462,1,326.42
9277710098,542300,2,255.35
7669322773,77308,2,223.27
3917427529,771228,2,83.18
1934158144,120532,1,697.53
3157338466,847349,2,781.08
9640662474,760684,3,71.6
2356272189,604184,3,397.55
1380510406,602241,1,976.55
8008377895,349294,2,934.75
3680678403,313754,3,136.6
2847236502,871592,1,870.29
5212392063,532965,1,307.23
3804024939,57405,2,607.67
5395870775,432617,3,863.18
511736499,4452,1,169.88
2895886759,949818,1,483.05
6638513435,306177,3,769.24
4168083780,187399,1,53.49
2501516144,652118,3,22.04
7141387557,349294,3,934.75
2747350024,186168,3,878.8
9503407492,764014,2,612.04
4845607487,513199,1,422.23
2051769691,890232,1,432
1092990139,820973,2,114.52
5527612319,690565,3,951.27
8852367079,714999,3,882.51
1666202264,337168,2,545.49
8606484804,654297,1,13.25
8905341102,937542,2,97.04
5418735913,606256,1,369.28
970377475,734789,2,395.82
7320527109,291238,2,746.03
5120698,187399,1,53.49
3812396179,114414,3,832.06
8178951021,18035,3,968.94
2479115586,532965,2,307.23
6239453389,880510,2,951.43
3136508414,435929,3,856.89
5521273487,18035,2,968.94
5445047872,723678,3,675.46
3678525130,451812,1,530.85
9328056960,237083,2,577.13
2109203997,131937,1,287.81
556665455,876139,3,415.75
6573705785,567671,2,418.48
2609502403,131136,1,37.8
1463293930,689769,1,46.62
8132887999,433521,2,321.33
7178789018,112390,1,877.98
2295700159,760828,3,563.45
9277089038,837480,2,217.4
145057465,26060,3,342.94
9452353274,34186,1,925.65
5434328922,837480,2,217.4
3327051807,516376,3,877.43
1461604569,812607,1,416.65
606518084,60619,1,726.41
7637625389,585299,1,799.46
7311621328,317242,3,198.15
8790217194,589812,2,163.03
1772445313,557908,3,942.37
159394992,473929,1,440.19
7992910755,243235,1,109.03
1786931285,679321,1,738.46
2225520858,448752,3,160.07
5635738740,319388,2,657.8
2230824358,679284,1,877.89
9217211301,681063,2,321.28
4501870609,839170,2,481.63
838401679,832348,3,831.43
9587315528,623234,3,329.79
3122936945,880510,1,951.43
6093390755,337168,1,545.49
2032956677,993331,1,102.44
1488430001,807452,3,144.19
615391848,284460,1,505.95
8686093533,492958,2,84.2
7038758506,51036,2,931.61
2385966456,451933,3,568.94
259622674,154179,2,582.87
2580381935,137909,2,864.3
5035471587,927651,2,426.72
9421270813,154179,1,582.87
1831516625,264803,3,995.98
1918841793,256051,1,400.92
1757159071,589812,2,163.03
7589464630,961614,1,227.22
1577085460,723678,3,675.46
2279018877,993331,2,102.44
7431412128,136533,2,826.21
8781520615,689769,2,46.62
1276192882,853932,1,941.19
4065794921,120385,3,597.91
1690800946,589812,1,163.03
877883470,4452,2,169.88
7322044533,382511,3,702.54
5243163885,833557,1,422.87
4360255357,91670,3,439.24
9623306038,365133,2,915.45
6282385286,807452,2,144.19
1001900652,217710,2,58.59
5161988291,82484,2,914.88
3597752998,376447,1,724.84
9074325310,11422,2,127.16
8875965392,361361,3,826.21
971081962,673058,3,765.76
1948332638,18035,2,968.94
1785558780,689769,1,46.62
7590462053,228286,3,179.08
2135743860,647462,1,326.42
9851365751,222892,3,869.22
9243090480,385113,3,816.38
7168596454,563740,2,96.33
2483565595,52729,1,316.02
2484470052,721521,2,417.39
7702588270,305754,2,979.99
5992338333,63769,2,878.07
9196796718,965755,1,532.57
3291765954,171602,2,883.44
652616858,589812,3,163.03
2613508245,123983,3,785.67
8169361928,818990,2,163.55
9395982132,891833,2,493.19
1914701538,962591,1,130.01
6236279358,77308,1,223.27
2288561509,968887,3,40.7
2010415757,820973,3,114.52
7164827734,9436,2,88.43
7971819985,764014,3,612.04
8234021674,123983,3,785.67
4274404843,803607,1,949.73
7353519273,927651,1,426.72
8539612501,707935,1,820.9
5894327065,953175,3,225.21
77053363,883013,3,989.88
4467084478,833557,2,422.87
3514036230,107548,2,891.6
4720421794,532965,2,307.23
3202903413,140489,3,650.2
6938082428,764014,2,612.04
9202941711,144124,2,162.67
8963522960,264803,2,995.98
9266835891,243235,2,109.03
5265722064,672059,3,672.73
5514326011,677542,1,212.61
9578652103,15314,1,578.85
3559061334,706112,3,478.79
637944734,4452,3,169.88
7454643275,365132,3,229.38
4319342350,951463,2,787.4
7568450733,871592,2,870.29
734744305,77308,3,223.27
5233331050,171602,3,883.44
8326867788,798639,3,211.25
8368819094,968887,3,40.7
8700151605,820541,2,576.22
6269179048,700048,3,141.28
1265254177,435929,1,856.89
9858963919,140489,3,650.2
7279564594,336847,2,936.98
6983253839,913428,3,392.22
9479808024,712307,2,264.89
3583522679,712003,1,671.68
1923226423,365133,2,915.45
664198080,615545,1,448.16
4224700084,305754,1,979.99
969621016,540618,3,317.05
8178275820,136533,2,826.21
4949766982,490602,2,549.47
5258344385,712307,3,264.89
8101930640,833557,1,422.87
6703316563,365132,1,229.38
7680297690,970529,2,827.44
7256340388,673058,3,765.76
2538269668,557908,1,942.37
7506762237,700048,1,141.28
6585436114,652118,1,22.04
9852996866,107548,2,891.6
1991135167,901144,3,340.36
7765110772,563740,2,96.33
3520718052,51036,3,931.61
5388573375,652118,3,22.04
8977771682,63769,2,878.07
3596900942,537274,2,702.71
155295996,365133,3,915.45
1945536198,34200,3,319.8
2550246555,89084,3,598.83
4287631655,969851,2,340.66
2033683703,954722,3,616.45
9453583714,623234,3,329.79
852886125,679284,3,877.89
5705899665,784673,1,491.39
5706043483,6405,3,236.51
5190422833,962591,3,130.01
7178188501,712307,2,264.89
2864819888,425341,3,486.28
7107216633,600767,1,722.42
1685382357,329351,2,310.87
7562902958,927651,1,426.72
2819953077,762527,3,690.08
8453462258,542300,3,255.35
4605056279,473929,1,440.19
5998035939,642612,1,517.03
2311501690,144124,2,162.67
356495722,807452,2,144.19
2695448838,962591,1,130.01
6986791144,500633,1,154.5
8619571588,820541,3,576.22
4088553674,606256,2,369.28
8177907004,945635,2,778.9
8533749006,490939,1,80.25
8694014791,478531,1,825.46
6311012195,222892,3,869.22
1312767771,704868,2,193.46
214919848,328457,1,858.57
5521682945,888807,3,230.58
5305770811,264803,2,995.98
5842420654,714999,2,882.51
4566893863,228286,3,179.08
1523729855,647462,2,326.42
2899786983,336847,1,936.98
9202528884,18035,1,968.94
4338327693,228286,2,179.08
6295686357,942001,1,671.55
6396194687,89084,1,598.83
5662786245,563740,1,96.33
4868150114,564692,3,215.65
502764834,112390,2,877.98
5056125341,378287,3,332.84
6388618916,41853,1,910.44
3508668494,366066,2,918.58
5289436093,890623,1,354.52
7596333614,481843,2,297.68
6284076508,888807,1,230.58
340050407,880510,1,951.43
5927472701,747801,1,277.76
9216536492,219598,1,367.08
3742662928,397973,2,728.73
4797768073,34200,1,319.8
6767935470,690565,1,951.27
1963703928,644847,1,622.81
552470423,762527,1,690.08
739434870,367391,3,939.55
7930373606,901144,1,340.36
5374978054,146840,3,786.85
4361797433,739534,2,994.56
2002067527,317242,3,198.15
4228110436,366066,2,918.58
1251118825,953175,3,225.21
7165265639,890232,3,432
1255323701,847349,1,781.08
807934194,256783,1,906.54
7968718292,11422,3,127.16
2620531979,336847,2,936.98
6943430459,871592,1,870.29
5607355353,707935,2,820.9
6696352636,537274,3,702.71
9325920156,784827,1,274.25
2286477025,949818,2,483.05
6704773223,723678,3,675.46
1435353007,336847,1,936.98
8080970647,91670,1,439.24
5881633926,6405,1,236.51
4435459085,291238,1,746.03
6172529406,327290,2,862.28
9127879048,890623,2,354.52
3806545110,760828,3,563.45
6919395718,461804,1,310.69
5277462976,654297,3,13.25
3606274277,992178,2,632.43
2065203676,228286,1,179.08
4042066387,961614,3,227.22
3604982656,968887,2,40.7
1149676745,94225,3,77.11
3895011687,349294,1,934.75
772505056,313754,2,136.6
5574765914,51036,3,931.61
8812616740,673058,2,765.76
1486655525,34186,1,925.65
8423025639,365132,3,229.38
9020705185,654623,2,422.14
7719808698,118820,3,12.32
3414036630,767398,2,22.14
4157869967,848226,3,209.59
4873887251,652118,1,22.04
8031946454,455083,1,959.01
8168056170,194682,3,912.29
3108512811,993331,2,102.44
1680591951,131748,1,81.35
559245731,461804,1,310.69
8655600303,440875,2,275.03
8247327365,704868,3,193.46
9153347285,89084,2,598.83
1977533409,137909,1,864.3
2433646621,94225,2,77.11
22830983,890232,3,432
1143763031,961614,3,227.22
8524056436,540618,1,317.05
4262338791,557908,3,942.37
187728451,880510,1,951.43
6754346312,930284,1,189.47
5790622967,137909,3,864.3
4305348838,927651,1,426.72
2902411553,832348,1,831.43
3691199770,564692,1,215.65
775709102,818990,2,163.55
5262508570,689769,2,46.62
192109127,721521,2,417.39
1108215973,851978,3,715.72
1719134546,473647,3,43.05
5280263316,847349,1,781.08
9448306266,487065,1,374.68
8023626961,673058,1,765.76
1118405605,287070,3,443.17
8226034341,723678,2,675.46
6976835753,563740,3,96.33
9171564499,807452,2,144.19
5393607402,965755,1,532.57
5670040592,700048,1,141.28
6736891890,942001,3,671.55
1223255075,820541,1,576.22
8158413630,654623,3,422.14
7867573412,741341,3,923.84
1624690598,799688,3,309.62
8968945932,52729,3,316.02
1645212433,473929,2,440.19
9187046038,53833,2,134.69
9305357757,721521,2,417.39
8312320295,654623,3,422.14
3256941332,952168,3,236.95
8980502814,256783,3,906.54
9270396838,440875,1,275.03
2892588628,820973,3,114.52
8774158800,492958,2,84.2
2056131802,397973,3,728.73
3528007192,243235,3,109.03
2845333894,313754,3,136.6
6602340187,894539,3,445.48
721004875,677542,2,212.61
7435895360,820973,2,114.52
4217659083,692985,2,197.39
9710865146,451812,3,530.85
5375295409,709916,3,33.76
6286044248,490939,1,80.25
1708282193,818522,3,96.09
5746303677,56589,3,517.77
3271726381,319388,3,657.8
9802569856,602241,3,976.55
662460037,82484,2,914.88
8664447334,57405,1,607.67
3886370975,440875,1,275.03
3547006553,969851,1,340.66
2575965518,952168,1,236.95
1529363954,853932,3,941.19
8463856241,673058,2,765.76
2485242479,34186,3,925.65
9850673433,552883,3,888.16
2558680592,771228,1,83.18
2859167116,60619,1,726.41
1222236371,491314,3,973.44
344177904,970529,1,827.44
6126334783,425341,3,486.28
3742575364,240179,3,90.56
9272166174,367391,2,939.55
9416522701,217710,1,58.59
7305871805,853932,3,941.19
80296810,33955,2,186.08
2806868282,661577,3,720.95
707033578,820973,1,114.52
9026783092,432617,2,863.18
6229466619,449106,2,48.55
408720270,721521,3,417.39
8870165072,186168,1,878.8
1979319490,243235,1,109.03
840761323,883013,3,989.88
744721438,604184,2,397.55
7421707488,721521,2,417.39
1212718824,324809,2,608
9603256001,832348,2,831.43
5626888972,681063,1,321.28
2300753276,764014,1,612.04
869629562,237083,2,577.13
3429137520,993331,1,102.44
9957927297,449106,3,48.55
202466684,642612,1,517.03
8465721207,33955,2,186.08
6194827199,555121,2,354.91
3942174431,764014,2,612.04
3189863462,567671,2,418.48
5923573134,623234,2,329.79
6659747528,366066,3,918.58
6037541687,306177,3,769.24
2585438297,14145,3,630.84
8065774615,954722,3,616.45
1816814476,667163,2,441.2
5278014717,658389,1,152.55
4265447949,784827,3,274.25
6752221435,760684,1,71.6
8943989258,578097,1,267.61
4068367936,525531,2,831.1
5735156904,552496,1,508
2405929115,937542,3,97.04
7913167260,123983,1,785.67
1989751369,837480,3,217.4
7338050095,257719,3,281.73
9950986048,753354,1,423.56
5098703807,726958,3,887.48
6937485392,561860,1,874.78
1266440097,949818,2,483.05
7415490509,365133,3,915.45
7284991749,961614,2,227.22
4645792703,734789,2,395.82
3174938939,365132,3,229.38
1752712049,440875,1,275.03
8187201830,925482,3,475.04
6900896329,557908,2,942.37
3793977529,256051,3,400.92
194459698,760684,1,71.6
9330447952,376447,1,724.84
2097372277,757274,2,98.32
7060954153,903336,3,551.88
2921310646,63769,1,878.07
3983082555,94225,3,77.11
4867298468,82484,3,914.88
3402631472,91670,2,439.24
1648146562,398340,1,651.93
5907766010,114414,2,832.06
9233577456,131136,2,37.8
4084808075,324809,3,608
7217049550,552496,3,508
1831943568,799459,3,852.02
8707473624,990993,3,263.7
7075868285,336847,1,936.98
5164162918,784827,3,274.25
2175298644,970529,1,827.44
5882568464,623234,2,329.79
7847708619,837480,2,217.4
6366048116,679321,3,738.46
4926287333,747801,1,277.76
5532838325,264803,3,995.98
2567996236,714999,3,882.51
2655613624,131748,2,81.35
7706089549,990993,1,263.7
8257370396,451933,1,568.94
8623808984,462526,2,449.97
7579506101,487065,2,374.68
8861024199,329351,2,310.87
7666131311,39154,1,946.86
103589925,542300,3,255.35
7346858138,552496,3,508
4963962664,820541,1,576.22
9069936094,991434,3,237.62
4665363191,187399,3,53.49
888510905,256051,2,400.92
6876091286,903336,3,551.88
2592923105,925482,3,475.04
2468550508,473647,2,43.05
5302956276,56589,3,517.77
9409714182,658389,1,152.55
1446221570,952168,2,236.95
8250036360,256051,3,400.92
447464341,378230,2,166.42
15642223,937542,3,97.04
3285378238,291238,2,746.03
2356483296,382511,1,702.54
3382911339,697683,1,123.74
3690872026,951463,3,787.4
6755367585,561860,1,874.78
6835850079,880510,3,951.43
9345418784,771228,3,83.18
7185243614,552883,3,888.16
2319044818,615545,1,448.16
931834374,41853,3,910.44
8485398781,33955,2,186.08
9806464912,133542,3,68.49
8214365128,542300,2,255.35
137089318,39154,2,946.86
7615602420,714999,3,882.51
3995348964,697683,3,123.74
3816542830,942001,3,671.55
9665004924,349294,3,934.75
1728547597,798639,2,211.25
5311190131,965755,2,532.57
9581592141,4452,3,169.88
4848863693,876139,1,415.75
6374883107,473929,1,440.19
3270131216,820973,3,114.52
2643382562,563740,3,96.33
5212524996,784827,1,274.25
9594095277,925482,1,475.04
8375863419,962591,1,130.01
7523880783,880510,3,951.43
9670158103,647462,2,326.42
4344108631,880510,3,951.43
2237858,585299,1,799.46
3217791988,890623,1,354.52
3355718103,478531,2,825.46
9590518103,140154,2,171.2
6610120274,552496,2,508
1180899898,274207,1,328.51
8758992688,891833,1,493.19
6965716176,970529,3,827.44
5527742274,712003,2,671.68
826610039,589812,3,163.03
3303891913,313754,2,136.6
2489292878,969851,2,340.66
8589851630,687218,2,317.82
4598897781,709916,3,33.76
6932356214,131748,2,81.35
3499004322,34200,1,319.8
7517620171,687218,2,317.82
172987148,901144,3,340.36
8347207794,890623,1,354.52
9472355181,962054,1,16.86
1315064289,883013,2,989.88
9371869941,712307,2,264.89
5184568404,704868,2,193.46
5891002534,361361,2,826.21
1479730711,123983,3,785.67
7651037338,274207,2,328.51
8763754537,723678,3,675.46
7683813608,658389,2,152.55
6722955128,949818,1,483.05
8259274680,256783,3,906.54
4620484274,9436,2,88.43
8260569466,144124,3,162.67
8498916204,537274,3,702.71
3209538967,82484,1,914.88
2570640420,542300,1,255.35
2066843639,764014,3,612.04
7402125753,319388,2,657.8
9171089443,274207,3,328.51
3272079644,741341,1,923.84
438111050,171602,1,883.44
7416160835,222892,1,869.22
4075074492,140154,1,171.2
5536024334,600767,3,722.42
2013140214,962054,3,16.86
1113582397,757274,2,98.32
1083928258,264803,1,995.98
4906957374,818990,3,163.55
1876614122,366066,2,918.58
6556180328,839170,1,481.63
7960553477,585299,3,799.46
6335972517,949818,2,483.05
6254948159,726958,3,887.48
7527936057,107548,3,891.6
6257851675,677169,2,261.03
6832610950,9436,3,88.43
5085005195,697683,3,123.74
2177207547,448752,1,160.07
3043364543,186168,1,878.8
2823404098,891833,3,493.19
646676955,77308,2,223.27
5756607486,613942,3,545
9373691795,880510,1,951.43
2611601543,661577,1,720.95
1491360686,621677,2,317.8
1824533423,949818,2,483.05
2913841018,799688,1,309.62
