Date,ProductID,StockQuantity
2022-01-14,377,790
2022-12-25,191,988
2024-06-08,466,29
2022-12-11,100,807
2022-12-16,137,701
2023-01-05,410,821
2024-06-19,396,187
2022-12-23,140,950
2023-03-15,311,775
2024-05-19,362,100
2023-09-22,358,165
2023-12-09,196,668
2022-03-11,114,525
2023-09-11,148,523
2024-06-14,388,452
2022-10-12,2,377
2024-09-07,469,115
2022-12-25,412,903
2022-01-02,250,347
2023-11-13,182,601
2023-05-07,414,194
2023-03-19,496,458
2023-02-12,76,951
2022-12-04,26,392
2023-11-04,422,352
2022-08-03,230,431
2024-10-13,276,317
2022-08-24,87,23
2022-06-01,287,23
2024-06-23,429,792
2023-06-17,411,374
2024-10-28,454,866
2023-12-12,146,298
2022-07-14,157,235
2022-02-24,261,940
2024-03-05,111,75
2023-01-23,116,990
2023-11-09,184,667
2023-02-10,484,545
2022-08-10,250,827
2022-02-10,273,478
2024-04-27,363,988
2024-06-25,324,320
2022-01-26,416,492
2023-03-15,391,368
2024-01-06,448,57
2023-11-29,399,924
2024-10-27,57,485
2024-05-02,230,549
2023-02-19,426,82
2022-08-06,435,250
2021-12-20,490,955
2024-08-06,308,11
2023-06-04,279,415
2024-05-20,160,158
2023-05-10,128,374
2022-04-28,302,872
2023-05-10,123,675
2022-09-27,482,693
2021-12-14,313,150
2023-07-23,107,97
2023-09-25,290,73
2023-06-09,173,431
2024-10-15,134,540
2024-02-17,307,103
2023-04-22,254,924
2022-11-24,284,795
2023-07-25,475,838
2023-05-20,43,87
2022-03-20,52,200
2023-10-01,92,495
2023-06-09,492,594
2023-12-05,466,949
2024-01-15,157,950
2022-09-17,455,147
2022-01-10,65,240
2024-08-19,344,143
2022-02-09,440,869
2023-02-08,471,500
2023-11-08,345,575
2024-02-14,463,629
2022-03-20,93,397
2022-05-12,190,241
2023-02-16,417,778
2022-08-28,29,633
2022-05-16,61,103
2024-03-03,114,772
2023-11-18,117,880
2023-08-19,49,201
2024-03-15,441,911
2023-12-05,89,369
2023-03-17,389,160
2024-11-18,376,90
2023-01-22,86,990
2022-03-18,475,664
2022-04-17,255,846
2024-01-16,368,441
2022-11-20,384,984
2022-07-28,394,26
2023-07-14,58,299
2022-02-15,59,8
2024-02-12,325,823
2023-11-12,96,430
2022-06-28,24,461
2023-03-19,131,102
2024-06-24,483,969
2024-05-28,302,949
2024-04-16,134,397
2022-08-12,111,648
2024-09-19,129,189
2023-10-29,446,480
2024-02-12,368,214
2022-01-30,101,101
2023-12-05,418,62
2023-04-28,105,860
2023-09-15,383,672
2023-05-18,398,51
2023-05-02,436,84
2022-06-30,67,376
2024-02-11,390,496
2024-03-22,71,521
2024-04-13,322,356
2022-09-06,241,465
2024-07-16,392,376
2023-04-25,93,914
2023-04-25,255,132
2023-10-12,422,707
2024-08-18,432,694
2023-03-16,485,226
2023-04-21,484,32
2022-10-30,121,24
2024-04-27,189,823
2022-04-27,52,814
2024-07-30,319,337
2022-03-24,234,386
2024-04-27,458,475
2024-05-07,418,540
2024-07-21,300,572
2022-06-25,389,506
2022-06-18,353,750
2022-01-26,142,397
2023-09-01,296,570
2023-09-10,11,963
2023-12-14,155,14
2024-11-11,306,923
2023-07-31,284,567
2023-05-15,474,916
2023-01-17,30,532
2023-09-30,411,585
2023-07-10,322,102
2023-01-10,88,347
2024-05-01,311,326
2023-08-17,384,309
2024-05-25,280,466
2024-08-17,446,223
2022-06-10,252,233
2023-09-19,390,815
2022-11-19,248,598
2024-09-03,336,628
2022-12-29,339,561
2024-11-09,474,627
2023-04-02,17,905
2024-01-20,429,870
2023-09-20,138,575
2023-05-27,420,596
2024-07-24,374,787
2023-06-03,448,327
2022-12-12,219,589
2022-03-08,212,117
2023-12-26,48,791
2023-04-08,230,260
2023-10-25,100,548
2022-12-26,100,122
2023-08-01,195,555
2023-08-10,4,480
2022-05-02,259,607
2024-05-17,36,717
2022-12-04,453,860
2024-08-28,112,977
2023-04-18,295,44
2022-12-01,460,111
2022-09-13,463,396
2024-03-27,338,237
2024-10-03,345,946
2023-11-24,167,770
2022-05-26,30,636
2022-01-13,200,456
2024-03-28,495,233
2022-09-05,56,334
2023-05-05,194,800
2022-02-01,498,10
2022-01-29,357,870
2022-07-27,247,274
2023-05-10,339,394
2022-08-06,41,295
2023-07-21,378,626
2024-04-08,413,328
2024-10-27,155,221
2022-11-14,41,602
2022-11-11,444,194
2024-06-04,126,641
2022-10-15,222,270
2024-03-23,433,985
2023-03-03,227,529
2024-08-15,488,516
2022-04-16,475,139
2024-05-29,59,394
2022-06-07,281,635
2022-10-10,290,939
2024-07-04,272,251
2022-01-29,346,529
2023-12-18,66,477
2024-01-30,154,316
2022-01-31,290,186
2022-12-14,352,400
2023-05-11,227,554
2024-03-29,233,409
2022-06-22,35,787
2024-04-06,29,500
2023-11-10,298,218
2022-01-25,52,628
2024-10-28,129,114
2023-01-16,82,293
2023-06-03,466,4
2022-10-06,350,751
2022-12-19,409,202
2023-07-10,398,634
2023-03-30,380,702
2023-05-20,151,636
2023-04-14,416,4
2024-10-11,368,693
2022-09-04,390,737
2023-04-04,429,66
2024-06-03,329,442
2024-06-22,300,144
2023-12-29,233,388
2022-04-25,304,726
2022-02-14,9,761
2024-02-11,305,261
2024-06-06,494,39
2022-08-24,26,882
2023-10-26,424,968
2024-05-25,65,720
2023-09-01,441,740
2022-04-10,159,456
2023-03-26,394,129
2024-08-20,199,211
2024-09-22,362,306
2022-03-05,321,542
2022-02-23,482,926
2022-05-06,298,148
2023-08-01,37,92
2024-07-12,303,619
2023-12-15,331,303
2024-04-03,475,299
2024-06-25,472,811
2024-03-31,457,353
2022-12-04,384,988
2022-04-06,9,312
2022-04-30,72,455
2023-07-29,156,798
2023-09-12,470,153
2022-02-24,286,662
2023-10-10,402,734
2023-12-10,131,174
2022-02-22,399,747
2023-07-23,82,915
2023-03-29,431,453
2024-02-06,396,311
2022-09-18,233,232
2023-02-07,266,478
2023-07-15,86,580
2023-04-15,262,141
2022-04-07,270,967
2024-07-02,401,219
2024-10-11,261,178
2023-06-30,467,826
2024-08-05,305,907
2023-09-17,472,192
2024-11-08,189,521
2024-06-15,396,816
2022-04-06,214,578
2023-10-26,263,576
2022-07-15,152,570
2022-02-08,67,312
2022-07-28,213,430
2022-07-24,369,824
2022-02-03,275,423
2023-10-14,425,749
2023-03-29,343,120
2023-04-17,491,754
2023-11-21,333,459
2022-05-26,429,338
2024-09-21,50,213
2023-08-19,87,682
2024-11-24,177,983
2023-08-08,198,61
2022-10-19,462,986
2022-07-03,372,584
2023-11-25,358,220
2024-11-13,469,38
2023-12-03,410,99
2023-10-22,383,9
2022-03-03,180,888
2023-07-22,36,964
2024-04-18,331,275
2024-10-22,24,382
2023-10-04,427,880
2024-01-15,8,353
2023-11-06,451,516
2024-01-05,225,398
2024-05-10,267,340
2022-02-20,382,437
2023-03-15,338,514
2024-06-04,53,442
2024-06-14,94,834
2023-06-26,59,933
2024-04-25,51,571
2022-11-04,442,991
2022-02-10,435,343
2023-09-08,493,560
2023-07-24,462,223
2024-09-14,471,612
2024-07-10,3,594
2024-07-18,239,68
2023-10-15,249,720
2024-10-28,248,896
2024-08-20,10,141
2022-04-05,15,919
2023-04-08,456,963
2022-10-27,185,121
2024-05-16,70,407
2022-08-05,337,149
2023-08-25,281,571
2022-04-11,253,650
2022-04-20,428,383
2022-07-01,478,363
2022-04-14,483,310
2022-06-28,313,983
2023-08-28,272,512
2022-04-15,189,27
2024-01-07,36,760
2022-03-11,75,734
2024-09-11,165,526
2023-04-04,366,272
2024-02-06,303,922
2024-07-15,333,417
2023-05-15,279,252
2023-02-11,462,101
2022-01-30,83,409
2022-06-05,201,663
2023-03-18,251,174
2023-10-19,469,825
2022-12-30,63,648
2022-12-28,294,494
2024-06-29,119,102
2022-06-18,376,100
2023-12-12,384,5
2022-12-31,245,823
2022-09-09,126,908
2023-10-11,313,237
2023-01-27,111,501
2024-11-06,348,328
2023-10-02,130,790
2022-06-02,91,781
2024-08-08,210,579
2024-10-12,17,509
2024-11-21,395,649
2022-10-17,218,603
2023-02-19,318,759
2024-02-22,157,661
2023-01-01,82,318
2024-05-09,313,342
2022-07-20,372,977
2024-06-30,281,82
2023-12-23,65,975
2023-09-15,333,408
2022-02-25,247,362
2022-08-08,349,179
2023-01-03,452,691
2024-05-13,305,253
2024-05-07,419,715
2023-11-30,268,525
2022-03-15,417,818
2023-05-19,262,357
2022-05-22,458,981
2024-09-10,457,611
2024-08-09,185,136
2022-08-09,483,435
2023-04-05,182,179
2024-07-25,60,824
2024-03-10,240,817
2023-08-15,124,428
2024-03-09,451,906
2022-06-28,179,79
2024-11-11,319,506
2024-11-09,27,198
2024-07-06,451,441
2022-09-19,208,95
2023-04-25,300,530
2023-12-26,97,929
2023-12-26,251,188
2022-06-13,388,401
2023-12-30,130,278
2024-02-09,76,679
2024-02-06,475,578
2023-12-09,372,580
2023-12-30,32,446
2022-07-07,500,112
2022-07-17,179,139
2024-08-09,233,767
2024-01-24,96,649
2022-11-04,474,313
2024-06-17,360,320
2023-10-08,472,577
2022-09-20,265,547
2022-01-07,212,79
2024-11-24,410,237
2024-01-17,367,163
2022-03-23,482,746
2023-11-14,291,957
2024-11-19,211,53
2024-11-20,82,242
2024-10-01,305,479
2022-06-28,69,265
2022-02-21,227,341
2022-10-28,356,454
2022-11-08,477,761
2023-03-25,69,594
2022-04-24,145,166
2022-03-21,415,794
2023-11-02,353,453
2023-04-22,285,335
2022-08-11,236,849
2022-05-22,73,634
2022-03-27,461,46
2023-03-21,482,645
2023-05-04,357,351
2024-05-15,416,794
2023-01-11,246,898
2023-07-28,169,461
2022-12-28,112,556
2023-06-05,353,848
2024-08-15,332,89
2023-04-14,324,798
2024-08-17,288,160
2023-05-03,233,89
2023-09-17,481,184
2022-07-02,376,15
2022-02-26,377,784
2024-05-12,261,650
2024-09-03,459,34
2023-09-23,156,724
2024-07-14,494,967
2024-02-29,124,572
2023-10-12,465,395
2022-09-26,278,164
2023-11-26,421,981
2022-07-24,119,997
2024-01-30,456,478
2023-01-02,450,151
2023-06-20,117,247
2022-02-21,319,685
2022-01-11,392,618
2024-09-11,432,852
2022-12-04,37,239
2022-07-05,3,257
2022-03-10,63,546
2021-12-05,100,506
2023-04-16,218,966
2022-10-08,444,98
2023-04-25,379,73
2022-10-12,392,558
2023-01-23,67,489
2024-05-24,184,143
2023-02-03,137,403
2024-06-14,361,284
2024-05-14,136,975
2023-05-28,351,295
2022-09-01,35,495
2022-12-09,282,150
2023-10-10,314,246
2024-09-21,204,233
2023-12-13,198,591
2022-06-09,8,580
2023-01-13,341,832
2023-03-31,407,330
2022-08-01,108,211
2023-11-01,65,660
2022-08-30,409,262
2022-10-05,458,576
2022-01-16,262,540
2024-08-23,311,455
2022-03-18,211,336
2022-04-06,458,77
2022-08-14,184,130
2023-07-08,454,705
2024-01-19,286,460
2023-01-21,155,961
2022-03-02,433,915
2024-11-11,445,659
2023-08-02,427,823
2024-10-06,247,374
2022-09-23,344,919
2023-07-25,390,974
2023-07-28,266,682
2022-09-26,211,64
2024-01-08,116,216
2022-04-06,446,218
2022-04-07,154,246
2024-05-11,79,969
2022-05-26,245,725
2024-08-17,111,872
2024-04-30,298,63
2024-08-15,404,948
2023-12-26,35,719
2023-08-17,82,155
2024-04-04,450,538
2023-03-30,492,666
2022-03-22,424,804
2023-08-08,232,91
2023-04-24,122,192
2022-08-11,303,112
2024-10-27,85,362
2022-08-28,110,704
2022-02-26,294,857
2022-01-22,350,975
2024-08-23,30,469
2023-05-09,255,113
2024-10-18,120,807
2023-08-16,164,524
2024-04-23,283,510
2022-10-11,89,313
2023-01-02,1,108
2023-10-11,269,404
2022-07-13,222,337
2024-03-18,388,83
2024-03-29,302,754
2023-06-19,106,359
2022-05-18,313,809
2023-04-10,271,489
2023-01-08,349,123
2023-08-22,100,943
2023-08-25,103,405
2024-11-23,27,441
2023-04-20,440,223
2022-03-22,59,10
2021-12-11,312,866
2023-06-10,161,247
2023-11-16,202,692
2022-04-04,27,245
2024-02-11,118,560
2022-01-14,54,791
2024-10-18,35,600
2023-07-27,239,500
2023-08-18,472,743
2024-06-05,224,280
2024-06-29,369,489
2024-11-22,326,125
2022-03-10,159,655
2024-03-31,476,986
2024-04-26,481,677
2024-05-06,218,599
2022-06-17,474,948
2023-12-25,123,654
2023-09-21,83,319
2024-02-08,301,107
2022-11-29,499,913
2022-10-19,459,969
2023-09-16,342,150
2022-04-25,266,789
2024-06-15,479,330
2022-11-28,268,105
2022-03-14,500,497
2022-12-10,495,831
2022-08-16,244,819
2024-06-02,143,161
2023-09-11,5,381
2024-10-30,106,749
2022-10-22,440,814
2022-08-30,319,450
2021-12-12,56,940
2024-06-19,182,860
2022-04-27,64,416
2024-08-21,118,320
2023-06-03,488,608
2023-02-24,79,879
2023-02-06,333,371
2023-11-14,420,536
2023-02-26,154,428
2022-05-26,428,831
2024-11-08,499,882
2024-08-26,109,352
2024-09-22,31,582
2024-08-26,322,856
2022-05-03,407,478
2024-03-06,282,513
2024-06-10,392,958
2024-10-06,244,971
2023-11-28,359,516
2024-02-25,135,77
2023-04-18,23,952
2024-10-31,320,107
2022-04-24,116,417
2022-06-14,79,564
2023-01-25,328,327
2023-04-06,216,287
2022-11-14,277,245
2023-12-25,190,276
2023-06-17,28,618
2023-03-03,371,510
2024-09-07,132,649
2023-03-14,233,483
2024-02-22,366,331
2023-10-03,342,163
2022-02-08,62,337
2024-08-17,425,833
2022-04-15,347,116
2024-02-05,150,72
2022-05-12,426,209
2022-12-16,430,68
2023-02-01,392,15
2022-03-08,370,314
2022-06-25,112,72
2023-03-12,296,867
2022-03-06,498,389
2023-06-06,470,209
2023-05-03,223,50
2023-01-27,67,459
2022-07-05,53,359
2023-06-11,133,756
2024-02-17,38,816
2023-01-31,329,924
2023-12-07,295,534
2023-02-14,123,431
2022-06-25,58,639
2022-12-13,250,794
2024-03-08,206,78
2024-08-27,92,853
2023-06-16,129,546
2022-07-03,317,227
2023-08-16,377,821
2023-07-08,278,5
2024-06-06,434,461
2023-06-20,132,413
2024-06-05,327,431
2024-09-02,480,667
2022-03-11,19,786
2022-03-02,137,117
2023-08-02,253,382
2023-03-17,52,215
2024-07-08,85,550
2024-04-23,309,75
2023-11-04,30,91
2023-03-13,358,721
2023-05-04,146,30
2024-06-21,368,543
2022-06-12,226,914
2024-01-01,359,539
2024-06-18,314,269
2022-09-10,354,929
2022-07-03,152,467
2024-06-07,89,379
2022-11-14,327,654
2022-07-28,481,716
2023-09-26,263,869
2024-04-07,51,167
2022-10-22,39,129
2022-02-04,51,690
2022-10-03,387,894
2023-03-29,191,677
2023-10-12,496,882
2024-05-30,20,877
2024-03-06,185,813
2023-10-03,256,222
2022-06-21,72,122
2024-09-20,126,310
2022-02-07,413,946
2024-09-14,81,358
2024-09-13,224,551
2023-08-24,343,461
2023-01-29,324,828
2023-11-18,423,107
2024-03-27,496,462
2023-08-19,17,115
2022-03-10,399,204
2024-04-25,272,52
2023-05-15,487,455
2022-01-31,187,878
2024-08-20,227,944
2022-12-21,234,98
2023-10-30,64,26
2022-02-04,496,944
2024-10-15,38,370
2024-01-05,355,136
2023-04-17,194,179
2023-05-04,27,824
2024-11-24,319,572
2022-03-08,465,918
2024-04-28,353,984
2024-08-27,111,436
2023-07-17,267,364
2023-09-24,227,22
2022-01-19,443,973
2024-11-12,69,357
2024-06-11,389,653
2024-04-04,424,281
2024-07-04,117,125
2024-10-05,374,559
2022-02-17,493,844
2022-08-02,286,977
2024-10-18,347,658
2024-10-25,479,795
2022-09-14,428,69
2024-11-06,459,444
2023-07-01,169,527
2024-10-27,301,498
2022-04-14,143,999
2023-04-22,148,143
2023-04-13,211,964
2024-07-16,410,68
2021-12-03,40,547
2022-02-16,194,328
2022-10-21,328,598
2022-09-11,124,212
2023-01-20,68,436
2022-07-28,387,62
2021-12-10,431,182
2024-02-22,24,483
2023-07-28,14,351
2024-03-04,341,365
2022-03-01,381,699
2022-10-15,284,108
2023-10-11,80,880
2022-12-24,477,441
2022-04-07,64,17
2024-05-25,251,998
2023-12-30,279,49
2022-08-24,6,901
2022-06-26,44,342
2023-08-12,422,645
2024-07-13,478,695
2024-10-04,132,780
2024-09-30,211,349
2023-03-09,258,147
2023-12-11,400,649
2022-07-09,454,846
2024-05-02,129,719
2024-05-13,487,385
2023-10-20,409,389
2022-09-02,433,287
2023-10-23,267,192
2024-08-08,109,361
2023-08-01,142,133
2024-06-16,255,608
2022-10-29,45,678
2022-10-17,62,3
2024-02-16,3,59
2024-03-15,1,818
2022-06-09,42,841
2024-10-31,471,109
2023-06-23,319,185
2023-02-27,188,915
2022-06-22,383,638
2023-03-09,463,528
2022-12-26,45,124
2023-03-09,391,371
2021-12-18,72,796
2022-02-15,250,379
2024-07-27,85,932
2023-08-26,306,576
2023-01-23,176,430
2024-05-08,166,595
2024-03-30,178,244
2023-02-14,364,201
2022-03-17,137,83
2022-05-25,113,106
2023-01-07,35,83
2023-01-11,181,38
2022-05-30,369,83
2022-05-29,13,355
2022-05-31,54,729
2022-06-05,313,865
2023-09-28,332,940
2023-03-18,215,498
2022-02-14,37,903
2024-01-13,462,672
2022-09-22,404,619
2022-05-18,220,815
2024-10-19,488,97
2024-10-21,104,827
2024-10-17,63,322
2023-09-07,431,988
2022-05-01,115,184
2022-11-16,260,196
2022-08-14,222,93
2024-06-24,23,440
2024-07-27,203,925
2022-04-08,450,935
2023-12-17,311,35
2024-10-28,193,876
2023-11-24,445,59
2024-06-18,474,655
2023-07-06,385,813
2024-04-03,123,331
2024-06-24,271,804
2022-11-03,377,568
2022-07-20,336,567
2024-02-01,51,809
2022-02-05,82,455
2023-03-28,281,258
2022-10-17,17,349
2023-01-06,46,791
2023-06-01,403,946
2022-02-02,350,984
2024-07-06,346,640
2024-08-09,357,137
2023-09-02,299,525
2023-05-05,66,295
2024-07-29,323,925
2022-01-01,437,455
2022-05-17,424,138
2022-11-06,160,318
2023-01-07,432,611
2022-06-02,289,258
2023-10-27,500,159
2023-12-13,89,62
2023-03-29,13,474
2022-11-30,389,181
2023-05-03,56,535
2022-08-17,314,633
2024-11-21,302,35
2023-05-23,382,657
2022-02-12,257,578
2022-05-07,323,691
2022-08-19,434,428
2024-08-05,440,707
2024-04-16,66,225
2022-12-24,144,25
2023-12-31,369,430
2023-02-02,125,837
2024-05-05,296,952
2022-10-15,45,394
2022-03-03,140,694
2024-11-03,160,175
2023-04-06,328,82
2024-04-14,330,277
2022-01-30,337,380
2022-08-09,186,423
2024-04-30,168,135
2024-02-07,196,421
2023-04-02,336,636
2022-08-16,154,388
2022-10-01,185,595
2024-09-15,484,269
2023-05-03,60,402
2023-09-11,405,639
2022-03-11,477,510
2024-04-07,237,131
2024-03-03,370,116
2024-11-12,238,194
2024-07-29,299,537
2024-11-08,397,668
2023-08-02,243,198
2023-06-04,225,590
2024-03-25,85,246
2022-05-06,259,987
2023-11-16,225,200
2023-05-05,108,705
2023-04-21,158,531
2022-11-30,60,453
2024-08-11,115,670
2022-05-17,199,620
2022-12-24,414,12
2023-12-19,291,596
2022-11-29,412,801
2024-08-26,369,333
2022-08-04,30,398
2024-04-09,465,712
2022-07-18,102,560
2024-10-15,414,24
2022-11-21,484,941
2024-09-18,199,856
2024-07-23,154,708
2024-09-29,232,423
2023-07-02,106,292
2022-08-08,491,756
2023-02-14,495,397
2022-10-11,216,379
2023-07-16,352,147
2024-08-09,252,608
2024-10-29,144,957
2022-02-16,3,960
2023-03-16,404,240
2024-08-06,399,820
2024-11-01,251,474
2024-10-13,298,737
2021-12-12,185,469
2024-03-14,122,146
2023-10-15,80,653
2023-07-15,246,320
2023-01-11,2,751
2022-01-09,373,460
2024-03-10,401,46
2023-07-09,497,623
2023-08-17,104,476
2022-07-28,482,589
2022-10-20,286,989
2022-09-25,337,136
2022-12-17,23,910
2022-05-19,279,609
2022-08-07,420,369
2022-04-21,498,506
2022-04-04,294,827
2023-11-18,357,487
2023-09-12,212,368
2022-06-13,174,410
2024-06-10,485,931
2023-03-30,379,857
2022-11-24,234,646
2024-06-04,469,604
2023-08-13,330,230
2024-01-28,321,900
2024-09-17,269,653
2023-01-19,73,543
2022-11-15,322,418
2024-04-07,405,696
2022-06-24,77,453
2024-03-13,306,190
2022-04-21,250,881
2022-03-06,405,470
2021-12-04,438,315
2024-09-30,309,527
2023-10-18,189,893
2023-08-01,265,302
2022-03-18,171,674
2022-12-19,418,516
2023-06-05,365,124
2022-09-24,142,952
2023-08-18,268,461
2023-09-11,300,302
2022-07-27,461,640
2021-12-30,328,919
2024-08-28,214,993
2024-11-07,389,295
2022-01-06,183,712
2023-12-07,101,200
2022-11-16,165,175
2024-07-31,155,677
2023-07-22,211,121
2023-01-16,266,722
2023-02-22,59,155
2023-08-12,351,554
2023-11-13,492,203
2021-12-13,44,919
2022-02-07,28,747
2023-01-21,311,601
2023-09-11,229,145
2023-08-03,395,882
2024-03-31,25,420
2024-02-13,372,153
2023-09-21,412,795
2023-03-03,130,915
2022-05-19,84,618
2022-02-21,28,682
2024-11-13,12,197
2024-03-26,274,120
2024-11-02,415,647
2022-06-27,386,332
2022-06-14,373,442
2022-08-13,373,826
2022-03-07,130,983
2024-10-03,223,203
2024-07-08,386,625
2024-03-14,298,913
2023-03-20,40,831
2023-10-18,391,935
2023-04-13,337,454
2024-02-04,370,444
2024-07-08,85,817
2022-05-11,189,742
2023-07-28,308,319
2022-07-05,91,30
2022-09-08,5,990
2024-02-15,184,940
2024-06-16,181,276
2022-11-15,431,50
2023-02-12,347,801
2022-10-05,71,897
2022-12-28,235,285
2022-02-27,442,766
2023-12-15,369,710
2023-02-18,245,354
2022-03-14,209,551
2024-06-27,291,531
2024-11-13,44,158
2024-11-26,298,599
2023-05-26,211,990
2022-02-24,392,675
2023-11-19,141,410
2022-04-01,3,627
2022-08-11,69,111
2024-10-04,248,175
2022-02-06,477,90
2022-05-31,22,955
2022-06-11,262,398
2022-09-27,499,529
2024-06-29,374,778
2024-03-14,268,860
2022-04-24,258,512
2023-05-21,477,614
2023-02-07,238,724
2022-10-04,184,380
2023-02-12,254,305
2023-04-29,71,350
2023-06-10,177,771
2023-11-30,313,415
2023-09-21,289,720
2023-10-21,381,697
2022-01-25,385,370
2022-01-09,69,748
2024-11-07,19,133
2024-09-06,157,651
2022-05-21,202,644
2022-01-09,456,956
2023-05-15,251,12
2023-07-08,382,203
2022-02-10,116,685
2024-09-18,298,436
2022-09-04,130,497
2022-02-12,432,987
2024-10-07,463,970
2024-02-09,165,419
2024-10-23,346,901
2021-12-08,320,372
2022-11-26,385,247
2024-06-16,358,80
2022-03-25,202,341
2022-06-20,99,961
2022-03-05,272,384
2023-04-17,21,265
2024-03-13,439,504
2022-02-28,492,504
2023-01-19,390,919
2024-06-20,229,605
2022-05-22,155,983
2021-12-16,364,355
2023-07-19,318,30
2022-03-10,50,871
2023-01-26,439,81
2024-09-16,77,998
2024-02-12,22,628
2024-01-31,196,91
2023-04-02,378,727
2023-11-06,359,602
2023-08-19,245,663
2022-11-02,188,23
2022-09-12,143,318
2024-05-07,271,3
2022-12-26,50,152
2022-08-04,53,547
2023-07-07,350,743
2023-09-25,7,312
2022-11-30,109,695
2023-08-27,95,998
2023-08-24,115,43
2024-02-14,111,79
2023-09-03,63,776
2022-11-15,170,115
2022-07-20,223,86
2024-03-20,122,38
2024-11-03,185,696
2024-02-11,2,897
2022-11-17,278,125
2023-01-19,5,801
2023-01-09,397,368
2023-06-08,103,883
2022-12-03,107,968
2023-10-10,57,446
2023-12-03,244,220
2023-09-30,314,617
2024-03-14,428,982
2022-06-24,219,976
2024-08-28,60,116
2024-02-29,407,651
2024-03-07,7,243
2022-05-11,221,489
2022-03-16,437,167
2022-08-10,136,198
2024-03-08,373,619
2023-09-03,179,894
2022-01-31,228,455
