CustomerID,Name,Region,AgeGroup
319,Customer_319,West,25-34
320,Customer_320,West,55+
321,Customer_321,East,18-24
322,Customer_322,North,55+
323,Customer_323,East,55+
324,Customer_324,South,35-44
325,Customer_325,West,45-54
326,Customer_326,West,55+
327,Customer_327,East,25-34
328,Customer_328,North,55+
329,Customer_329,West,35-44
330,Customer_330,East,45-54
331,Customer_331,West,55+
332,Customer_332,South,18-24
333,Customer_333,North,55+
334,Customer_334,South,45-54
335,Customer_335,East,45-54
336,Customer_336,East,18-24
337,Customer_337,North,45-54
338,Customer_338,West,25-34
339,Customer_339,East,35-44
340,Customer_340,West,45-54
341,Customer_341,North,35-44
342,Customer_342,East,18-24
343,Customer_343,South,45-54
344,Customer_344,North,35-44
345,Customer_345,South,18-24
346,Customer_346,West,55+
347,Customer_347,West,45-54
348,Customer_348,East,55+
349,Customer_349,East,25-34
350,Customer_350,North,45-54
351,Customer_351,East,35-44
352,Customer_352,East,18-24
353,Customer_353,South,35-44
354,Customer_354,East,45-54
355,Customer_355,South,25-34
356,Customer_356,East,18-24
357,Customer_357,East,45-54
358,Customer_358,East,25-34
359,Customer_359,West,35-44
360,Customer_360,North,18-24
361,Customer_361,East,55+
362,Customer_362,West,55+
363,Customer_363,North,35-44
364,Customer_364,East,35-44
365,Customer_365,South,18-24
366,Customer_366,East,18-24
367,Customer_367,North,55+
368,Customer_368,East,45-54
369,Customer_369,South,55+
370,Customer_370,North,25-34
371,Customer_371,West,18-24
372,Customer_372,West,25-34
373,Customer_373,West,35-44
374,Customer_374,East,25-34
375,Customer_375,East,35-44
376,Customer_376,East,55+
377,Customer_377,South,35-44
378,Customer_378,East,45-54
379,Customer_379,West,55+
380,Customer_380,West,18-24
381,Customer_381,West,35-44
382,Customer_382,North,18-24
383,Customer_383,South,35-44
384,Customer_384,East,25-34
385,Customer_385,South,18-24
386,Customer_386,West,45-54
387,Customer_387,North,45-54
388,Customer_388,North,35-44
389,Customer_389,South,55+
390,Customer_390,West,55+
391,Customer_391,North,55+
392,Customer_392,North,55+
393,Customer_393,East,35-44
394,Customer_394,North,55+
395,Customer_395,East,35-44
396,Customer_396,North,18-24
397,Customer_397,East,35-44
398,Customer_398,East,25-34
399,Customer_399,North,25-34
400,Customer_400,East,55+
401,Customer_401,North,45-54
402,Customer_402,South,25-34
403,Customer_403,North,18-24
404,Customer_404,East,45-54
405,Customer_405,South,55+
406,Customer_406,West,45-54
407,Customer_407,North,55+
408,Customer_408,West,18-24
409,Customer_409,East,45-54
410,Customer_410,West,35-44
411,Customer_411,East,35-44
412,Customer_412,West,18-24
413,Customer_413,North,55+
414,Customer_414,South,55+
415,Customer_415,South,55+
416,Customer_416,North,25-34
417,Customer_417,North,45-54
418,Customer_418,West,25-34
419,Customer_419,North,18-24
420,Customer_420,West,55+
421,Customer_421,West,25-34
422,Customer_422,West,18-24
423,Customer_423,East,55+
424,Customer_424,South,18-24
425,Customer_425,South,35-44
426,Customer_426,South,35-44
427,Customer_427,North,25-34
428,Customer_428,South,55+
429,Customer_429,West,25-34
430,Customer_430,North,35-44
431,Customer_431,West,25-34
432,Customer_432,East,25-34
433,Customer_433,North,18-24
434,Customer_434,North,25-34
435,Customer_435,East,18-24
436,Customer_436,West,55+
437,Customer_437,North,35-44
438,Customer_438,East,25-34
439,Customer_439,West,45-54
440,Customer_440,South,45-54
441,Customer_441,East,45-54
442,Customer_442,South,35-44
443,Customer_443,West,35-44
444,Customer_444,East,35-44
445,Customer_445,South,18-24
446,Customer_446,East,18-24
447,Customer_447,West,25-34
448,Customer_448,West,45-54
449,Customer_449,East,45-54
450,Customer_450,South,55+
451,Customer_451,North,18-24
452,Customer_452,West,55+
453,Customer_453,South,18-24
454,Customer_454,South,35-44
455,Customer_455,West,25-34
456,Customer_456,East,45-54
457,Customer_457,East,25-34
458,Customer_458,North,45-54
459,Customer_459,West,55+
460,Customer_460,North,18-24
461,Customer_461,West,35-44
462,Customer_462,East,35-44
463,Customer_463,West,18-24
464,Customer_464,North,18-24
465,Customer_465,West,35-44
466,Customer_466,South,35-44
467,Customer_467,South,55+
468,Customer_468,South,25-34
469,Customer_469,East,25-34
470,Customer_470,South,25-34
471,Customer_471,West,18-24
472,Customer_472,North,35-44
473,Customer_473,South,55+
474,Customer_474,North,18-24
475,Customer_475,West,35-44
476,Customer_476,South,25-34
477,Customer_477,West,55+
478,Customer_478,South,18-24
479,Customer_479,South,35-44
480,Customer_480,South,55+
481,Customer_481,North,45-54
482,Customer_482,South,45-54
483,Customer_483,North,55+
484,Customer_484,West,45-54
485,Customer_485,North,25-34
486,Customer_486,West,45-54
487,Customer_487,South,45-54
488,Customer_488,West,18-24
489,Customer_489,North,55+
490,Customer_490,West,45-54
491,Customer_491,South,18-24
492,Customer_492,North,45-54
493,Customer_493,South,35-44
494,Customer_494,West,35-44
495,Customer_495,North,18-24
496,Customer_496,North,18-24
497,Customer_497,South,45-54
498,Customer_498,East,25-34
499,Customer_499,East,35-44
500,Customer_500,North,45-54
501,Customer_501,South,18-24
502,Customer_502,West,35-44
503,Customer_503,North,45-54
504,Customer_504,East,35-44
505,Customer_505,West,18-24
506,Customer_506,East,35-44
507,Customer_507,North,25-34
508,Customer_508,North,55+
509,Customer_509,South,18-24
510,Customer_510,North,35-44
511,Customer_511,North,45-54
512,Customer_512,North,45-54
513,Customer_513,East,45-54
514,Customer_514,North,45-54
515,Customer_515,West,25-34
516,Customer_516,East,18-24
517,Customer_517,North,35-44
518,Customer_518,North,25-34
519,Customer_519,East,55+
520,Customer_520,West,18-24
521,Customer_521,East,45-54
522,Customer_522,West,25-34
523,Customer_523,East,55+
524,Customer_524,East,55+
525,Customer_525,South,35-44
526,Customer_526,West,35-44
527,Customer_527,North,25-34
528,Customer_528,South,55+
529,Customer_529,North,25-34
530,Customer_530,South,25-34
531,Customer_531,South,55+
532,Customer_532,South,55+
533,Customer_533,North,25-34
534,Customer_534,West,45-54
535,Customer_535,West,35-44
536,Customer_536,West,25-34
537,Customer_537,West,45-54
538,Customer_538,North,18-24
539,Customer_539,West,55+
540,Customer_540,East,55+
541,Customer_541,East,35-44
542,Customer_542,West,18-24
543,Customer_543,South,45-54
544,Customer_544,South,18-24
545,Customer_545,West,55+
546,Customer_546,South,45-54
547,Customer_547,North,18-24
548,Customer_548,East,45-54
549,Customer_549,South,55+
550,Customer_550,West,35-44
551,Customer_551,East,35-44
552,Customer_552,South,18-24
553,Customer_553,West,55+
554,Customer_554,East,18-24
555,Customer_555,East,25-34
556,Customer_556,South,45-54
557,Customer_557,East,18-24
558,Customer_558,East,25-34
559,Customer_559,West,25-34
560,Customer_560,South,25-34
561,Customer_561,West,35-44
562,Customer_562,North,45-54
563,Customer_563,South,45-54
564,Customer_564,North,25-34
565,Customer_565,South,18-24
566,Customer_566,North,25-34
567,Customer_567,North,55+
568,Customer_568,West,55+
569,Customer_569,North,18-24
570,Customer_570,North,55+
571,Customer_571,South,45-54
572,Customer_572,North,55+
573,Customer_573,East,18-24
574,Customer_574,South,35-44
575,Customer_575,West,18-24
576,Customer_576,West,25-34
577,Customer_577,North,35-44
578,Customer_578,North,18-24
579,Customer_579,East,35-44
580,Customer_580,North,45-54
581,Customer_581,North,45-54
582,Customer_582,West,25-34
583,Customer_583,North,18-24
584,Customer_584,East,18-24
585,Customer_585,West,18-24
586,Customer_586,North,18-24
587,Customer_587,West,25-34
588,Customer_588,West,25-34
589,Customer_589,North,25-34
590,Customer_590,North,25-34
591,Customer_591,West,55+
592,Customer_592,South,25-34
593,Customer_593,North,45-54
594,Customer_594,North,25-34
595,Customer_595,East,45-54
596,Customer_596,West,35-44
597,Customer_597,North,45-54
598,Customer_598,South,25-34
599,Customer_599,South,25-34
600,Customer_600,West,35-44
601,Customer_601,West,55+
602,Customer_602,North,18-24
603,Customer_603,West,35-44
604,Customer_604,South,18-24
605,Customer_605,West,45-54
606,Customer_606,East,45-54
607,Customer_607,East,45-54
608,Customer_608,South,35-44
609,Customer_609,South,18-24
610,Customer_610,South,45-54
611,Customer_611,East,35-44
612,Customer_612,West,25-34
613,Customer_613,South,55+
614,Customer_614,West,55+
615,Customer_615,West,25-34
616,Customer_616,West,25-34
617,Customer_617,North,25-34
618,Customer_618,East,18-24
619,Customer_619,North,25-34
620,Customer_620,West,45-54
621,Customer_621,East,45-54
622,Customer_622,East,35-44
623,Customer_623,East,25-34
624,Customer_624,East,45-54
625,Customer_625,North,18-24
626,Customer_626,North,35-44
627,Customer_627,North,55+
628,Customer_628,North,35-44
629,Customer_629,North,35-44
630,Customer_630,South,45-54
631,Customer_631,South,25-34
632,Customer_632,South,45-54
633,Customer_633,West,35-44
634,Customer_634,East,35-44
635,Customer_635,South,55+
636,Customer_636,North,25-34
637,Customer_637,East,55+
638,Customer_638,South,35-44
639,Customer_639,South,25-34
640,Customer_640,South,35-44
641,Customer_641,East,25-34
642,Customer_642,East,18-24
643,Customer_643,East,45-54
644,Customer_644,South,45-54
645,Customer_645,East,55+
646,Customer_646,East,45-54
647,Customer_647,East,35-44
648,Customer_648,South,45-54
649,Customer_649,East,35-44
650,Customer_650,South,55+
651,Customer_651,West,25-34
652,Customer_652,West,18-24
653,Customer_653,North,25-34
654,Customer_654,South,25-34
655,Customer_655,North,35-44
656,Customer_656,North,25-34
657,Customer_657,South,25-34
658,Customer_658,East,55+
659,Customer_659,West,35-44
660,Customer_660,North,35-44
661,Customer_661,East,55+
662,Customer_662,North,35-44
663,Customer_663,West,55+
664,Customer_664,North,35-44
665,Customer_665,East,35-44
666,Customer_666,South,25-34
667,Customer_667,South,18-24
668,Customer_668,North,55+
669,Customer_669,South,55+
670,Customer_670,South,35-44
671,Customer_671,North,25-34
672,Customer_672,North,45-54
673,Customer_673,South,18-24
674,Customer_674,North,45-54
675,Customer_675,South,25-34
676,Customer_676,North,55+
677,Customer_677,North,45-54
678,Customer_678,South,18-24
679,Customer_679,South,18-24
680,Customer_680,West,55+
681,Customer_681,West,18-24
682,Customer_682,North,25-34
683,Customer_683,South,18-24
684,Customer_684,East,25-34
685,Customer_685,West,55+
686,Customer_686,North,18-24
687,Customer_687,West,55+
688,Customer_688,West,55+
689,Customer_689,East,35-44
690,Customer_690,West,35-44
691,Customer_691,South,45-54
692,Customer_692,South,55+
693,Customer_693,South,25-34
694,Customer_694,East,55+
695,Customer_695,North,18-24
696,Customer_696,East,35-44
697,Customer_697,West,45-54
698,Customer_698,North,25-34
699,Customer_699,West,45-54
700,Customer_700,South,35-44
701,Customer_701,North,25-34
702,Customer_702,South,35-44
703,Customer_703,East,18-24
704,Customer_704,West,18-24
705,Customer_705,West,55+
706,Customer_706,East,25-34
707,Customer_707,South,45-54
708,Customer_708,South,35-44
709,Customer_709,South,18-24
710,Customer_710,South,55+
711,Customer_711,North,35-44
712,Customer_712,North,25-34
713,Customer_713,West,25-34
714,Customer_714,East,55+
715,Customer_715,North,45-54
716,Customer_716,West,18-24
717,Customer_717,South,35-44
718,Customer_718,South,55+
719,Customer_719,East,55+
720,Customer_720,South,18-24
721,Customer_721,West,45-54
722,Customer_722,East,55+
723,Customer_723,North,25-34
724,Customer_724,North,25-34
725,Customer_725,West,45-54
726,Customer_726,South,35-44
727,Customer_727,South,45-54
728,Customer_728,North,35-44
729,Customer_729,East,35-44
730,Customer_730,North,35-44
731,Customer_731,North,25-34
732,Customer_732,North,55+
733,Customer_733,North,35-44
734,Customer_734,North,25-34
735,Customer_735,North,25-34
736,Customer_736,North,18-24
737,Customer_737,South,25-34
738,Customer_738,North,45-54
739,Customer_739,South,55+
740,Customer_740,North,35-44
741,Customer_741,North,55+
742,Customer_742,North,55+
743,Customer_743,North,45-54
744,Customer_744,North,45-54
745,Customer_745,West,35-44
746,Customer_746,North,18-24
747,Customer_747,East,35-44
748,Customer_748,West,35-44
749,Customer_749,North,35-44
750,Customer_750,North,35-44
751,Customer_751,West,18-24
752,Customer_752,East,25-34
753,Customer_753,North,25-34
754,Customer_754,North,25-34
755,Customer_755,North,45-54
756,Customer_756,South,55+
757,Customer_757,North,35-44
758,Customer_758,South,45-54
759,Customer_759,South,55+
760,Customer_760,South,55+
761,Customer_761,East,18-24
762,Customer_762,East,45-54
763,Customer_763,South,35-44
764,Customer_764,North,55+
765,Customer_765,South,25-34
766,Customer_766,West,18-24
767,Customer_767,West,18-24
768,Customer_768,West,25-34
769,Customer_769,West,25-34
770,Customer_770,South,18-24
771,Customer_771,East,45-54
772,Customer_772,South,18-24
773,Customer_773,East,35-44
774,Customer_774,West,18-24
775,Customer_775,East,25-34
776,Customer_776,East,18-24
777,Customer_777,North,35-44
778,Customer_778,East,25-34
779,Customer_779,South,25-34
780,Customer_780,North,55+
781,Customer_781,West,18-24
782,Customer_782,West,25-34
783,Customer_783,West,18-24
784,Customer_784,West,25-34
785,Customer_785,West,25-34
786,Customer_786,East,45-54
787,Customer_787,North,25-34
788,Customer_788,West,35-44
789,Customer_789,South,45-54
790,Customer_790,South,55+
791,Customer_791,West,45-54
792,Customer_792,West,45-54
793,Customer_793,South,35-44
794,Customer_794,West,25-34
795,Customer_795,South,35-44
796,Customer_796,West,25-34
797,Customer_797,North,55+
798,Customer_798,East,25-34
799,Customer_799,East,35-44
800,Customer_800,East,18-24
801,Customer_801,North,35-44
802,Customer_802,South,25-34
803,Customer_803,East,18-24
804,Customer_804,East,55+
805,Customer_805,West,35-44
806,Customer_806,South,45-54
807,Customer_807,South,25-34
808,Customer_808,South,55+
809,Customer_809,East,25-34
810,Customer_810,West,45-54
811,Customer_811,South,35-44
812,Customer_812,North,18-24
813,Customer_813,West,35-44
814,Customer_814,South,25-34
815,Customer_815,South,35-44
816,Customer_816,South,18-24
817,Customer_817,North,45-54
818,Customer_818,North,25-34
819,Customer_819,South,35-44
820,Customer_820,North,45-54
821,Customer_821,North,25-34
822,Customer_822,North,45-54
823,Customer_823,South,35-44
824,Customer_824,East,35-44
825,Customer_825,West,55+
826,Customer_826,West,55+
827,Customer_827,South,35-44
828,Customer_828,North,55+
829,Customer_829,North,35-44
830,Customer_830,South,55+
831,Customer_831,South,45-54
832,Customer_832,East,18-24
833,Customer_833,East,45-54
834,Customer_834,West,25-34
835,Customer_835,South,25-34
836,Customer_836,East,55+
837,Customer_837,East,35-44
838,Customer_838,East,55+
839,Customer_839,East,18-24
840,Customer_840,East,45-54
841,Customer_841,West,45-54
842,Customer_842,West,18-24
843,Customer_843,South,35-44
844,Customer_844,North,25-34
845,Customer_845,East,55+
846,Customer_846,West,45-54
847,Customer_847,North,25-34
848,Customer_848,West,45-54
849,Customer_849,East,55+
850,Customer_850,North,35-44
851,Customer_851,West,35-44
852,Customer_852,West,18-24
853,Customer_853,West,55+
854,Customer_854,West,25-34
855,Customer_855,East,18-24
856,Customer_856,East,18-24
857,Customer_857,North,18-24
858,Customer_858,North,18-24
859,Customer_859,South,55+
860,Customer_860,West,45-54
861,Customer_861,North,18-24
862,Customer_862,West,35-44
863,Customer_863,West,55+
864,Customer_864,North,55+
865,Customer_865,West,35-44
866,Customer_866,South,55+
867,Customer_867,East,18-24
868,Customer_868,South,35-44
869,Customer_869,South,18-24
870,Customer_870,East,18-24
871,Customer_871,West,55+
872,Customer_872,South,45-54
873,Customer_873,North,35-44
874,Customer_874,West,25-34
875,Customer_875,South,55+
876,Customer_876,North,35-44
877,Customer_877,West,25-34
878,Customer_878,North,55+
879,Customer_879,North,18-24
880,Customer_880,South,45-54
881,Customer_881,West,18-24
882,Customer_882,North,35-44
883,Customer_883,West,18-24
884,Customer_884,South,35-44
885,Customer_885,South,55+
886,Customer_886,East,55+
887,Customer_887,East,45-54
888,Customer_888,East,35-44
889,Customer_889,East,35-44
890,Customer_890,West,25-34
891,Customer_891,West,45-54
892,Customer_892,North,55+
893,Customer_893,West,18-24
894,Customer_894,North,25-34
895,Customer_895,West,18-24
896,Customer_896,North,18-24
897,Customer_897,West,18-24
898,Customer_898,East,45-54
899,Customer_899,South,55+
900,Customer_900,East,25-34
901,Customer_901,North,18-24
902,Customer_902,West,45-54
903,Customer_903,South,55+
904,Customer_904,South,55+
905,Customer_905,South,55+
906,Customer_906,North,55+
907,Customer_907,North,35-44
908,Customer_908,East,45-54
909,Customer_909,East,45-54
910,Customer_910,South,45-54
911,Customer_911,South,55+
912,Customer_912,South,25-34
913,Customer_913,South,35-44
914,Customer_914,South,18-24
915,Customer_915,East,25-34
916,Customer_916,East,45-54
917,Customer_917,West,18-24
918,Customer_918,South,18-24
919,Customer_919,West,45-54
920,Customer_920,South,55+
921,Customer_921,North,35-44
922,Customer_922,West,25-34
923,Customer_923,North,18-24
924,Customer_924,East,45-54
925,Customer_925,West,18-24
926,Customer_926,North,55+
927,Customer_927,South,45-54
928,Customer_928,North,55+
929,Customer_929,East,45-54
930,Customer_930,East,25-34
931,Customer_931,West,45-54
932,Customer_932,West,55+
933,Customer_933,South,55+
934,Customer_934,North,25-34
935,Customer_935,East,55+
936,Customer_936,North,35-44
937,Customer_937,South,55+
938,Customer_938,West,45-54
939,Customer_939,West,25-34
940,Customer_940,East,55+
941,Customer_941,West,25-34
942,Customer_942,South,18-24
943,Customer_943,West,25-34
944,Customer_944,South,55+
945,Customer_945,West,35-44
946,Customer_946,South,25-34
947,Customer_947,East,35-44
948,Customer_948,West,25-34
949,Customer_949,South,18-24
950,Customer_950,East,25-34
951,Customer_951,North,18-24
952,Customer_952,South,18-24
953,Customer_953,South,25-34
954,Customer_954,East,55+
955,Customer_955,South,35-44
956,Customer_956,East,18-24
957,Customer_957,North,25-34
958,Customer_958,East,55+
959,Customer_959,East,55+
960,Customer_960,East,35-44
961,Customer_961,East,35-44
962,Customer_962,East,55+
963,Customer_963,South,18-24
964,Customer_964,West,25-34
965,Customer_965,South,45-54
966,Customer_966,South,45-54
967,Customer_967,North,18-24
968,Customer_968,North,55+
969,Customer_969,West,25-34
970,Customer_970,West,35-44
971,Customer_971,South,35-44
972,Customer_972,East,35-44
973,Customer_973,South,55+
974,Customer_974,North,25-34
975,Customer_975,West,35-44
976,Customer_976,South,45-54
977,Customer_977,South,35-44
978,Customer_978,East,55+
979,Customer_979,South,55+
980,Customer_980,North,45-54
981,Customer_981,East,55+
982,Customer_982,South,25-34
983,Customer_983,West,55+
984,Customer_984,South,35-44
985,Customer_985,North,25-34
986,Customer_986,East,45-54
987,Customer_987,West,45-54
988,Customer_988,West,35-44
989,Customer_989,West,45-54
990,Customer_990,North,25-34
991,Customer_991,South,45-54
992,Customer_992,West,35-44
993,Customer_993,North,25-34
994,Customer_994,North,55+
995,Customer_995,South,55+
996,Customer_996,East,55+
997,Customer_997,East,35-44
998,Customer_998,North,55+
999,Customer_999,West,35-44
1000,Customer_1000,South,18-24
1001,Customer_1001,West,55+
1002,Customer_1002,East,45-54
1003,Customer_1003,West,25-34
1004,Customer_1004,East,35-44
1005,Customer_1005,West,18-24
1006,Customer_1006,South,55+
1007,Customer_1007,West,35-44
1008,Customer_1008,North,55+
1009,Customer_1009,West,18-24
1010,Customer_1010,East,55+
1011,Customer_1011,East,35-44
