Date,Region,ProductID,SalesAmount,CustomerID
2023-05-18,West,465,16878,1031
2022-03-26,East,373,28903,1592
2023-09-08,North,62,38228,1228
2022-02-23,South,349,51144,1443
2023-10-08,West,458,10479,1396
2022-07-18,East,417,26021,1913
2024-06-16,West,40,48993,1711
2024-07-24,East,180,22013,1562
2024-07-01,South,381,58795,1624
2024-02-21,North,437,85432,1915
2022-01-27,West,442,82630,1437
2024-09-30,East,432,58597,1562
2024-10-30,West,56,71622,1306
2023-05-08,South,117,52469,1087
2023-01-17,West,338,24137,1107
2023-11-03,West,381,49143,1021
2022-08-17,East,284,16161,1929
2022-05-19,East,79,47356,1906
2024-11-08,East,201,95833,1450
2021-12-22,East,45,54340,1298
2023-07-19,South,435,9978,1990
2024-09-29,North,466,24823,1445
2024-09-16,South,266,27473,1834
2023-07-27,South,403,16660,1155
2023-10-05,North,460,86802,1758
2023-01-21,West,148,66760,1772
2022-02-07,West,469,46006,1520
2024-08-09,East,196,21536,1030
2022-03-01,West,122,56001,1358
2023-12-12,East,299,73515,1006
2023-10-14,South,344,89401,1084
2023-07-08,West,270,8523,1624
2023-02-21,South,372,23475,1136
2024-09-01,South,67,35190,1029
2021-12-16,North,437,12288,1463
2023-06-10,South,395,11931,1454
2023-03-24,North,393,6108,1994
2023-09-18,East,308,97189,1204
2022-05-30,East,453,12998,1582
2023-03-11,South,268,92923,1320
2023-12-18,North,177,88783,1646
2023-06-06,East,452,59458,1099
2024-02-29,West,387,84081,1826
2024-08-31,South,25,61790,1228
2024-01-04,West,65,70702,1299
2022-01-20,South,128,36481,1081
2022-03-18,East,478,14120,1111
2023-05-30,East,212,12003,1343
2024-03-09,East,292,24751,1112
2024-01-21,East,484,58187,1609
2023-05-26,East,237,4242,1456
2024-01-26,East,212,46085,1115
2023-09-30,North,309,36761,1005
2022-03-03,North,300,73958,1182
2022-11-22,East,299,7981,1273
2023-06-27,West,33,50546,1894
2023-12-22,North,165,9679,1486
2023-06-25,South,353,8210,1087
2022-01-18,West,67,57618,1556
2024-05-11,East,403,312,1713
2022-09-25,North,73,8767,1677
2023-12-04,South,383,9071,1854
2024-10-20,West,259,32511,1155
2024-03-27,East,254,93809,1346
2023-11-19,West,271,52497,1075
2022-07-12,North,30,8016,1359
2022-09-19,East,345,124,1770
2022-10-10,South,77,45735,1316
2022-05-30,West,123,24176,1070
2023-08-30,South,183,80424,1581
2024-03-21,West,189,87082,1271
2023-11-03,North,116,50450,1709
2024-08-01,East,236,6624,1724
2022-08-02,South,268,33601,1979
2022-02-27,North,333,85158,1842
2023-05-03,West,366,30692,1138
2023-08-19,West,497,36757,1781
2022-12-16,South,148,21330,1657
2023-01-23,West,69,36948,1976
2023-11-25,West,47,96635,1275
2022-02-08,West,19,19115,1318
2024-03-24,West,76,29246,1044
2022-12-21,West,128,93642,1837
2023-04-17,East,106,53095,1127
2023-06-21,East,399,14643,1491
2023-02-15,East,6,91674,1956
2024-11-28,North,198,23952,1806
2024-07-15,West,436,57000,1738
2024-09-30,South,73,84908,1451
2024-01-01,South,319,50616,1092
2023-11-27,North,499,57746,1270
2023-03-27,South,215,16794,1121
2022-10-31,South,430,74934,1221
2022-01-10,South,140,33753,1352
2023-02-12,East,60,50950,1430
2022-02-23,West,215,4443,1505
2024-10-18,North,460,21440,1371
2024-04-28,West,299,7554,1612
2022-01-15,South,75,53026,1773
2022-01-03,West,490,7566,1119
2024-01-30,North,214,19881,1746
2024-02-16,North,423,65157,1804
2022-03-06,North,309,45786,1406
2023-11-04,East,473,64904,1540
2024-05-28,North,480,86690,1858
2024-07-22,North,406,71917,1064
2023-03-11,North,110,8141,1912
2022-04-15,East,412,14851,1024
2024-03-09,West,56,10320,1990
2023-06-24,South,119,25062,1103
2023-04-28,North,457,14583,1615
2023-06-29,South,86,94224,1442
2022-10-21,North,104,5022,1446
2024-05-23,South,343,25015,1386
2024-03-22,West,10,87648,1232
2024-08-27,West,457,92061,1147
2022-10-15,West,459,68532,1735
2024-01-27,South,416,27390,1397
2022-04-29,East,488,97272,1174
2022-03-02,South,53,48612,1544
2022-04-03,West,155,50542,1874
2022-06-24,North,257,42381,1071
2024-03-04,East,241,62172,1490
2022-09-18,West,369,99527,1111
2023-01-06,South,381,67572,1693
2022-12-01,East,375,3636,1874
2023-12-31,South,57,88753,1378
2022-07-16,South,294,17053,1929
2023-05-17,East,426,23504,1091
2022-12-17,South,413,314,1878
2023-04-03,East,413,41588,1731
2023-05-21,West,477,99982,1835
2023-06-19,South,207,43248,1531
2023-08-25,East,299,34434,1770
2022-11-30,East,62,29615,1745
2024-06-19,South,156,24165,1283
2023-03-06,South,397,25257,1652
2022-05-31,West,162,28096,1875
2022-06-04,West,114,28745,1202
2023-04-05,East,70,89141,1746
2023-03-22,North,123,30008,1262
2023-10-21,North,188,6867,1433
2024-06-18,East,427,24745,1747
2023-11-01,East,178,45776,1370
2021-12-23,East,230,51566,1454
2023-06-14,East,212,65064,1265
2022-03-29,East,64,9756,1431
2022-11-08,North,184,54107,1655
2024-08-04,West,354,13312,1781
2022-04-06,East,478,75867,1988
2022-04-21,South,120,66855,1625
2023-01-15,West,307,61007,1247
2023-04-11,South,23,48797,1189
2024-05-16,East,220,9626,1629
2022-07-20,West,466,27006,1772
2023-04-09,South,120,77440,1905
2022-09-09,West,4,20214,1803
2024-03-21,East,130,41411,1462
2023-06-15,North,31,44634,1296
2024-07-16,South,104,34951,1151
2024-01-29,South,233,89035,1679
2022-01-25,East,478,54895,1071
2024-07-19,West,243,4403,1279
2023-12-31,North,110,26755,1628
2022-12-12,South,143,41660,1166
2024-01-12,East,474,13663,1827
2024-11-29,South,112,41874,1592
2022-08-19,South,209,16400,1901
2023-01-07,South,430,54770,1281
2022-10-05,East,202,19349,1708
2023-07-22,East,492,18008,1253
2024-04-27,East,139,88099,1000
2024-04-03,North,354,37002,1648
2022-03-04,North,284,2113,1650
2023-01-31,East,156,60103,1831
2023-10-20,South,273,70112,1659
2022-06-26,South,104,67705,1644
2022-06-25,East,419,86682,1152
2022-03-24,West,214,39794,1334
2024-02-05,North,104,75246,1365
2024-06-24,East,73,35085,1246
2024-06-27,West,411,21802,1486
2022-04-12,East,262,3567,1533
2022-05-13,South,320,3208,1286
2023-10-02,North,495,8065,1438
2022-11-11,East,499,51662,1066
2023-10-28,West,389,66018,1508
2024-01-03,East,415,98623,1811
2022-10-11,North,442,74953,1787
2024-11-03,East,357,14636,1559
2023-12-21,North,171,46412,1660
2024-09-02,West,205,91500,1930
2024-09-04,West,139,86561,1274
2022-01-28,West,455,48314,1039
2023-08-03,North,109,82966,1408
2022-03-04,North,310,86342,1685
2022-08-10,West,488,52819,1119
2023-12-01,South,350,8466,1406
2022-10-28,North,320,38881,1105
2023-03-13,East,370,1698,1219
2023-01-12,East,171,50117,1292
2024-06-25,West,72,41528,1659
2022-11-16,South,136,91903,1751
2022-06-30,East,405,13430,1891
2022-02-23,East,161,65169,1713
2023-11-06,South,394,870,1853
2022-06-16,North,442,23634,1020
2022-08-30,North,19,51503,1295
2022-08-12,North,207,73680,1303
2023-12-12,North,271,69898,1864
2024-11-07,West,292,82539,1224
2022-07-31,North,152,71716,1106
2022-10-12,West,131,44016,1592
2022-12-05,East,411,92980,1507
2022-10-06,East,94,13235,1750
2023-01-17,West,211,70049,1833
2022-09-21,South,419,70656,1229
2023-11-14,North,419,48532,1152
2024-06-08,East,89,57608,1556
2023-02-15,West,301,82800,1712
2022-08-02,West,40,18715,1242
2022-10-06,North,55,42756,1229
2023-09-16,East,342,82616,1053
2022-08-14,North,108,38697,1634
2022-01-18,East,226,91720,1628
2024-10-19,South,319,3645,1574
2022-05-28,North,83,30902,1480
2023-03-11,East,74,63384,1609
2023-01-13,East,197,74983,1979
2024-10-21,East,224,56770,1496
2024-03-13,East,240,78241,1065
2022-03-24,East,423,47116,1177
2023-10-27,North,118,5460,1832
2023-09-13,North,49,73886,1154
2022-09-13,North,176,95173,1744
2024-08-13,South,231,89125,1266
2023-12-17,North,295,89392,1782
2024-01-07,North,318,4399,1298
2024-05-22,West,293,43383,1271
2022-10-12,South,30,9067,1461
2022-12-23,West,159,54357,1779
2024-06-10,East,10,41899,1965
2022-03-25,North,173,65648,1950
2023-10-25,West,159,27685,1936
2022-06-20,North,388,68478,1364
2023-06-07,West,337,73419,1319
2024-10-29,North,298,69434,1634
2022-12-28,East,308,2578,1186
2022-03-20,East,86,32802,1859
2023-03-17,East,71,69324,1771
2022-06-20,West,162,10919,1198
2023-01-01,North,190,41185,1227
2023-12-09,North,407,81162,1610
2022-01-30,South,310,12047,1581
2024-10-29,West,470,39190,1973
2022-05-31,East,157,44804,1561
2022-02-08,West,418,54477,1506
2023-03-14,West,151,38137,1104
2022-11-21,South,385,97459,1593
2022-01-17,North,188,63739,1017
2022-11-21,East,17,26919,1121
2023-01-20,North,256,70971,1312
2023-08-31,North,214,97660,1902
2022-09-19,East,149,18164,1113
2023-01-31,East,81,93568,1526
2022-02-24,West,366,49737,1822
2023-01-22,South,269,49278,1068
2024-04-22,North,129,85110,1004
2024-10-30,North,173,72704,1597
2024-06-26,South,125,9811,1289
2024-06-30,North,112,87441,1990
2023-02-10,West,149,42088,1363
2022-05-19,South,236,52423,1327
2023-04-13,North,157,35002,1224
2024-02-10,South,269,55273,1214
2024-08-08,East,295,79721,1071
2024-10-19,West,139,75256,1212
2023-10-01,East,234,12345,1869
2024-07-18,West,95,23575,1226
2022-03-23,East,165,6648,1319
2022-06-15,East,301,75472,1670
2024-01-18,East,426,99229,1815
2023-05-27,East,353,67705,1142
2023-04-13,South,404,47544,1027
2022-11-10,North,452,48853,2000
2022-05-20,South,244,70997,1022
2023-05-22,South,86,83016,1383
2022-11-03,West,215,87285,1000
2023-08-01,East,352,58016,1008
2022-12-09,East,428,11338,1181
2024-07-19,North,367,16482,1201
2024-03-15,West,26,96540,1593
2024-10-02,North,325,96944,1179
2022-12-03,West,154,80114,1808
2022-05-29,West,272,95592,1948
2022-01-08,North,157,39129,1903
2024-08-21,South,119,62007,1043
2023-06-13,West,237,42954,1810
2022-11-06,East,40,279,1453
2024-01-17,West,270,15783,1691
2024-11-02,North,344,55754,1495
2022-12-18,North,444,85746,1662
2023-08-15,West,209,29425,1134
2022-06-26,South,129,6174,1556
2023-01-26,West,334,31895,1284
2022-05-25,North,453,20547,1113
2023-11-28,East,116,31643,1206
2022-11-12,West,320,15776,1294
2023-09-12,North,128,43074,1311
2022-06-07,South,371,96289,1427
2021-12-13,South,335,81776,1414
2022-01-16,West,312,69541,1748
2022-08-24,South,225,37620,1246
2023-03-20,South,394,91914,1688
2022-05-23,South,82,96894,1860
2024-06-28,West,122,86234,1931
2024-02-11,West,277,71386,1964
2024-03-04,South,18,13314,1803
2022-06-12,West,26,18769,1839
2024-05-02,East,451,92098,1785
2023-09-12,West,464,35487,1388
2023-04-17,West,491,97657,1152
2022-01-02,North,289,94368,1127
2022-09-13,South,263,1358,1196
2023-07-20,South,463,16362,1596
2024-03-01,West,399,33807,1135
2023-01-08,East,166,79305,1473
2021-12-30,West,376,53841,1354
2024-05-11,South,270,83359,1239
2023-05-07,West,231,41158,1704
2022-05-07,East,68,94896,1949
2022-09-21,North,214,61073,1501
2024-03-01,West,241,68561,1649
2024-07-22,North,373,34464,1907
2022-11-06,South,129,26603,1720
2023-02-20,South,293,89710,1765
2022-02-10,East,357,25029,1743
2022-09-27,North,136,88514,1035
2023-06-03,North,111,26667,1368
2022-12-06,East,99,58588,1288
2023-05-26,West,422,1437,1845
2023-07-22,East,357,37428,1900
2024-01-08,South,144,88615,1538
2024-10-19,West,95,78194,1321
2022-02-25,East,348,13791,1769
2022-11-27,East,472,10281,1275
2024-05-26,East,165,60097,1689
2023-06-14,West,476,55911,1095
2022-03-29,North,362,94932,1939
2023-01-12,West,92,64563,1910
2023-03-09,South,197,43477,1945
2023-01-25,South,183,12042,1658
2023-12-10,East,350,17871,1348
2024-05-11,North,452,17655,1302
2024-09-01,North,311,67605,1812
2023-07-30,South,365,80426,1243
2022-02-28,East,83,78723,1100
2023-06-02,North,14,3369,1923
2022-01-21,North,336,32493,1867
2024-02-09,East,70,1341,1683
2022-05-01,North,356,65849,1078
2022-08-13,East,102,91169,1247
2024-01-16,North,210,73984,1909
2024-11-14,East,294,8474,1811
2024-09-09,West,178,36024,1806
2023-05-05,South,51,89603,1262
2024-02-13,East,271,57022,1150
2024-01-28,North,9,95955,1819
2024-05-01,North,171,71462,1779
2022-07-21,East,329,64241,1563
2023-02-10,West,427,36830,1690
2022-03-09,North,439,51470,1543
2023-09-17,South,49,99658,1155
2024-09-27,North,72,47557,1995
2024-04-19,West,230,60380,1271
2022-11-30,South,66,91951,1917
2023-03-15,West,422,57763,1704
2024-10-30,West,411,47430,1194
2022-06-18,West,250,75685,1089
2024-06-25,East,214,79801,1543
2024-06-26,North,499,93369,1902
2023-01-18,East,403,39272,1440
2023-12-08,East,487,45918,1529
2024-01-04,East,147,71286,1884
2023-12-16,West,293,97079,1690
2023-12-03,East,209,75997,1380
2024-08-18,North,200,61569,1333
2023-03-26,North,40,36303,1065
2022-12-27,South,167,65131,1018
2024-11-04,South,54,99879,1014
2023-08-13,North,359,29220,1629
2023-07-27,South,468,36575,1017
2022-04-22,South,437,62151,1643
2023-06-24,West,307,51856,1403
2024-09-29,North,407,46594,1929
2022-09-06,West,365,78972,1144
2023-05-09,North,255,94538,1248
2023-10-07,West,267,52957,1195
2023-10-16,East,415,9905,1544
2024-07-10,North,375,39502,1302
2022-09-26,East,79,43500,1008
2022-07-18,West,297,21836,1011
2023-06-12,North,114,47391,1967
2021-12-23,East,471,14237,1394
2022-12-06,North,424,18121,1912
2023-07-16,West,99,20733,1992
2023-04-11,South,444,92657,1181
2023-07-07,North,362,67706,1550
2023-01-15,West,296,89187,1129
2023-09-30,West,185,619,1452
2022-04-02,South,445,71385,1757
2022-07-21,South,477,31723,1221
2023-12-08,North,231,11263,1055
2024-01-08,East,456,81070,1728
2022-01-01,South,257,5069,1027
2023-01-21,West,479,15941,1828
2024-08-03,North,425,61327,1351
2023-04-09,West,493,2768,1589
2024-06-12,North,220,81617,1641
2023-02-04,South,367,40406,1566
2024-05-06,East,478,76561,1699
2024-05-08,West,125,58858,1926
2023-06-18,West,113,78875,1457
2022-07-17,East,399,41932,1999
2024-02-13,West,254,82662,1133
2022-03-15,West,128,13107,1319
2023-03-12,South,416,74634,1887
2023-02-28,South,283,46792,1658
2022-04-10,East,439,13169,1231
2021-12-23,East,349,40208,1018
2024-09-20,South,230,54389,1444
2022-11-30,West,277,96065,1155
2024-02-29,North,150,1618,1192
2024-09-01,North,311,8911,1969
2024-02-12,North,255,79829,1531
2023-03-31,South,260,49332,1255
2023-10-22,North,404,28546,1278
2022-10-05,West,265,42168,1077
2022-08-04,South,454,5876,1037
2024-06-01,South,225,90936,1351
2023-08-04,South,307,43883,1877
2023-10-31,East,389,84583,1916
2023-12-08,East,54,67895,1551
2022-01-12,North,317,64006,1490
2024-07-29,West,330,57668,1936
2023-07-20,West,163,17323,1389
2022-02-21,North,13,26579,1686
2024-10-23,West,479,24185,1640
2022-03-09,North,243,98133,1631
2022-06-15,South,353,34281,1793
2022-04-20,North,204,63329,1238
2022-07-27,East,279,43750,1807
2024-02-13,East,31,51749,1615
2022-01-26,East,301,72722,1671
2024-01-24,North,458,4208,1563
2022-04-08,North,232,27404,1952
2023-07-29,North,53,27939,1789
2023-06-03,West,24,11828,1252
2024-01-18,West,397,496,1924
2023-05-03,South,121,46875,1180
2023-11-24,East,73,60023,1024
2022-02-05,East,30,56832,1860
2024-03-06,North,47,35232,1501
2023-10-16,West,121,90538,2000
2022-10-18,West,296,26380,1568
2024-03-15,East,392,24456,1543
2024-09-04,East,46,4377,1537
2022-10-16,East,214,94738,1736
2022-11-01,North,464,14303,1581
2023-07-10,East,452,24169,1831
2024-11-15,West,337,94617,1522
2024-11-02,South,373,84449,1567
2022-08-28,West,434,74791,1800
2024-07-04,South,55,79751,1365
2023-04-14,West,369,16983,1306
2022-01-14,East,360,99413,1378
2022-04-26,West,182,93293,1049
2024-10-12,West,336,4399,1028
2024-07-15,South,83,93052,1097
2023-10-07,East,56,17252,1969
2023-07-17,South,273,41200,1861
2024-10-19,South,38,94860,1004
2021-12-29,West,431,99020,1770
2022-10-29,North,426,4220,1970
2022-03-22,West,500,45794,1321
2024-04-14,East,132,82544,1599
2022-03-17,North,95,5465,1915
2023-11-12,North,223,94409,1511
2023-06-05,South,322,27806,1836
2022-01-10,North,361,10122,1750
2024-10-24,East,169,98923,1899
2024-04-30,East,425,60044,1834
2022-02-16,West,332,4574,1788
2024-05-08,South,407,10353,1631
2023-08-22,East,478,32609,1967
2023-02-04,North,119,8823,1090
2023-08-01,South,200,23870,1041
2022-12-08,East,70,50370,1558
2024-06-10,North,270,38112,1686
2024-11-05,South,430,39253,1389
2024-08-06,North,243,49100,1523
2021-12-12,East,259,51216,1647
2023-11-17,North,243,6030,1104
2024-07-31,North,465,48335,1202
2024-07-06,South,98,64851,1678
2022-03-28,West,9,15288,1946
2023-01-15,East,409,64191,1513
2022-07-19,East,305,34880,1206
2024-09-09,East,4,76788,1049
2022-01-01,North,483,28751,1778
2022-09-19,East,358,18848,1073
2022-09-27,West,141,17013,1862
2023-11-12,North,375,65816,1314
2024-02-14,North,245,62791,1725
2023-08-03,South,140,57650,1092
2024-06-12,West,49,16359,1181
2024-08-26,West,157,46783,1629
2023-05-02,West,68,77275,1903
2022-09-17,North,84,64135,1927
2022-12-04,East,453,58327,1171
2024-09-21,South,261,24446,1335
2023-10-29,East,334,34837,1382
2023-09-03,East,301,8974,1371
2022-09-23,West,330,10391,1304
2023-09-23,West,151,83063,1927
2023-02-08,North,63,4597,1154
2023-04-13,West,449,51419,1377
2023-12-29,East,37,95578,1937
2024-05-10,East,414,27226,1050
2022-06-23,North,368,27766,1902
2021-12-22,South,434,17757,1546
2022-11-07,West,256,996,1432
2023-09-17,North,100,34612,1971
2022-10-13,East,217,70149,1687
2023-04-02,South,324,17608,1588
2023-05-14,North,302,21029,1487
2022-03-13,North,432,82025,1307
2022-01-14,South,127,85024,1737
2022-05-05,West,252,34911,1529
2023-02-02,West,452,57420,1452
2022-10-02,South,436,10244,1231
2022-10-30,South,453,85972,1430
2024-07-18,North,377,97129,1567
2024-10-14,East,176,97970,1217
2024-01-22,North,254,67182,1945
2024-04-19,East,285,18541,1638
2022-08-23,East,252,82844,1079
2024-08-02,North,96,2224,1222
2024-06-04,South,99,21330,1199
2022-10-03,South,240,88837,1261
2024-04-24,East,196,66945,1133
2024-02-26,East,66,94074,1830
2022-05-16,North,241,75441,1563
2023-06-10,North,160,87503,1834
2024-01-08,North,58,31744,1858
2023-08-08,North,307,25897,1895
2023-11-13,South,296,27090,1142
2022-12-20,North,204,65306,1323
2024-07-13,West,309,72340,1338
2022-02-26,South,247,95135,1116
2023-07-28,East,96,67885,1462
2023-07-30,West,279,28887,1936
2023-05-02,West,445,88878,1068
2022-08-20,East,494,85895,1458
2024-06-19,West,9,96611,1458
2023-02-27,South,299,11545,1928
2022-02-04,East,104,5775,1387
2024-11-17,South,402,17517,1251
2023-06-13,South,88,78012,1733
2023-04-05,West,490,50691,1763
2024-04-23,West,314,80494,1610
2023-11-21,East,39,10320,1942
2022-06-17,East,288,11061,1644
2024-10-31,North,36,81894,1858
2022-05-01,East,423,63692,1770
2022-07-23,South,471,60742,1931
2024-02-09,West,341,8847,1743
2022-04-07,West,60,43562,1980
2024-06-28,South,129,74402,1574
2023-01-17,East,477,47670,1407
2023-07-29,North,128,32320,1298
2024-09-19,North,53,1323,1548
2024-09-29,South,27,11856,1418
2021-12-12,West,192,95764,1260
2022-10-31,South,30,90467,1806
2022-11-02,East,178,69160,1992
2023-12-12,East,227,38467,1301
2022-01-19,North,272,7337,1990
2022-10-23,North,384,68793,1464
2023-11-23,East,55,29789,1286
2024-01-13,East,71,71618,1047
2023-12-12,North,486,37101,1701
2024-01-03,West,327,81013,1366
2021-12-15,West,367,22963,1438
2022-01-18,North,445,37043,1169
2022-05-19,North,492,63449,1767
2024-03-10,West,299,13027,1998
2022-04-30,North,364,62470,1576
2023-08-15,West,151,72697,1322
2024-07-31,North,4,25589,1709
2023-10-12,North,328,89465,1828
2024-08-08,South,417,87540,1329
2024-04-05,South,407,25992,1848
2023-01-03,South,455,721,1980
2024-01-20,East,132,70528,1140
2021-12-11,West,459,14883,1125
2023-05-01,West,389,47838,1966
2024-11-22,East,385,60205,1596
2022-12-25,West,457,93821,1659
2023-07-05,South,55,2698,1937
2022-09-01,West,149,87695,1635
2023-01-31,North,277,50327,1691
2023-12-14,West,43,31366,1726
2024-03-13,West,500,24318,1303
2024-07-25,North,423,13561,1146
2024-04-18,South,333,69699,1514
2024-01-09,West,254,22053,1251
2022-05-04,East,271,76712,1512
2022-09-25,South,237,57237,1338
2023-12-12,South,190,90089,1644
2022-04-10,West,286,22624,1340
2022-09-07,West,77,35071,1678
2023-05-30,North,496,7328,1106
2022-12-02,South,424,27177,1121
2024-09-13,East,109,2424,1926
2024-06-26,East,213,12834,1136
2024-01-11,South,266,92218,1840
2023-01-19,South,449,86193,1824
2023-08-03,West,31,69372,1789
2024-08-07,South,122,89360,1823
2021-12-14,East,331,44854,1452
2023-03-14,East,102,58072,1251
2024-01-15,West,394,34697,1377
2023-11-18,North,162,95832,1435
2023-08-20,West,313,34954,1805
2024-04-19,South,143,27879,1264
2023-12-20,West,88,8729,1498
2022-06-06,South,97,74072,1031
2023-11-16,East,336,51951,1551
2022-10-19,North,390,8298,1758
2023-02-06,South,173,48171,1166
2022-05-28,West,385,99063,1840
2023-11-07,North,479,87368,1347
2022-09-23,South,495,10513,1120
2023-01-18,West,117,5037,1916
2021-12-16,South,344,40825,1916
2022-07-23,East,455,86064,1862
2022-10-07,East,26,35657,1860
2022-04-13,North,472,34425,1247
2023-02-18,North,142,39576,1746
2022-06-09,East,226,12969,1957
2022-03-26,South,453,39180,1099
2022-04-04,South,488,40348,1718
2022-07-11,North,95,42378,1627
2022-02-28,East,33,90263,1554
2023-05-11,South,85,27945,1827
2023-07-13,West,10,43638,1736
2022-09-16,North,370,67730,1997
