ORDERID,CUSTOMERID,PRODUCTID,ORDERDATE,QUANTITY,TOTALAMOUNT,REGION,REMARKS
O000086,C00812,P0080,2023-08-20,18,87.36,Central,Road us back each decide.
O000087,C00850,P0029,2023-11-28,19,275.01,West,Again season enjoy than occur occur.
O000088,C00896,P0041,2025-06-14,5,160.66,South,Beyond item debate him alone.
O000089,C00590,P0057,2024-09-15,3,246.09,West,Interest meet paper.
O000090,C00950,P0038,2023-12-22,17,288.53,North,Approach discover picture.
O000091,C00580,P0089,2024-01-04,4,223.18,Central,Vote final walk range international.
O000092,C00451,P0058,2025-03-17,3,353.93,East,Field happen study word public.
O000093,C00661,P0093,2023-10-21,11,235.77,South,Resource season audience should oil its.
O000094,C00997,P0001,2025-03-17,14,285.97,North,Pretty knowledge human feel they against song.
O000095,C00917,P0057,2024-08-27,17,118.89,East,Significant form left land rate consider.
O000096,C00794,P0019,2024-06-14,8,480.45,North,Unit similar far couple none community industry.
O000097,C00083,P0053,2023-09-11,10,160.0,Central,Set accept city.
O000098,C00613,P0020,2023-09-03,1,208.0,East,Draw line page car image under miss.
O000099,C00487,P0078,2024-03-07,11,224.08,Central,Guess million form interesting eat be air.
O000100,C00631,P0014,2025-05-12,19,430.82,East,Yard hard stock fish.
O000101,C00846,P0022,2024-07-31,12,491.43,South,Young collection reduce industry.
O000102,C00244,P0052,2025-06-26,3,456.11,South,Born herself how interest oil word.
O000103,C00732,P0061,2024-07-17,3,222.94,South,Difficult measure customer thought could about.
O000104,C00118,P0071,2023-09-25,4,323.03,East,Industry hot member itself later for.
O000105,C00221,P0004,2024-02-22,4,243.5,West,Quickly near discuss pressure.
O000106,C00795,P0071,2024-09-03,19,100.21,North,Avoid Congress list community.
O000107,C00333,P0003,2024-02-14,15,54.19,North,Save home sure child player.
O000108,C00816,P0020,2025-01-01,4,183.33,North,Clear born trial.
O000109,C00101,P0016,2023-10-07,18,437.2,East,Life meeting key daughter idea heart.
O000110,C00147,P0001,2024-08-31,19,285.22,South,Order party bit dinner.
O000111,C00698,P0039,2024-03-17,15,97.29,West,Hope economy important much loss computer.
O000112,C00046,P0035,2025-03-26,10,289.31,South,Medical pull join interest few catch movie.
O000113,C00574,P0003,2025-06-18,2,200.97,Central,Air seven might opportunity memory discussion.
O000114,C00911,P0008,2024-08-25,5,306.3,South,Similar bed option half whose model offer.
O000115,C00535,P0065,2023-12-07,11,292.86,West,Door will floor employee drug.
O000116,C00681,P0005,2025-03-14,12,48.17,West,Finally wear each five idea authority position.
O000117,C00027,P0085,2024-10-13,9,78.12,Central,Site bed foot opportunity mouth present.
O000118,C00635,P0099,2024-08-31,12,493.21,Central,Best yes late listen admit improve sport.
O000119,C00607,P0017,2024-10-01,3,219.3,East,Able how white visit.
O000120,C00576,P0014,2024-02-11,17,68.21,North,Account short space morning movement stay skill.
O000121,C00392,P0027,2024-06-12,1,48.13,South,Tend art people physical.
O000122,C00371,P0073,2023-09-12,1,175.74,Central,Ever would reveal all leg west pick minute.
O000123,C00981,P0038,2024-10-08,7,261.33,South,See civil forward simply less campaign.
O000124,C00037,P0044,2025-03-13,15,401.65,West,Increase challenge since within five safe.
O000125,C00022,P0024,2024-04-26,11,99.01,West,May race live near center your check if.
O000126,C00962,P0033,2024-03-05,9,85.56,North,Speak or activity agent.
O000127,C00185,P0005,2024-09-22,14,267.84,West,Region happen weight woman and society traditional.
O000128,C00124,P0072,2024-01-07,3,83.11,Central,Event organization top through technology thing.
O000129,C00211,P0028,2024-02-13,4,351.59,East,Value two technology get.
O000130,C00801,P0061,2023-11-22,3,78.34,East,Issue new quite threat.
O000131,C00937,P0034,2023-11-27,12,345.35,South,Will rate travel soldier strong.
O000132,C00023,P0058,2025-04-01,14,470.89,South,Include explain building read.
O000133,C00426,P0074,2023-11-25,17,206.31,South,Meet all identify into type soldier director give.
O000134,C00102,P0031,2023-07-28,9,73.58,East,Dog management free news.
O000135,C00260,P0013,2024-10-20,9,490.61,West,Laugh laugh administration main project.
O000136,C00221,P0073,2024-11-24,9,284.75,Central,Explain out purpose whole place I item.
O000137,C00647,P0100,2024-01-20,3,319.57,North,From land population fly season success foreign however.
O000138,C00351,P0025,2024-07-07,4,412.19,West,Value education student line what professional.
O000139,C00181,P0005,2023-08-25,13,350.27,South,Ready TV information black rule together take yes.
O000140,C00504,P0071,2023-09-10,15,225.73,East,Street director peace certainly condition.
O000141,C00040,P0037,2024-12-11,1,262.14,Central,Middle in happen health learn west happy.
O000142,C00101,P0092,2025-02-10,5,282.48,North,Agent matter design prevent memory capital.
O000143,C00989,P0014,2023-10-12,4,228.23,South,Hotel check push fight case change.
O000144,C00200,P0015,2025-05-14,14,357.8,South,Human western role modern stop.
O000145,C00359,P0052,2023-10-27,12,238.1,East,Ever impact explain civil.
O000146,C00732,P0098,2025-06-19,14,121.31,East,Health finally effort.
O000147,C00839,P0047,2023-08-02,14,139.23,North,Activity born alone around.
O000148,C00919,P0041,2025-04-17,12,428.29,Central,Development base establish people.
O000149,C00170,P0018,2023-09-03,17,81.12,South,This three short so.
O000150,C00673,P0090,2025-05-30,15,138.42,North,College ability garden rather form.
O000151,C00967,P0100,2024-12-27,17,350.64,Central,Same practice four stay would unit nearly.
O000152,C00059,P0014,2025-06-18,2,20.32,East,Couple his can already side image leg.
O000153,C00677,P0051,2025-04-07,9,402.29,East,Improve kitchen hit.
O000154,C00846,P0081,2024-08-25,1,297.74,South,Industry writer make can these bad.
O000155,C00343,P0062,2024-12-14,5,135.96,North,Science green role amount.
O000156,C00251,P0023,2024-05-01,7,198.33,North,Continue certain drive public food range Republican.
O000157,C00597,P0082,2025-04-13,14,296.98,West,Should notice market building hot.
O000158,C00443,P0053,2024-12-31,8,232.2,East,Might evidence into represent now.
O000159,C00175,P0015,2024-08-13,16,461.23,North,High about wish half watch exactly.
O000160,C00472,P0078,2024-02-02,10,476.84,Central,Development edge people figure.
O000161,C00410,P0024,2024-08-11,19,148.79,Central,Group example although study role.
O000162,C00570,P0029,2025-03-24,9,39.2,Central,Yes security add service activity travel will.
O000163,C00509,P0088,2024-01-01,16,111.87,North,Ground wait accept.
O000164,C00312,P0058,2025-04-22,12,50.9,North,Head successful source plant need friend do.
O000165,C00358,P0069,2023-12-17,7,169.41,Central,Similar training politics.
O000166,C00838,P0091,2025-05-28,16,344.58,East,Fear list she.
O000167,C00251,P0070,2024-12-11,2,429.27,East,West growth important serve compare dark.
O000168,C00561,P0082,2024-10-03,13,297.62,West,Manage company much both they.
O000169,C00013,P0048,2025-04-04,4,281.33,Central,Weight age young current education find.
O000170,C00742,P0070,2024-05-23,19,260.45,Central,On follow choice author serve more the.
O000171,C00336,P0058,2024-09-25,16,331.31,East,Short always how officer trouble.
O000172,C00046,P0075,2024-02-01,4,127.64,North,From purpose whom health deal among place.
O000173,C00281,P0014,2024-06-16,11,260.02,North,Former fine dinner near full.
O000174,C00241,P0028,2024-07-19,13,368.45,East,Character opportunity particular describe.
O000175,C00954,P0033,2024-11-26,7,231.45,West,Since go into hand record without.
O000176,C00353,P0079,2024-11-12,4,314.53,Central,Ability always help watch oil himself.
O000177,C00288,P0021,2024-12-27,6,471.76,North,Pm source clear dog fast remain wrong.
O000178,C00360,P0002,2025-06-14,12,20.84,East,List someone white.
O000179,C00947,P0031,2025-03-10,1,287.11,Central,Important into begin morning enough.
O000180,C00634,P0053,2024-04-05,12,245.74,South,Particular institution lead rock.
O000181,C00622,P0060,2023-09-04,9,481.17,Central,My night this none attack same base.
O000182,C00716,P0087,2024-03-10,11,167.6,North,Many cold firm push student.
O000183,C00389,P0085,2024-10-20,12,488.35,South,Find paper dinner hundred doctor body result attorney.
O000184,C00415,P0054,2023-09-30,6,497.02,East,Bank condition reduce energy animal still by can.
O000185,C00651,P0022,2024-07-14,16,337.78,West,Right fight people open spend piece power be.
O000186,C00002,P0035,2024-09-30,9,333.44,Central,Boy her environmental nation important decide notice.
O000187,C00193,P0021,2024-11-03,3,345.72,North,On particular decision plant audience owner ok.
O000188,C00335,P0069,2024-03-19,15,449.31,North,Hand red speak agency.
O000189,C00240,P0024,2025-04-19,4,447.49,West,What person put see.
O000190,C00638,P0089,2023-11-27,4,356.01,West,Her market individual.
O000191,C00379,P0088,2024-01-07,8,453.04,North,Five change customer participant hope likely service.
O000192,C00876,P0029,2023-07-15,10,364.58,South,Building reduce pass gun choose single.
O000193,C00569,P0043,2025-01-21,10,359.61,East,Now until buy seven west.
O000194,C00415,P0012,2024-01-29,10,481.75,South,Report level like man.
O000195,C00403,P0098,2023-10-01,4,133.44,East,State early game.
O000196,C00702,P0041,2024-12-31,15,253.77,North,Tree work buy college next.
O000197,C00419,P0037,2023-12-21,19,298.32,Central,Impact ask law cell contain bring matter lay.
O000198,C00663,P0062,2024-04-16,13,446.1,Central,Know star teach sing against offer.
O000199,C00047,P0062,2025-03-11,4,272.4,Central,Fact economic never sort mind job.
O000200,C00446,P0100,2023-11-12,10,490.57,North,Room recognize present pattern court.
O000201,C00260,P0072,2024-03-17,11,408.61,South,Reveal walk letter amount.
O000202,C00158,P0070,2024-05-28,14,315.63,East,Drive inside nice indeed top.
O000203,C00528,P0078,2025-03-27,8,320.35,West,Identify close now yet thing century.
O000204,C00488,P0095,2023-08-20,8,70.6,West,Computer bank anyone environmental.
O000205,C00562,P0035,2023-09-19,2,351.66,North,Around animal skin event season.
O000206,C00756,P0017,2025-03-02,13,408.54,Central,Affect pull thing consider region find phone itself.
O000207,C00884,P0011,2023-10-24,3,192.05,North,Accept discuss leave political pressure.
O000208,C00495,P0094,2025-04-27,3,315.12,Central,Nearly maintain evidence alone feeling next.
O000209,C00313,P0045,2024-12-25,2,242.95,South,Continue day source.
O000210,C00467,P0047,2023-12-19,6,386.27,North,Sometimes require finally war particular.
O000211,C00810,P0089,2023-08-07,9,17.26,East,Community value store.
O000212,C00876,P0026,2025-03-28,5,34.89,Central,Instead morning agree either half official mention.
O000213,C00813,P0044,2024-09-20,1,241.75,South,Support young compare kid.
O000214,C00189,P0030,2024-11-06,12,320.71,Central,Road person national talk gun thing.
O000215,C01000,P0021,2025-06-08,3,46.01,North,Old pick charge person rock as.
O000216,C00634,P0082,2025-06-29,6,360.79,North,Sell hotel western.
O000217,C00084,P0083,2024-08-20,17,322.84,East,Nor remain threat him how ok.
O000218,C00726,P0081,2024-10-12,9,269.72,Central,Again leg field activity sing hour offer.
O000219,C00987,P0011,2024-12-12,2,264.94,East,After build then hospital about.
O000220,C00402,P0065,2023-08-29,18,346.24,South,Sport former bag news especially bad no agree.
O000221,C00679,P0018,2023-07-23,17,269.01,West,Night do kid apply any energy her.
O000222,C00317,P0093,2023-10-07,4,337.24,North,Mission scene decision affect choose great.
O000223,C00214,P0038,2024-11-07,9,205.71,West,Hundred behind section artist road.
O000224,C00718,P0084,2023-11-26,5,329.16,Central,Road last some friend.
O000225,C00003,P0018,2024-10-15,17,172.93,North,Cell edge three tend.
O000226,C00823,P0049,2025-04-07,4,477.76,Central,Shake box letter school person purpose.
O000227,C00529,P0022,2024-09-22,8,443.89,West,Himself business out.
O000228,C00098,P0038,2023-10-03,4,228.12,East,Side red store carry conference read.
O000229,C00119,P0023,2024-05-01,19,437.49,East,Without wonder teacher put believe impact.
O000230,C00650,P0029,2023-09-12,18,367.61,East,Space plant six agree draw speech.
O000231,C00874,P0068,2024-04-15,2,441.12,Central,Agree great statement truth.
O000232,C00280,P0025,2025-04-10,19,441.25,East,Which total action can process.
O000233,C00979,P0051,2023-10-01,18,67.31,East,Raise data anything executive there.
O000234,C00101,P0014,2023-07-31,3,186.56,North,Throughout on bar improve material.
O000235,C00854,P0089,2024-10-15,6,431.13,West,Option rich reflect onto of walk.
O000236,C00397,P0064,2023-07-19,6,195.36,Central,Citizen however professor.
O000237,C00082,P0088,2023-12-01,13,260.13,North,Interesting what unit visit pay.
O000238,C00275,P0075,2023-11-23,13,495.3,South,Off good much spend.
O000239,C00453,P0056,2025-01-10,3,482.64,Central,Television field point region rise participant I.
O000240,C00793,P0042,2023-10-07,16,232.09,West,Site score share push kid write.
O000241,C00862,P0039,2024-07-09,8,263.14,West,Garden data wife send.
O000242,C00134,P0086,2023-12-13,8,96.35,Central,Table office general.
O000243,C00521,P0040,2025-01-17,12,380.39,Central,Usually east chance religious most.
O000244,C00651,P0051,2025-03-15,18,155.45,South,Under machine could suddenly.
O000245,C00348,P0049,2023-08-19,7,362.03,Central,Thank improve out than American resource computer.
O000246,C00872,P0061,2025-06-29,8,63.97,East,Station suffer book score within occur concern.
O000247,C00279,P0044,2024-12-11,19,471.64,North,Market tree ahead major good follow.
O000248,C00019,P0076,2023-07-20,12,55.88,East,Also stay fall young tree.
O000249,C00041,P0045,2024-08-28,18,488.69,North,Option my serve bed some.
O000250,C00681,P0086,2024-05-28,10,233.64,South,Medical hit idea.
O000251,C00559,P0040,2024-10-27,15,362.54,East,Model defense store guess agree popular maybe.
O000252,C00947,P0050,2023-09-19,10,160.93,West,Model perhaps his already doctor fact miss.
O000253,C00939,P0009,2025-04-12,19,145.58,Central,Four him suffer lawyer light run decision.
O000254,C00910,P0070,2024-01-20,1,292.12,South,Source site identify Mr politics assume small.
O000255,C00043,P0070,2023-08-26,10,394.15,West,Then action laugh doctor speech action cold.
O000256,C00750,P0063,2023-12-21,12,465.45,East,Perform much special modern major meet southern.
O000257,C00702,P0035,2023-08-27,18,497.33,West,Wind course media need same.
O000258,C00656,P0098,2024-11-16,10,255.79,North,System leader half find purpose.
O000259,C00713,P0045,2024-02-21,1,236.63,North,Usually wrong no explain.
O000260,C00903,P0056,2024-03-31,17,378.57,Central,Low south owner institution.
O000261,C00641,P0061,2024-06-05,11,390.69,South,North method position song husband end.
O000262,C00373,P0092,2023-11-20,5,115.88,South,Analysis real run special suggest.
O000263,C00538,P0063,2023-08-19,4,239.96,North,Beyond attention last simply dark life girl.
O000264,C00208,P0011,2024-07-28,9,381.69,North,Main us significant age.
O000265,C00588,P0036,2024-06-29,15,292.19,East,Her mouth candidate sport hold.
O000266,C00009,P0044,2023-08-02,1,11.06,West,Affect friend glass home six event time.
O000267,C00152,P0058,2024-10-08,9,400.75,North,Focus feel firm sort add religious sing.
O000268,C00334,P0094,2023-09-19,8,434.04,West,Alone brother herself very.
O000269,C00790,P0080,2024-12-27,14,182.16,South,Simple cold someone boy.
O000270,C00719,P0051,2024-05-01,18,372.26,West,Course subject case group myself.
O000271,C00339,P0027,2023-12-04,1,214.1,North,Officer rate detail voice enjoy.
O000272,C00621,P0006,2024-01-21,12,305.05,West,Land firm tax win look near film pay.
O000273,C00042,P0066,2024-04-06,5,99.75,East,Animal raise bring those push.
O000274,C00164,P0052,2025-06-04,1,371.53,Central,Answer occur ask force.
O000275,C00982,P0055,2025-01-21,11,24.81,South,Sister gas face offer administration indicate answer.
O000276,C00290,P0059,2024-07-02,15,316.38,Central,Rock look old week.
O000277,C00395,P0094,2025-04-14,19,275.18,South,Name effect lot give people.
O000278,C00549,P0043,2025-06-02,5,33.71,East,Increase next natural range recognize much light.
O000279,C00294,P0024,2025-06-15,4,184.84,North,Customer owner decision wish offer difficult particular.
O000280,C00479,P0059,2024-09-17,8,93.62,South,Oil adult size field his.
O000281,C00240,P0004,2023-11-11,9,314.16,North,Suddenly fine discussion hundred democratic send.
O000282,C00049,P0013,2024-12-25,14,212.22,South,Group carry foot mission.
O000283,C00180,P0013,2024-12-06,6,210.53,East,Red arm unit event wrong time keep.
O000284,C00524,P0075,2023-12-07,1,81.3,East,Station keep choice truth pass painting.
O000285,C00071,P0084,2025-02-18,9,10.91,East,Decision southern growth skill unit notice.
O000286,C00404,P0084,2023-08-17,16,486.34,West,Value conference lead federal focus long sea.
O000287,C00329,P0069,2025-03-06,16,133.45,South,Among garden once good partner process know.
O000288,C00415,P0097,2024-12-09,12,357.96,South,Mother season behavior carry education room.
O000289,C00100,P0035,2023-11-02,5,115.13,North,Evening avoid cup thousand possible condition station.
O000290,C00909,P0090,2025-04-19,8,96.92,Central,Stop cover behavior rise employee.
O000291,C00475,P0085,2023-11-05,14,330.29,West,Modern thought common.
O000292,C00841,P0089,2024-03-24,11,52.94,East,Prepare player east including consumer your edge.
O000293,C00977,P0099,2024-08-17,15,442.78,Central,Necessary help six.
O000294,C00344,P0089,2024-01-13,18,344.0,Central,Cost crime police.
O000295,C00480,P0071,2023-10-02,4,154.68,South,Machine affect message body perhaps only choose.
O000296,C00700,P0027,2024-10-08,10,286.02,South,Back play language have hear.
O000297,C00427,P0032,2025-06-17,19,352.39,North,Institution place support could.
O000298,C00302,P0055,2024-06-10,3,250.08,Central,With more price material week market moment.
O000299,C00735,P0053,2024-11-30,12,235.67,North,Family writer partner vote out them few.
O000300,C00895,P0067,2023-11-15,19,90.35,North,Billion benefit chair.
O000301,C00920,P0021,2023-07-13,14,283.68,East,Fast answer development.
O000302,C00627,P0015,2024-07-03,2,391.6,North,Son real around soon.
O000303,C00376,P0046,2024-12-13,7,496.47,South,Leg west method very hit.
O000304,C00975,P0038,2024-05-16,11,323.82,Central,Long policy not style lead visit.
O000305,C00639,P0050,2025-06-01,17,336.19,East,Response hotel PM why if.
O000306,C00066,P0029,2024-09-17,17,218.36,Central,Heart particularly night money occur pick become.
O000307,C00085,P0037,2025-05-12,4,265.26,West,Poor according paper discover place.
O000308,C00750,P0043,2024-08-01,18,349.38,South,And build grow coach method window.
O000309,C00062,P0052,2025-06-14,11,38.34,South,When find east east wrong time.
O000310,C00008,P0098,2024-02-29,10,175.96,North,Through both let save much force team other.
O000311,C00394,P0056,2024-11-18,13,139.36,East,Training senior former.
O000312,C00520,P0075,2024-04-05,14,482.11,Central,Close machine need drive place million well.
O000313,C00449,P0018,2024-04-29,7,43.46,North,Response option instead full use much.
O000314,C00489,P0006,2025-04-13,7,77.57,South,Mr case hand dog manager catch task.
O000315,C00585,P0015,2024-11-24,8,216.08,West,Certain for everybody society.
O000316,C00680,P0014,2024-01-13,9,100.42,Central,Address avoid young.
O000317,C00424,P0043,2023-10-30,14,310.16,South,Goal nation somebody sometimes.
O000318,C00369,P0074,2024-09-10,8,376.23,North,Relationship moment air director base piece.
O000319,C00989,P0034,2024-12-20,17,201.62,Central,Professional cover various second report certain possible.
O000320,C00261,P0027,2023-07-12,16,422.9,East,Star large two leader foot your.
O000321,C00778,P0056,2024-06-22,9,380.87,North,Color executive model early.
O000322,C00432,P0020,2025-01-28,4,286.75,North,Chair gas participant successful and western.
O000323,C00359,P0092,2023-09-02,7,333.33,South,When project oil happy thing others.
O000324,C00064,P0018,2024-03-19,18,371.6,South,Group all lead hard.
O000325,C00864,P0041,2025-01-27,8,319.51,South,Carry experience budget bit mention officer compare.
O000326,C00703,P0076,2023-08-07,3,403.24,North,Congress economic option feel fill.
O000327,C00904,P0008,2024-08-28,17,298.26,Central,Lay cup leg.
O000328,C00452,P0032,2024-02-06,19,358.3,West,Carry writer hard indeed.
O000329,C00677,P0050,2023-10-15,14,209.63,South,City mean simple focus until.
O000330,C00119,P0032,2024-01-05,5,472.29,South,Sing quality relationship say poor.
O000331,C00398,P0058,2025-02-13,5,124.89,West,Dinner majority last rich.
O000332,C00208,P0032,2024-07-11,13,281.49,West,Sign air method impact college.
O000333,C00043,P0020,2024-04-01,18,355.37,South,Begin wear surface cup indeed certainly.
O000334,C00948,P0095,2024-10-18,2,228.27,South,When training wall sure through.
O000335,C00216,P0003,2024-02-11,6,300.97,Central,Two school structure human southern huge player.
O000336,C00147,P0023,2024-12-07,2,72.53,North,Size writer ago ask half however suddenly.
O000337,C00198,P0091,2024-04-06,8,459.39,South,We Mr media Democrat.
O000338,C00379,P0039,2024-10-03,10,423.05,East,Development manage available health hand just military.
O000339,C00547,P0050,2025-05-25,18,234.11,South,Middle thank two investment.
O000340,C00152,P0095,2024-11-06,10,288.62,South,Great medical discover even while hand speech green.
O000341,C00989,P0089,2025-04-26,1,186.71,West,Win either bit apply.
O000342,C00983,P0017,2024-10-27,5,441.31,South,Write talk painting community close simple drug.
O000343,C00149,P0097,2023-10-13,18,136.52,Central,Action because door teacher hold school leg.
O000344,C00406,P0075,2025-01-08,17,212.36,South,Suffer child four his.
O000345,C00680,P0100,2024-02-29,4,153.47,Central,General site how key camera thing lead.
O000346,C00878,P0007,2024-04-29,11,17.92,West,Picture order another significant large dog.
O000347,C00496,P0096,2025-02-03,2,146.71,West,Act little unit direction.
O000348,C00918,P0095,2024-05-19,5,274.98,Central,Pattern we notice course exist.
O000349,C00323,P0062,2025-04-06,5,48.42,West,Anyone understand result need moment star lay.
O000350,C00499,P0004,2024-11-19,17,392.28,West,Dog beautiful study generation floor owner.
O000351,C00499,P0008,2023-09-03,17,260.84,West,Strategy base black cold near mission involve.
O000352,C00671,P0041,2023-07-04,16,235.94,North,Represent central feel right performance everybody key.
O000353,C00202,P0053,2024-10-06,11,81.86,South,Strategy owner then public need media first.
