employee_id,employee_name,hire_date,position
137,Employee_137,2022-12-26,Cashier
138,Employee_138,2023-06-11,Manager
139,Employee_139,2024-04-19,Cashier
140,Employee_140,2024-10-31,Cashier
141,Employee_141,2024-03-25,Manager
142,Employee_142,2022-07-09,Server
143,Employee_143,2022-06-23,Cashier
144,Employee_144,2023-01-16,Cashier
145,Employee_145,2022-01-18,Manager
146,Employee_146,2023-03-16,Server
147,Employee_147,2022-09-12,Server
148,Employee_148,2023-04-20,Manager
149,Employee_149,2023-11-23,Cashier
150,Employee_150,2024-04-25,Server
151,Employee_151,2022-08-23,Server
152,Employee_152,2024-02-11,Manager
153,Employee_153,2024-03-14,Manager
154,Employee_154,2023-02-07,Server
155,Employee_155,2022-03-30,Cashier
156,Employee_156,2022-09-13,Manager
157,Employee_157,2022-12-30,Cashier
158,Employee_158,2023-06-25,Server
159,Employee_159,2024-10-07,Manager
160,Employee_160,2022-06-25,Cashier
161,Employee_161,2022-08-25,Cashier
162,Employee_162,2022-04-21,Cashier
163,Employee_163,2022-10-12,Server
164,Employee_164,2022-09-22,Server
165,Employee_165,2022-03-14,Server
166,Employee_166,2022-10-01,Cashier
167,Employee_167,2024-01-09,Cashier
168,Employee_168,2022-03-08,Manager
169,Employee_169,2023-06-10,Cashier
170,Employee_170,2023-09-25,Cashier
171,Employee_171,2023-11-19,Manager
172,Employee_172,2023-12-22,Cashier
173,Employee_173,2024-08-27,Cashier
174,Employee_174,2023-06-29,Server
175,Employee_175,2023-04-13,Server
176,Employee_176,2022-06-17,Manager
177,Employee_177,2021-11-19,Cashier
178,Employee_178,2024-02-02,Manager
179,Employee_179,2023-02-09,Manager
180,Employee_180,2023-07-16,Cashier
181,Employee_181,2023-06-06,Server
182,Employee_182,2023-02-24,Manager
183,Employee_183,2024-09-17,Cashier
184,Employee_184,2022-05-18,Server
185,Employee_185,2024-07-11,Cashier
186,Employee_186,2022-03-21,Cashier
187,Employee_187,2021-11-04,Manager
188,Employee_188,2024-07-10,Cashier
189,Employee_189,2022-02-20,Server
190,Employee_190,2024-10-13,Server
191,Employee_191,2023-07-23,Cashier
192,Employee_192,2024-10-19,Server
193,Employee_193,2022-04-21,Cashier
194,Employee_194,2022-02-26,Server
195,Employee_195,2022-06-06,Manager
196,Employee_196,2022-11-17,Server
197,Employee_197,2021-11-23,Manager
198,Employee_198,2024-02-09,Manager
199,Employee_199,2023-06-06,Server
200,Employee_200,2023-09-10,Cashier
201,Employee_201,2021-12-06,Manager
202,Employee_202,2022-05-03,Server
203,Employee_203,2023-10-22,Cashier
204,Employee_204,2024-05-09,Server
205,Employee_205,2021-11-02,Manager
206,Employee_206,2022-07-06,Manager
207,Employee_207,2023-09-02,Server
208,Employee_208,2022-09-21,Cashier
209,Employee_209,2023-11-24,Manager
210,Employee_210,2022-11-03,Server
211,Employee_211,2024-08-13,Manager
212,Employee_212,2023-01-02,Cashier
213,Employee_213,2022-01-21,Manager
214,Employee_214,2021-11-08,Server
215,Employee_215,2023-07-15,Server
216,Employee_216,2024-05-11,Cashier
217,Employee_217,2024-09-19,Cashier
218,Employee_218,2023-06-08,Cashier
219,Employee_219,2022-06-13,Cashier
220,Employee_220,2022-10-05,Cashier
221,Employee_221,2022-03-17,Server
222,Employee_222,2023-12-23,Cashier
223,Employee_223,2024-04-21,Manager
224,Employee_224,2023-09-02,Server
225,Employee_225,2024-03-31,Server
226,Employee_226,2023-11-14,Cashier
227,Employee_227,2024-06-02,Manager
228,Employee_228,2024-01-06,Server
229,Employee_229,2023-08-18,Cashier
230,Employee_230,2023-01-08,Cashier
231,Employee_231,2024-02-02,Cashier
232,Employee_232,2022-08-03,Server
233,Employee_233,2024-02-01,Manager
234,Employee_234,2022-03-08,Server
235,Employee_235,2023-10-09,Manager
236,Employee_236,2022-10-11,Cashier
237,Employee_237,2024-09-07,Manager
238,Employee_238,2023-09-10,Server
239,Employee_239,2023-01-24,Manager
240,Employee_240,2024-07-05,Cashier
241,Employee_241,2023-09-03,Server
242,Employee_242,2022-08-05,Manager
243,Employee_243,2024-05-03,Server
244,Employee_244,2022-02-16,Server
245,Employee_245,2022-12-28,Manager
246,Employee_246,2023-01-20,Server
247,Employee_247,2022-10-02,Cashier
248,Employee_248,2024-03-31,Server
249,Employee_249,2022-01-04,Server
250,Employee_250,2024-08-27,Cashier
251,Employee_251,2023-06-01,Server
252,Employee_252,2024-05-23,Server
253,Employee_253,2022-01-16,Server
254,Employee_254,2024-07-01,Cashier
255,Employee_255,2022-08-12,Server
256,Employee_256,2024-07-05,Server
257,Employee_257,2024-03-25,Cashier
258,Employee_258,2022-08-13,Server
259,Employee_259,2022-01-04,Server
260,Employee_260,2024-03-16,Cashier
261,Employee_261,2024-04-02,Cashier
262,Employee_262,2023-05-19,Server
263,Employee_263,2024-01-07,Cashier
264,Employee_264,2024-08-27,Manager
265,Employee_265,2024-09-19,Server
266,Employee_266,2023-07-04,Cashier
267,Employee_267,2024-04-18,Manager
268,Employee_268,2022-12-17,Manager
269,Employee_269,2022-10-12,Server
270,Employee_270,2022-08-16,Server
271,Employee_271,2023-05-20,Server
272,Employee_272,2022-12-27,Server
273,Employee_273,2023-07-28,Server
274,Employee_274,2022-05-24,Server
275,Employee_275,2023-10-05,Server
276,Employee_276,2023-03-02,Server
277,Employee_277,2024-06-06,Server
278,Employee_278,2022-04-16,Cashier
279,Employee_279,2024-04-20,Manager
280,Employee_280,2024-06-13,Manager
281,Employee_281,2023-10-23,Manager
282,Employee_282,2022-04-02,Server
283,Employee_283,2023-09-25,Manager
284,Employee_284,2022-05-30,Server
285,Employee_285,2023-02-14,Cashier
286,Employee_286,2024-09-27,Cashier
287,Employee_287,2021-11-12,Server
288,Employee_288,2023-08-30,Manager
289,Employee_289,2024-07-14,Server
290,Employee_290,2021-11-14,Cashier
291,Employee_291,2022-11-29,Manager
292,Employee_292,2023-10-20,Manager
293,Employee_293,2022-10-03,Server
294,Employee_294,2022-12-12,Manager
295,Employee_295,2023-06-06,Server
296,Employee_296,2021-11-23,Cashier
297,Employee_297,2022-12-17,Cashier
298,Employee_298,2022-04-28,Cashier
299,Employee_299,2022-04-01,Server
300,Employee_300,2023-07-27,Cashier
301,Employee_301,2023-09-02,Cashier
302,Employee_302,2021-12-10,Server
303,Employee_303,2024-04-18,Cashier
304,Employee_304,2023-08-08,Manager
305,Employee_305,2022-01-02,Manager
306,Employee_306,2024-10-31,Manager
307,Employee_307,2023-09-29,Manager
308,Employee_308,2022-11-22,Manager
309,Employee_309,2023-12-20,Cashier
310,Employee_310,2023-12-01,Manager
311,Employee_311,2023-01-01,Server
312,Employee_312,2023-04-12,Manager
313,Employee_313,2022-01-25,Manager
314,Employee_314,2023-03-11,Cashier
315,Employee_315,2022-12-13,Server
316,Employee_316,2023-12-15,Cashier
317,Employee_317,2022-07-18,Manager
318,Employee_318,2022-04-20,Manager
319,Employee_319,2021-11-15,Cashier
320,Employee_320,2024-05-01,Manager
321,Employee_321,2024-09-09,Server
322,Employee_322,2023-12-09,Server
323,Employee_323,2023-10-21,Server
324,Employee_324,2024-01-24,Manager
325,Employee_325,2023-03-06,Server
326,Employee_326,2022-09-19,Manager
327,Employee_327,2023-08-28,Manager
328,Employee_328,2022-04-25,Manager
329,Employee_329,2023-04-09,Cashier
330,Employee_330,2024-03-27,Server
331,Employee_331,2024-09-30,Manager
332,Employee_332,2021-12-12,Cashier
333,Employee_333,2024-08-21,Server
334,Employee_334,2023-10-25,Cashier
335,Employee_335,2023-11-22,Manager
336,Employee_336,2023-07-21,Manager
337,Employee_337,2023-08-14,Cashier
338,Employee_338,2023-06-20,Server
339,Employee_339,2023-06-26,Manager
340,Employee_340,2023-12-21,Server
341,Employee_341,2023-06-29,Server
342,Employee_342,2022-12-30,Server
343,Employee_343,2024-06-21,Cashier
344,Employee_344,2021-12-18,Cashier
345,Employee_345,2024-03-06,Server
346,Employee_346,2023-04-22,Cashier
347,Employee_347,2023-07-18,Manager
348,Employee_348,2024-03-04,Cashier
349,Employee_349,2022-04-05,Cashier
350,Employee_350,2024-08-29,Cashier
351,Employee_351,2023-05-08,Server
352,Employee_352,2022-03-23,Manager
353,Employee_353,2024-08-08,Cashier
354,Employee_354,2022-12-05,Cashier
355,Employee_355,2021-12-09,Server
356,Employee_356,2022-08-10,Server
357,Employee_357,2024-10-31,Cashier
358,Employee_358,2022-02-28,Server
359,Employee_359,2022-12-09,Server
360,Employee_360,2024-07-12,Cashier
361,Employee_361,2022-03-21,Server
362,Employee_362,2022-02-17,Manager
363,Employee_363,2023-03-09,Server
364,Employee_364,2024-02-06,Cashier
365,Employee_365,2024-06-01,Server
366,Employee_366,2024-03-19,Cashier
367,Employee_367,2024-01-26,Cashier
368,Employee_368,2022-06-15,Cashier
369,Employee_369,2023-09-06,Server
370,Employee_370,2022-06-21,Cashier
371,Employee_371,2022-10-24,Cashier
372,Employee_372,2023-05-06,Cashier
373,Employee_373,2024-03-21,Cashier
374,Employee_374,2023-11-14,Cashier
375,Employee_375,2024-10-14,Manager
376,Employee_376,2022-09-26,Manager
377,Employee_377,2022-06-12,Manager
378,Employee_378,2022-03-19,Server
379,Employee_379,2023-01-01,Manager
380,Employee_380,2023-01-22,Cashier
381,Employee_381,2022-07-16,Manager
382,Employee_382,2021-12-16,Server
383,Employee_383,2024-02-18,Manager
384,Employee_384,2022-05-11,Cashier
385,Employee_385,2022-03-13,Server
386,Employee_386,2024-07-18,Manager
387,Employee_387,2023-11-14,Manager
388,Employee_388,2023-07-25,Manager
389,Employee_389,2022-12-18,Cashier
390,Employee_390,2024-06-15,Manager
391,Employee_391,2024-01-25,Server
392,Employee_392,2022-08-11,Manager
393,Employee_393,2023-12-23,Server
394,Employee_394,2023-05-23,Server
395,Employee_395,2024-08-09,Manager
396,Employee_396,2023-09-23,Cashier
397,Employee_397,2023-09-07,Manager
398,Employee_398,2021-12-21,Cashier
399,Employee_399,2023-10-07,Server
400,Employee_400,2022-07-16,Cashier
401,Employee_401,2024-04-01,Cashier
402,Employee_402,2022-01-08,Manager
403,Employee_403,2023-09-20,Manager
404,Employee_404,2022-10-29,Manager
405,Employee_405,2022-03-05,Cashier
406,Employee_406,2023-12-22,Server
407,Employee_407,2022-08-08,Manager
408,Employee_408,2022-04-30,Manager
409,Employee_409,2023-08-14,Server
410,Employee_410,2021-12-25,Cashier
411,Employee_411,2022-02-07,Server
412,Employee_412,2023-02-03,Cashier
413,Employee_413,2024-03-03,Manager
414,Employee_414,2024-06-27,Manager
415,Employee_415,2022-02-18,Server
416,Employee_416,2024-07-02,Manager
417,Employee_417,2023-03-30,Cashier
418,Employee_418,2024-05-18,Manager
419,Employee_419,2024-08-13,Server
420,Employee_420,2021-11-23,Manager
421,Employee_421,2023-06-16,Manager
422,Employee_422,2022-07-23,Server
423,Employee_423,2022-05-19,Server
424,Employee_424,2022-09-25,Manager
425,Employee_425,2022-12-14,Server
426,Employee_426,2023-03-20,Server
427,Employee_427,2024-02-13,Manager
428,Employee_428,2022-05-01,Cashier
429,Employee_429,2024-05-10,Server
430,Employee_430,2023-05-08,Cashier
431,Employee_431,2022-04-12,Manager
432,Employee_432,2024-04-29,Manager
433,Employee_433,2022-01-08,Manager
434,Employee_434,2023-04-02,Server
435,Employee_435,2024-04-11,Manager
436,Employee_436,2022-11-20,Cashier
437,Employee_437,2023-03-10,Cashier
438,Employee_438,2023-10-31,Cashier
439,Employee_439,2023-03-20,Server
440,Employee_440,2022-01-18,Cashier
441,Employee_441,2024-10-24,Server
442,Employee_442,2023-11-17,Server
443,Employee_443,2023-01-02,Manager
444,Employee_444,2024-10-27,Cashier
445,Employee_445,2023-09-17,Server
446,Employee_446,2024-01-14,Cashier
447,Employee_447,2023-06-22,Server
448,Employee_448,2022-12-01,Cashier
449,Employee_449,2022-01-08,Server
450,Employee_450,2023-11-11,Cashier
451,Employee_451,2024-09-20,Manager
452,Employee_452,2022-03-30,Cashier
453,Employee_453,2023-09-16,Manager
454,Employee_454,2024-05-15,Manager
455,Employee_455,2024-06-21,Cashier
456,Employee_456,2024-07-14,Cashier
457,Employee_457,2023-11-21,Cashier
458,Employee_458,2022-03-10,Manager
459,Employee_459,2024-02-11,Cashier
460,Employee_460,2024-04-11,Manager
461,Employee_461,2024-01-06,Cashier
462,Employee_462,2024-04-25,Manager
463,Employee_463,2024-03-16,Cashier
464,Employee_464,2024-01-28,Server
465,Employee_465,2023-07-02,Server
466,Employee_466,2024-05-23,Cashier
467,Employee_467,2023-09-08,Server
468,Employee_468,2021-11-10,Cashier
469,Employee_469,2024-03-14,Manager
470,Employee_470,2024-07-23,Manager
471,Employee_471,2023-12-13,Cashier
472,Employee_472,2023-07-12,Cashier
473,Employee_473,2023-10-15,Cashier
474,Employee_474,2024-07-19,Manager
475,Employee_475,2023-10-16,Cashier
476,Employee_476,2024-05-22,Manager
477,Employee_477,2023-01-02,Server
478,Employee_478,2023-03-09,Manager
479,Employee_479,2022-06-06,Server
480,Employee_480,2024-04-11,Server
481,Employee_481,2024-09-25,Manager
482,Employee_482,2024-01-02,Cashier
483,Employee_483,2024-07-20,Manager
484,Employee_484,2024-02-12,Manager
485,Employee_485,2022-09-24,Server
486,Employee_486,2023-01-16,Server
487,Employee_487,2023-02-01,Cashier
488,Employee_488,2022-04-23,Server
489,Employee_489,2023-02-27,Cashier
490,Employee_490,2022-03-04,Server
491,Employee_491,2024-09-21,Manager
492,Employee_492,2022-12-10,Manager
493,Employee_493,2021-12-10,Cashier
494,Employee_494,2022-10-06,Server
495,Employee_495,2023-01-25,Server
496,Employee_496,2024-10-27,Server
497,Employee_497,2022-04-14,Cashier
498,Employee_498,2022-02-02,Server
499,Employee_499,2022-11-14,Cashier
500,Employee_500,2022-10-17,Manager
501,Employee_501,2023-10-30,Manager
502,Employee_502,2022-07-29,Cashier
503,Employee_503,2021-11-24,Server
504,Employee_504,2021-12-18,Cashier
505,Employee_505,2023-12-05,Manager
506,Employee_506,2024-07-20,Cashier
507,Employee_507,2023-12-23,Cashier
508,Employee_508,2023-11-26,Server
509,Employee_509,2023-01-03,Manager
510,Employee_510,2022-05-06,Manager
511,Employee_511,2023-09-23,Server
512,Employee_512,2023-07-28,Server
513,Employee_513,2022-03-30,Manager
514,Employee_514,2023-09-10,Manager
515,Employee_515,2024-09-18,Cashier
516,Employee_516,2023-02-20,Manager
517,Employee_517,2023-06-08,Manager
518,Employee_518,2023-07-09,Cashier
519,Employee_519,2023-05-28,Manager
520,Employee_520,2023-12-31,Manager
521,Employee_521,2023-11-05,Server
522,Employee_522,2023-02-17,Cashier
523,Employee_523,2024-09-09,Manager
524,Employee_524,2023-11-25,Cashier
525,Employee_525,2024-05-12,Server
526,Employee_526,2024-01-04,Cashier
527,Employee_527,2024-02-26,Cashier
528,Employee_528,2022-05-10,Cashier
529,Employee_529,2023-04-02,Server
530,Employee_530,2024-07-29,Manager
531,Employee_531,2023-01-11,Server
532,Employee_532,2022-11-04,Manager
533,Employee_533,2022-10-11,Manager
534,Employee_534,2021-12-12,Manager
535,Employee_535,2023-01-13,Cashier
536,Employee_536,2023-04-27,Manager
537,Employee_537,2022-11-17,Manager
538,Employee_538,2024-09-23,Server
539,Employee_539,2022-11-16,Server
540,Employee_540,2023-05-16,Cashier
541,Employee_541,2023-03-18,Server
542,Employee_542,2024-02-11,Cashier
543,Employee_543,2024-03-15,Cashier
544,Employee_544,2023-06-07,Manager
545,Employee_545,2023-02-27,Server
546,Employee_546,2022-03-08,Manager
547,Employee_547,2024-07-11,Cashier
548,Employee_548,2023-01-18,Cashier
549,Employee_549,2021-12-07,Server
550,Employee_550,2021-11-26,Cashier
551,Employee_551,2022-06-16,Server
552,Employee_552,2023-06-17,Server
553,Employee_553,2022-10-21,Cashier
554,Employee_554,2022-09-22,Manager
555,Employee_555,2023-01-23,Cashier
556,Employee_556,2022-08-27,Cashier
557,Employee_557,2022-08-21,Server
558,Employee_558,2021-11-09,Manager
559,Employee_559,2024-04-21,Server
560,Employee_560,2022-06-06,Manager
561,Employee_561,2023-08-27,Cashier
562,Employee_562,2023-10-29,Manager
563,Employee_563,2022-02-23,Cashier
564,Employee_564,2022-02-08,Server
565,Employee_565,2022-05-05,Server
566,Employee_566,2023-07-19,Manager
567,Employee_567,2024-04-24,Server
568,Employee_568,2022-07-14,Server
569,Employee_569,2021-12-01,Cashier
570,Employee_570,2022-03-01,Manager
571,Employee_571,2022-02-19,Server
572,Employee_572,2022-12-26,Manager
573,Employee_573,2022-10-13,Cashier
574,Employee_574,2022-07-01,Manager
575,Employee_575,2024-03-01,Manager
576,Employee_576,2023-11-28,Server
577,Employee_577,2023-06-19,Cashier
578,Employee_578,2023-02-28,Server
579,Employee_579,2023-07-12,Manager
580,Employee_580,2024-06-02,Server
581,Employee_581,2023-12-18,Cashier
582,Employee_582,2023-05-13,Manager
583,Employee_583,2024-09-25,Server
584,Employee_584,2024-02-05,Cashier
585,Employee_585,2023-05-06,Manager
586,Employee_586,2022-08-04,Cashier
587,Employee_587,2022-10-25,Cashier
588,Employee_588,2022-07-18,Manager
589,Employee_589,2021-11-23,Manager
590,Employee_590,2022-07-27,Server
591,Employee_591,2023-04-19,Manager
592,Employee_592,2023-11-15,Server
593,Employee_593,2024-03-26,Cashier
594,Employee_594,2022-06-03,Server
595,Employee_595,2024-02-12,Server
596,Employee_596,2023-10-08,Server
597,Employee_597,2023-10-28,Manager
598,Employee_598,2021-11-06,Cashier
599,Employee_599,2023-10-11,Manager
600,Employee_600,2022-07-20,Manager
601,Employee_601,2024-03-25,Server
602,Employee_602,2022-05-04,Cashier
603,Employee_603,2022-09-05,Manager
604,Employee_604,2024-03-20,Cashier
605,Employee_605,2023-07-11,Cashier
606,Employee_606,2023-10-08,Manager
607,Employee_607,2024-08-17,Manager
608,Employee_608,2022-08-09,Manager
609,Employee_609,2023-05-31,Server
610,Employee_610,2022-06-18,Server
611,Employee_611,2023-07-03,Cashier
612,Employee_612,2024-07-26,Server
613,Employee_613,2024-07-13,Manager
614,Employee_614,2022-02-27,Manager
615,Employee_615,2024-05-07,Manager
616,Employee_616,2022-11-27,Cashier
617,Employee_617,2022-01-17,Server
618,Employee_618,2022-09-17,Manager
619,Employee_619,2023-06-30,Manager
620,Employee_620,2024-05-07,Server
621,Employee_621,2023-07-27,Cashier
622,Employee_622,2023-02-14,Manager
623,Employee_623,2023-10-07,Manager
624,Employee_624,2022-07-02,Cashier
625,Employee_625,2023-11-23,Manager
626,Employee_626,2024-07-20,Manager
627,Employee_627,2024-04-06,Server
628,Employee_628,2024-11-01,Manager
629,Employee_629,2022-03-11,Cashier
630,Employee_630,2023-08-31,Server
631,Employee_631,2021-12-18,Server
632,Employee_632,2022-02-02,Manager
633,Employee_633,2022-07-06,Cashier
634,Employee_634,2023-01-27,Server
635,Employee_635,2024-07-07,Cashier
636,Employee_636,2023-12-08,Server
637,Employee_637,2022-08-29,Server
638,Employee_638,2023-06-06,Manager
639,Employee_639,2023-11-25,Server
640,Employee_640,2023-07-20,Manager
641,Employee_641,2024-03-19,Cashier
642,Employee_642,2023-09-25,Manager
643,Employee_643,2024-04-25,Manager
644,Employee_644,2023-10-02,Server
645,Employee_645,2022-12-07,Server
646,Employee_646,2023-12-23,Server
647,Employee_647,2024-05-12,Manager
648,Employee_648,2022-10-04,Server
649,Employee_649,2024-09-17,Server
650,Employee_650,2021-11-15,Manager
651,Employee_651,2023-03-21,Server
652,Employee_652,2021-11-29,Cashier
653,Employee_653,2024-08-07,Cashier
654,Employee_654,2024-09-09,Server
655,Employee_655,2021-11-26,Cashier
656,Employee_656,2023-08-15,Cashier
657,Employee_657,2022-01-27,Manager
658,Employee_658,2023-02-25,Server
659,Employee_659,2024-08-15,Cashier
660,Employee_660,2022-08-18,Manager
661,Employee_661,2023-04-07,Cashier
662,Employee_662,2021-12-07,Manager
663,Employee_663,2024-09-19,Manager
664,Employee_664,2024-04-03,Server
665,Employee_665,2023-02-04,Manager
666,Employee_666,2024-06-22,Cashier
667,Employee_667,2023-03-27,Cashier
668,Employee_668,2022-04-10,Manager
669,Employee_669,2022-07-12,Manager
670,Employee_670,2023-04-13,Cashier
671,Employee_671,2023-05-17,Cashier
672,Employee_672,2022-08-15,Manager
673,Employee_673,2024-07-07,Manager
674,Employee_674,2024-01-15,Cashier
675,Employee_675,2023-04-07,Server
676,Employee_676,2024-03-31,Manager
677,Employee_677,2024-07-09,Manager
678,Employee_678,2022-01-28,Server
679,Employee_679,2023-12-26,Manager
680,Employee_680,2022-11-20,Cashier
681,Employee_681,2022-10-27,Cashier
682,Employee_682,2022-11-30,Server
683,Employee_683,2023-04-23,Cashier
684,Employee_684,2024-04-25,Manager
685,Employee_685,2022-06-13,Cashier
686,Employee_686,2023-09-27,Server
687,Employee_687,2022-05-25,Manager
688,Employee_688,2022-11-11,Server
689,Employee_689,2022-06-07,Cashier
690,Employee_690,2022-05-20,Server
691,Employee_691,2022-12-06,Manager
692,Employee_692,2023-04-20,Server
693,Employee_693,2024-06-07,Cashier
694,Employee_694,2024-07-18,Cashier
695,Employee_695,2024-08-11,Cashier
696,Employee_696,2022-12-29,Server
697,Employee_697,2022-08-30,Manager
698,Employee_698,2022-07-01,Server
699,Employee_699,2022-08-07,Manager
700,Employee_700,2024-03-01,Manager
701,Employee_701,2022-07-29,Cashier
702,Employee_702,2023-07-14,Server
703,Employee_703,2023-03-25,Manager
704,Employee_704,2022-06-12,Cashier
705,Employee_705,2021-12-30,Manager
706,Employee_706,2023-10-05,Server
707,Employee_707,2023-02-07,Server
708,Employee_708,2022-03-23,Cashier
709,Employee_709,2024-09-06,Cashier
710,Employee_710,2023-11-26,Manager
711,Employee_711,2022-09-21,Manager
712,Employee_712,2024-05-18,Server
713,Employee_713,2024-04-18,Server
714,Employee_714,2024-03-29,Server
715,Employee_715,2024-10-20,Server
716,Employee_716,2023-10-02,Server
717,Employee_717,2024-07-09,Cashier
718,Employee_718,2022-11-02,Cashier
719,Employee_719,2024-03-22,Server
720,Employee_720,2023-07-10,Cashier
721,Employee_721,2023-01-06,Server
722,Employee_722,2023-03-07,Server
723,Employee_723,2022-03-30,Cashier
724,Employee_724,2023-02-10,Server
725,Employee_725,2022-11-09,Cashier
726,Employee_726,2024-08-17,Server
727,Employee_727,2024-04-26,Cashier
728,Employee_728,2022-01-17,Manager
729,Employee_729,2023-12-15,Server
730,Employee_730,2024-08-23,Server
731,Employee_731,2022-05-09,Server
732,Employee_732,2023-08-20,Cashier
733,Employee_733,2022-02-18,Manager
734,Employee_734,2022-05-09,Manager
